Delta Mass	USI	Cosine	Matching Peaks	Status
0.0	mzspec:MSV000083559:11713.13.F.13E:scan:172	0.93	7	NoID
0.0	mzspec:MSV000083559:11713.25.F.25E:scan:181	0.92	7	NoID
0.0	mzspec:MSV000084314:MSV000083559:scan:44668	0.92	6	NoID
