"","cluster.index","keep_test","3DMM","3DMM-Blank","Urbanization-Blank","Urbanization-City","Urbanization-Jungle","Urbanization-Rural","Urbanization-Town"
"1",1232,FALSE,0,0,0,9968,0,0,0
"2",3695,FALSE,0,0,0,170560,0,0,0
"3",3696,FALSE,0,0,0,63856,0,0,0
"4",3714,FALSE,0,0,0,0,0,49592,0
"5",3744,FALSE,0,0,0,56000,0,0,0
"6",5594,FALSE,0,0,0,350172,0,0,0
"7",5651,FALSE,0,0,0,0,0,37452,0
"8",5738,FALSE,0,0,0,97420,0,0,0
"9",5792,FALSE,0,0,0,81428,0,0,0
"10",14551,FALSE,0,0,0,14720,0,0,0
"11",15176,FALSE,0,0,0,17116,0,0,0
"12",15285,FALSE,0,0,0,25992,0,0,0
"13",17649,FALSE,0,0,0,16548,0,0,0
"14",18928,FALSE,0,0,0,12196,0,0,0
"15",19049,FALSE,0,0,0,17928,0,0,0
"16",19213,FALSE,0,0,0,16172,0,0,0
"17",19322,FALSE,0,0,0,16136,0,0,0
"18",20684,FALSE,835602.8,0,0,0,0,0,0
"19",20686,FALSE,1078485.3,287810,0,0,0,0,0
"20",21583,FALSE,1543833,382134,0,0,0,0,0
"21",23208,FALSE,109196469.9,9343689.2,0,0,0,0,0
"22",23438,FALSE,6661598.3,2189563,0,0,0,0,0
"23",23445,FALSE,0,0,0,0,31668,0,0
"24",23639,FALSE,6821293,0,0,0,0,0,0
"25",23640,FALSE,2547734,0,0,0,0,0,0
"26",23762,FALSE,0,0,0,189968,0,0,0
"27",24333,FALSE,0,0,0,612804,176980,221860,1078096
"28",24341,FALSE,0,0,0,1528776,0,69704,325164
"29",24393,FALSE,0,0,0,197064,0,0,65460
"30",24489,FALSE,0,0,0,23680,84120,0,67548
"31",24532,FALSE,0,0,0,130236,0,0,0
"32",25354,FALSE,0,0,0,38920,0,0,0
"33",25383,FALSE,0,0,0,25832,0,0,0
"34",25720,FALSE,0,0,0,171208,0,0,0
"35",25732,FALSE,1591340,2371234,0,0,0,0,0
"36",25751,FALSE,0,0,9672,46068,70244,34060,38004
"37",26051,FALSE,0,0,0,388204,0,0,39296
"38",26074,FALSE,0,0,0,388204,0,0,0
"39",26160,FALSE,0,0,0,269428,0,38692,57696
"40",26211,FALSE,4075524,0,0,0,0,0,0
"41",26762,FALSE,0,0,0,10884,0,0,0
"42",27850,FALSE,0,0,0,10908,0,0,0
"43",30559,FALSE,0,0,0,14844,0,0,0
"44",31331,FALSE,0,0,0,11908,0,8352,0
"45",31444,FALSE,0,0,0,0,20516,0,42812
"46",31512,FALSE,0,0,0,101320,0,0,0
"47",31515,FALSE,0,0,0,195164,0,0,0
"48",31519,FALSE,0,0,0,204208,0,0,0
"49",31520,FALSE,13100804.4,798270,0,0,0,0,0
"50",31521,FALSE,3330214,853444,0,0,0,0,0
"51",31528,FALSE,476142,0,0,0,0,0,0
"52",34618,FALSE,0,0,0,19512,0,0,0
"53",34892,FALSE,0,0,0,197820,0,0,0
"54",35142,FALSE,0,0,0,104580,0,0,0
"55",35637,FALSE,0,0,0,77428,0,0,0
"56",36284,FALSE,0,0,0,29652,0,0,0
"57",36850,FALSE,0,0,0,28856,0,0,0
"58",37265,FALSE,0,0,0,27160,0,0,0
"59",37762,FALSE,0,0,0,63220,0,0,0
"60",37907,FALSE,0,0,0,26016,0,0,0
"61",38148,FALSE,0,0,0,24108,0,0,0
"62",40242,FALSE,281592,0,0,0,0,0,0
"63",43466,FALSE,0,0,0,50296,0,0,0
"64",43581,FALSE,0,0,0,32752,0,0,0
"65",43706,FALSE,531650,0,0,0,0,0,0
"66",44545,FALSE,0,0,0,90204,0,0,0
"67",45602,FALSE,0,0,0,26404368,16930468,12784376,10809772
"68",45607,FALSE,0,0,0,380752,594560,514056,831076
"69",45613,FALSE,0,0,0,1435880,5008988,2504392,1663732
"70",45618,FALSE,0,0,0,46940,0,166916,51512
"71",45949,FALSE,10780340,1485590,0,0,0,0,0
"72",45950,FALSE,762687,0,0,0,0,0,0
"73",46025,FALSE,9305581,2707510,0,0,0,0,0
"74",46038,FALSE,0,0,0,0,142568,74480,0
"75",46075,FALSE,0,0,0,0,615852,0,0
"76",46081,FALSE,0,0,0,0,425952,0,0
"77",46204,FALSE,0,0,53380,145420,0,0,0
"78",46207,FALSE,0,0,0,12892,0,0,0
"79",46233,FALSE,0,0,7152,0,0,0,0
"80",46248,FALSE,7269926.1,764687.6,0,0,0,0,0
"81",46249,FALSE,0,0,0,171812,0,0,0
"82",46250,FALSE,0,0,0,156628,0,3076,0
"83",46251,FALSE,24499060,3447380,0,0,0,0,0
"84",46253,FALSE,0,0,0,48400,77556,98668,40012
"85",46256,FALSE,0,0,0,85944,95920,78744,32048
"86",46257,FALSE,0,0,0,28700,46732,52336,30260
"87",46271,FALSE,0,0,0,49512,0,0,0
"88",47353,FALSE,0,0,0,24136,0,0,0
"89",51565,FALSE,0,0,0,0,554720,428364,137152
"90",51655,FALSE,0,0,0,0,0,31404,0
"91",51871,FALSE,0,0,0,0,28516,68764,98948
"92",52103,FALSE,0,0,0,0,98844,34212,48144
"93",52647,FALSE,0,0,0,656284,0,0,0
"94",53023,FALSE,0,0,0,11144,0,0,0
"95",53239,FALSE,0,1390720,0,187316,0,0,0
"96",53667,FALSE,0,0,0,13088,0,0,0
"97",53936,FALSE,0,0,0,287168,0,0,0
"98",54065,FALSE,0,0,0,60200,0,0,0
"99",55788,FALSE,0,0,0,66820,0,0,0
"100",57865,FALSE,0,0,0,260,0,0,596
"101",57922,FALSE,0,0,0,385352,428156,334400,497744
"102",58118,FALSE,769964,804043,0,127088,0,0,0
"103",58155,FALSE,0,0,0,114336,0,0,0
"104",58305,FALSE,0,0,0,0,94840,22448,51788
"105",58334,FALSE,0,0,0,19264,159036,71140,52316
"106",58369,FALSE,0,0,0,0,54356,22648,23776
"107",58595,FALSE,2819600,0,0,185564,0,0,0
"108",58759,FALSE,0,0,0,25396,0,0,0
"109",59323,FALSE,0,0,0,0,143168,0,28680
"110",59388,FALSE,751045,0,0,0,0,0,0
"111",59393,FALSE,0,0,0,8304,0,0,0
"112",59395,FALSE,0,0,0,12312,0,0,73356
"113",59396,FALSE,0,0,0,0,0,0,69236
"114",59422,FALSE,0,0,0,0,298620,21604,0
"115",59512,FALSE,0,0,0,53228,0,0,0
"116",59723,FALSE,235613,0,0,0,0,0,0
"117",60037,FALSE,0,0,0,0,100448,0,0
"118",60114,FALSE,4433674,77679.6,0,0,0,0,0
"119",60212,FALSE,0,0,0,0,6680,0,5436
"120",60223,FALSE,0,0,0,8416,0,0,0
"121",60294,FALSE,1247123,306768,0,0,0,0,0
"122",60295,FALSE,1993312,709766,0,0,0,0,0
"123",60297,FALSE,0,0,0,55340,926220,264676,111076
"124",60304,FALSE,0,0,0,90292,996568,328376,265656
"125",60317,FALSE,0,0,0,0,305052,93952,67764
"126",60320,FALSE,0,0,0,0,354116,0,225404
"127",60341,FALSE,0,0,0,0,119888,0,0
"128",60361,FALSE,0,0,0,270600,0,0,0
"129",60511,FALSE,1517300,0,0,0,0,0,0
"130",60570,FALSE,24467379.9,3711743.5,0,0,0,0,0
"131",60571,FALSE,182052230,0,0,0,0,0,0
"132",60572,FALSE,30536890,0,0,0,0,0,0
"133",60574,FALSE,0,0,0,16312,37932,0,32748
"134",60575,FALSE,0,0,0,34028,0,0,0
"135",60577,FALSE,0,0,0,861864,0,0,3916
"136",60578,FALSE,0,0,0,79388,0,0,0
"137",60619,FALSE,0,0,0,0,13920,0,0
"138",60620,FALSE,815654.8,0,0,0,0,0,0
"139",60622,TRUE,0,0,0,39776,5781156,170556,0
"140",60623,FALSE,0,0,0,0,604552,82076,0
"141",60629,FALSE,0,0,0,0,49356,45696,0
"142",60707,FALSE,0,0,0,0,5843200,1987744,2934372
"143",60781,FALSE,0,0,0,0,2153848,682344,1085432
"144",60863,FALSE,0,0,0,0,670408,1700820,497388
"145",60886,FALSE,0,0,0,0,0,356120,57804
"146",60902,FALSE,0,0,0,0,647028,452620,0
"147",60978,FALSE,0,0,0,0,1260916,671252,584576
"148",61045,FALSE,0,0,0,0,0,154956,0
"149",61184,FALSE,0,0,0,0,397312,0,0
"150",61321,FALSE,0,0,0,89924,0,0,0
"151",61605,FALSE,0,0,0,21816,0,0,0
"152",61914,FALSE,0,0,0,27444,0,0,0
"153",62271,FALSE,0,0,0,32684,0,0,0
"154",62588,FALSE,2862143,141584,0,0,0,0,0
"155",64554,FALSE,0,0,0,12540,0,0,0
"156",65574,FALSE,0,0,0,164168,231832,80984,275500
"157",65585,FALSE,0,0,0,0,33220,19776,0
"158",65661,FALSE,0,0,0,113652,0,0,0
"159",65717,FALSE,2729970,0,0,0,0,0,0
"160",66856,FALSE,0,0,0,13672,0,21680,0
"161",66858,FALSE,0,0,0,70144,0,0,0
"162",66863,FALSE,478627,0,0,0,0,0,0
"163",66929,FALSE,0,0,0,9936,0,0,0
"164",66931,FALSE,0,0,0,10196,0,0,0
"165",67092,FALSE,0,0,0,0,57320,20976,129136
"166",67093,FALSE,0,0,0,0,14912,0,122504
"167",67108,FALSE,102045930,0,0,0,0,0,0
"168",67109,FALSE,61165980,0,0,0,0,0,0
"169",67294,FALSE,0,0,0,46752,0,0,0
"170",67343,FALSE,0,0,0,9368,0,0,0
"171",67465,FALSE,0,0,0,13780,0,0,0
"172",67531,FALSE,0,0,0,31948,0,0,0
"173",67896,FALSE,13555660,0,0,0,0,0,0
"174",67926,FALSE,2002210,0,0,0,0,0,0
"175",67927,FALSE,0,0,0,11388,0,0,6296
"176",67938,FALSE,0,0,0,1418832,1554800,1349208,1646692
"177",67941,FALSE,0,0,0,121228,440732,306296,657512
"178",67952,FALSE,0,0,0,408852,476060,523068,624580
"179",67954,FALSE,0,0,0,619544,506068,401236,299484
"180",67956,FALSE,0,0,0,0,94440,182156,102076
"181",67973,FALSE,0,0,0,0,77144,183496,224656
"182",67984,FALSE,0,0,0,27448,166220,238024,292488
"183",68034,FALSE,0,0,0,0,0,63332,0
"184",68055,FALSE,0,0,0,0,0,0,38540
"185",68062,FALSE,0,0,0,107208,207344,0,220400
"186",68114,FALSE,0,0,0,0,45356,0,18256
"187",68125,FALSE,0,0,0,205240,0,0,0
"188",68207,FALSE,0,0,0,264688,0,0,0
"189",68221,FALSE,0,0,0,0,306328,26036,0
"190",68475,FALSE,191133296,25804250,0,0,0,0,0
"191",68707,FALSE,0,0,0,0,58172,0,34464
"192",68719,FALSE,0,0,0,0,54396,50108,22268
"193",68737,FALSE,0,0,0,0,70184,0,0
"194",68865,FALSE,0,0,0,1410396,231772,525536,690484
"195",68909,FALSE,0,0,0,150612,0,26840,93488
"196",68962,FALSE,0,0,0,613396,0,0,0
"197",68988,FALSE,0,0,0,31328,0,0,38656
"198",69013,FALSE,1647350,0,0,0,0,0,0
"199",69015,FALSE,0,0,0,0,0,57184,0
"200",69018,FALSE,0,0,0,169484,279244,562424,522036
"201",69027,FALSE,0,0,0,13808428,7637916,8292784,6911152
"202",69029,FALSE,0,0,0,20461196,10294356,8632032,12710292
"203",69030,FALSE,0,0,0,2486580,1114220,1758564,1695768
"204",69032,FALSE,0,0,0,1171136,931868,919368,1214308
"205",69041,FALSE,0,0,0,2266420,378560,1898772,815248
"206",69050,FALSE,0,0,0,40100,71784,218248,239404
"207",69060,FALSE,0,0,0,5082700,3473864,7057856,2332380
"208",69061,FALSE,0,0,0,0,27632,67096,0
"209",69068,FALSE,0,0,0,1097000,534992,1128692,794068
"210",69070,FALSE,0,0,0,2012332,903380,1129032,844088
"211",69075,FALSE,0,0,0,287128,293808,315976,210728
"212",69084,FALSE,0,0,0,0,0,153044,0
"213",69096,FALSE,0,0,0,2295912,1449036,621012,949128
"214",69097,FALSE,0,0,0,0,334260,244388,285748
"215",69109,FALSE,0,0,0,655680,615372,596840,383856
"216",69113,FALSE,0,0,0,491272,103332,536260,259196
"217",69131,FALSE,0,0,0,78244,99788,54680,22124
"218",69138,FALSE,0,0,0,0,0,112348,0
"219",69145,FALSE,0,0,0,0,0,284596,46964
"220",69180,FALSE,0,0,0,0,24768,76828,30044
"221",69198,FALSE,0,0,0,0,21328,21208,0
"222",69202,FALSE,0,0,0,0,0,180716,16840
"223",69224,FALSE,0,0,0,797008,208732,38668,154228
"224",69283,FALSE,0,0,0,0,194464,111764,279856
"225",69328,FALSE,0,0,0,0,0,113852,40508
"226",69380,FALSE,0,0,0,0,0,85232,33180
"227",69405,FALSE,0,0,0,115676,0,17320,0
"228",69433,FALSE,0,0,0,0,0,37800,0
"229",69526,FALSE,0,0,0,0,51728,28656,104596
"230",69545,FALSE,0,0,0,38228,28756,0,51528
"231",69581,FALSE,0,0,0,83372,0,140016,126960
"232",69821,FALSE,0,0,0,102360,0,0,0
"233",69896,FALSE,0,0,0,313964,0,0,0
"234",69978,FALSE,0,0,0,0,43432,0,0
"235",70252,FALSE,0,0,0,0,77940,0,119952
"236",70502,FALSE,0,0,0,0,19704,0,32432
"237",70623,FALSE,0,0,0,49372,0,0,0
"238",70855,FALSE,0,0,0,250196,0,0,0
"239",71222,FALSE,0,0,0,31032,0,0,0
"240",71475,FALSE,0,0,0,76456,0,0,0
"241",71601,FALSE,0,0,0,119748,0,0,78500
"242",71935,FALSE,0,0,0,75204,0,0,0
"243",72122,FALSE,0,0,0,202408,0,0,0
"244",72148,FALSE,0,0,0,77624,0,0,0
"245",72486,FALSE,15052800,71564883,0,0,0,0,0
"246",74106,FALSE,0,0,0,55692,0,0,104680
"247",74108,FALSE,3188900,2461580,0,0,0,0,0
"248",74109,FALSE,0,0,16260,85164,40592,23072,110464
"249",74110,FALSE,549183650,46276361,0,0,0,0,0
"250",74166,FALSE,0,0,24524,64300,185264,50616,51772
"251",74184,FALSE,0,0,0,0,25536,16428,0
"252",74297,FALSE,1340826,0,0,0,0,0,0
"253",74313,FALSE,0,0,0,0,25908,18064,15408
"254",74314,FALSE,0,0,0,52180,5804,22696,12936
"255",74315,FALSE,0,0,3844,0,4288,6016,13004
"256",74321,FALSE,0,0,0,0,169208,281488,380064
"257",74332,FALSE,0,0,0,0,171152,47560,53808
"258",74360,FALSE,0,0,0,0,464232,255684,385676
"259",74714,FALSE,0,0,0,14516,16860,13392,0
"260",74717,FALSE,0,0,42996,1041576,1771980,1383068,2017300
"261",74722,FALSE,0,0,0,19504,27108,33116,30588
"262",74723,FALSE,0,0,0,751332,171352,139516,183236
"263",74727,FALSE,0,0,0,69668,29396,235524,130708
"264",74754,FALSE,0,0,0,0,22316,27928,0
"265",74774,FALSE,0,0,0,0,0,51048,0
"266",74775,FALSE,0,0,0,0,0,64052,0
"267",74817,FALSE,287247,0,0,16056,0,41516,39760
"268",75186,FALSE,0,0,0,0,51356,0,64740
"269",75482,FALSE,1513056390,120776878,0,415040,0,0,0
"270",75757,FALSE,0,0,0,152940,0,0,0
"271",75969,FALSE,92222591,3758192,0,0,0,0,0
"272",76032,FALSE,532245,0,0,15500,0,0,0
"273",77240,FALSE,0,0,0,28148,0,19384,0
"274",77246,FALSE,0,0,0,592,0,740,0
"275",77255,FALSE,0,0,0,135960,0,0,0
"276",77256,FALSE,2360473,0,0,0,0,0,0
"277",77257,FALSE,483635,0,0,0,0,0,0
"278",77262,FALSE,0,0,0,108832,2105928,496972,651196
"279",77264,FALSE,0,0,0,438652,2037320,1023764,1186460
"280",77278,FALSE,0,0,0,50092,129048,59028,0
"281",77539,FALSE,8371051,0,0,0,0,0,0
"282",77540,FALSE,0,0,0,78152,0,0,0
"283",77541,FALSE,0,0,0,59544,0,0,0
"284",77543,FALSE,0,0,0,380784,0,0,0
"285",77563,FALSE,0,0,0,0,0,0,191700
"286",77564,FALSE,0,0,0,196880,0,0,0
"287",77591,FALSE,0,0,0,35336,1079436,1109300,1364464
"288",77602,FALSE,0,0,0,0,1249936,62336,140984
"289",77641,FALSE,0,0,0,0,317980,80348,75740
"290",77788,FALSE,0,0,0,79200,0,0,0
"291",78045,FALSE,0,0,0,37168,17592,14976,0
"292",78050,FALSE,10560349670,118560900,0,0,0,0,0
"293",78055,FALSE,96596350,0,0,0,0,0,0
"294",78056,FALSE,43224770,0,0,0,0,0,0
"295",78100,TRUE,0,0,0,249528,102436,273728,373756
"296",78101,FALSE,0,0,0,0,13100,20148,0
"297",78109,FALSE,0,0,0,0,45448,0,0
"298",78119,FALSE,34913280,11371500,0,0,0,0,0
"299",78141,FALSE,0,0,0,24276,0,0,0
"300",78426,FALSE,0,0,0,0,0,0,42148
"301",78428,FALSE,0,0,0,0,0,0,33972
"302",78477,FALSE,0,0,0,4108,670912,365328,169444
"303",78558,FALSE,0,0,0,6724,0,0,0
"304",78628,FALSE,0,0,0,0,31556,37196,134172
"305",78661,FALSE,0,0,0,43272,0,0,0
"306",78667,FALSE,0,0,0,0,27504,0,21416
"307",78719,FALSE,7221472,264414,0,0,0,0,0
"308",78787,FALSE,0,0,0,0,553988,490224,356284
"309",78804,FALSE,0,0,0,0,8060,31976,0
"310",78806,FALSE,0,0,0,0,65604,62120,46432
"311",78869,FALSE,0,0,0,0,30904,29936,17424
"312",78877,FALSE,0,0,0,0,62892,69072,50848
"313",78929,FALSE,0,0,0,0,9192,8264,5304
"314",78946,FALSE,0,0,0,0,7252,4688,5320
"315",78992,FALSE,0,0,0,0,20768,7336,12340
"316",79449,FALSE,0,0,0,0,12532,0,8532
"317",79587,FALSE,391436021,45738672,0,0,0,0,0
"318",79991,FALSE,316749.1,0,0,0,0,0,0
"319",80017,FALSE,0,0,0,0,0,23980,7820
"320",80057,FALSE,0,0,0,85448,296972,542144,409180
"321",80146,FALSE,0,0,0,0,9192,28460,8792
"322",80149,FALSE,0,0,0,811004,182648,180992,244940
"323",80198,FALSE,0,0,0,746904,175032,0,296228
"324",80216,FALSE,0,0,0,0,55288,94848,30432
"325",80236,FALSE,0,0,0,0,0,0,21592
"326",80297,FALSE,0,0,0,269912,380624,70640,165024
"327",80310,FALSE,0,0,0,0,12512,0,23360
"328",80440,FALSE,0,0,0,65028,394300,475224,360560
"329",80465,FALSE,0,0,0,0,0,14164,0
"330",80569,FALSE,0,0,0,0,29528,5876,7660
"331",80573,FALSE,0,0,0,11004,0,0,0
"332",80615,FALSE,0,0,0,15292,0,0,0
"333",80685,FALSE,0,0,0,38824,24080,68248,74152
"334",80733,FALSE,0,0,0,41840,51140,91824,0
"335",80830,FALSE,0,0,0,0,105492,106068,73256
"336",80856,FALSE,0,0,0,0,5992,8460,0
"337",80892,FALSE,0,0,0,6556,0,0,18776
"338",81126,FALSE,0,0,0,27028,12936,26540,39676
"339",81327,FALSE,0,0,0,291004,0,0,0
"340",81930,FALSE,0,0,0,49024,73508,44996,71288
"341",81983,FALSE,0,0,0,75060,0,0,0
"342",82185,FALSE,0,0,0,0,11288,9880,0
"343",82396,FALSE,0,0,0,0,43400,0,47788
"344",82415,FALSE,0,0,0,104048,0,0,0
"345",84567,FALSE,0,0,0,0,37408,32332,0
"346",85540,FALSE,0,0,0,82056,518732,393104,327660
"347",85579,FALSE,0,0,0,0,66924,41708,33964
"348",85638,FALSE,0,0,0,0,39796,15128,15420
"349",85803,FALSE,11080908.1,1256101.1,0,0,0,0,0
"350",85872,FALSE,12475025,0,0,0,0,0,0
"351",85885,FALSE,2179070,154062,0,0,0,0,0
"352",85983,FALSE,344066,127711,0,0,0,0,0
"353",85999,FALSE,0,0,0,545184,284668,185888,311388
"354",86000,FALSE,0,0,11288,966080,420948,775800,734744
"355",86036,FALSE,0,0,0,759600,136892,226992,112032
"356",86047,FALSE,0,0,0,0,54500,0,0
"357",86055,FALSE,0,0,165432,265228,28568,49572,60800
"358",86082,FALSE,0,0,64960,58064,0,0,0
"359",86090,FALSE,0,0,0,383712,0,0,90856
"360",86095,FALSE,0,0,42296,76220,0,0,0
"361",86132,FALSE,0,0,0,55148,0,0,83448
"362",86412,FALSE,14184300,0,0,0,0,0,0
"363",86413,FALSE,5761941.7,1415110,0,0,0,0,0
"364",86414,FALSE,284962.3,0,0,0,0,0,0
"365",86415,FALSE,3663718.9,0,0,0,0,0,0
"366",86417,FALSE,0,0,0,0,44660,7872,23796
"367",86422,FALSE,0,0,0,6840,23944,0,0
"368",86436,FALSE,0,0,0,39408,33928,10228,0
"369",86447,FALSE,0,0,0,19580,0,0,0
"370",86467,FALSE,967606,0,0,0,0,0,0
"371",86476,FALSE,0,0,0,558016,995936,1013676,417292
"372",86486,FALSE,0,0,0,290580,350356,159032,87768
"373",86488,FALSE,0,0,0,292732,172440,89308,140148
"374",86489,FALSE,0,0,0,816756,1448540,734424,1144488
"375",86493,FALSE,0,0,0,596624,1240804,310232,553752
"376",86507,FALSE,0,0,0,862020,977440,1128184,519092
"377",86510,FALSE,0,0,0,303868,243768,113552,476332
"378",86512,FALSE,0,0,0,5821112,6274512,3210208,900732
"379",86521,FALSE,0,0,0,0,0,53140,34812
"380",86530,FALSE,0,0,0,2060728,957112,1267040,2449608
"381",86532,FALSE,0,0,0,2275560,1000600,1193984,451616
"382",86534,FALSE,0,0,0,1563888,1714152,749096,311452
"383",86538,FALSE,0,0,0,605824,1102404,354220,484900
"384",86539,FALSE,0,0,0,2343760,1326452,1284080,524144
"385",86543,FALSE,0,0,0,35720804,10454828,16763084,8357972
"386",86545,FALSE,0,0,0,693552,296440,650512,279236
"387",86553,FALSE,0,0,0,1077704,906120,825800,679888
"388",86555,FALSE,0,0,0,746956,341536,1000896,734812
"389",86560,FALSE,0,0,0,48788,0,18908,0
"390",86576,FALSE,0,0,0,2556904,2299344,1970420,3474612
"391",86590,FALSE,0,0,0,0,14076,84428,21260
"392",86604,FALSE,0,0,0,0,19644,31088,0
"393",86610,FALSE,0,0,0,189424,86072,101132,0
"394",86612,FALSE,0,0,0,211736,0,373144,235040
"395",86638,FALSE,0,0,0,313088,92328,416852,106544
"396",86648,FALSE,0,0,0,108576,42924,46200,46816
"397",86649,FALSE,0,0,0,289256,20600,46508,104472
"398",86657,FALSE,0,0,0,75628,0,23136,0
"399",86685,FALSE,0,0,0,63836,46964,274928,23200
"400",86706,FALSE,0,0,0,215200,66496,261152,52640
"401",86737,FALSE,0,0,0,0,0,44624,118016
"402",86741,FALSE,0,0,0,11008,0,24916,0
"403",86790,FALSE,0,0,0,113924,12728,130652,29988
"404",86820,FALSE,0,0,0,47164,0,59532,0
"405",86833,FALSE,0,0,0,188392,293472,12588,0
"406",86987,FALSE,0,0,0,84996,64168,362680,45948
"407",87081,FALSE,0,0,0,209800,113256,0,133000
"408",87367,FALSE,0,0,0,35420,0,0,0
"409",87428,FALSE,0,0,0,48064,0,0,0
"410",87537,FALSE,0,0,0,21468,0,0,0
"411",87749,FALSE,0,0,0,51808,0,0,0
"412",87754,FALSE,0,0,0,25528,0,0,0
"413",87975,FALSE,0,0,0,50428,0,0,0
"414",88099,FALSE,0,0,0,23996,0,0,0
"415",88395,FALSE,6763341.2,857828.5,0,0,0,0,0
"416",88753,FALSE,0,0,0,47244,0,26312,51704
"417",88859,FALSE,16711010,3232280,0,0,0,0,0
"418",88909,FALSE,0,0,0,0,95452,0,302372
"419",89033,FALSE,0,0,0,123960,0,31176,0
"420",89869,FALSE,0,0,0,14120,90316,113020,43720
"421",89876,FALSE,1703095.3,535422,0,0,0,0,0
"422",89878,FALSE,24989603,2594978,0,0,0,0,0
"423",90640,FALSE,0,0,0,18892,0,0,0
"424",91732,FALSE,0,0,0,892656,0,0,0
"425",91735,FALSE,1592090,2610430,0,0,0,0,0
"426",91741,FALSE,0,0,0,64012,0,0,0
"427",91746,FALSE,0,0,0,1400,0,0,0
"428",91883,FALSE,0,0,0,478280,808204,751324,1140368
"429",91890,FALSE,0,0,0,20252,489916,270784,518676
"430",91955,FALSE,0,0,0,0,40952,79128,242592
"431",92089,FALSE,0,0,0,0,52376,239140,82336
"432",92126,FALSE,0,0,0,0,0,60588,22216
"433",92153,FALSE,0,0,0,0,0,33720,116408
"434",92163,FALSE,0,0,0,50468,92984,330804,407468
"435",92472,FALSE,0,0,0,17720,0,0,0
"436",92863,FALSE,18193088,3285110,0,74048,0,0,0
"437",92956,FALSE,0,0,0,44912,0,0,0
"438",93326,FALSE,0,0,0,74568,0,0,0
"439",93649,FALSE,0,0,0,90492,0,0,0
"440",93927,FALSE,0,0,0,56304,0,0,0
"441",94919,FALSE,0,0,0,0,14516,0,33432
"442",94931,FALSE,0,0,0,0,50936,0,40160
"443",95365,FALSE,1069077.2,1137885,0,0,0,0,0
"444",95384,FALSE,154273457,1632798,0,0,0,0,0
"445",95388,FALSE,746222120,0,0,0,0,0,0
"446",95572,FALSE,0,0,0,96960,718576,88892,659892
"447",95575,FALSE,0,0,0,0,309216,50400,114676
"448",95586,FALSE,1850327,0,0,0,0,0,0
"449",95597,FALSE,0,0,0,0,36992,0,0
"450",95600,FALSE,16544120,5666530,0,0,0,0,0
"451",95607,FALSE,0,0,0,21384,0,0,0
"452",95611,FALSE,0,0,0,458992,0,0,0
"453",95620,FALSE,0,0,0,0,119024,0,30516
"454",95639,FALSE,0,0,0,0,124604,16348,114632
"455",95672,FALSE,0,0,0,0,0,0,23260
"456",95679,FALSE,0,0,0,223488,0,0,0
"457",95685,FALSE,0,0,0,24320,0,0,0
"458",95700,FALSE,0,0,0,0,218824,48932,0
"459",95713,FALSE,434845074.4,53363576.5,0,0,0,0,0
"460",95724,FALSE,646533,0,0,0,0,0,0
"461",95733,FALSE,0,0,0,0,0,124348,0
"462",95741,FALSE,1320410,2549330,0,0,0,0,0
"463",95743,FALSE,393213596,2289985,0,1951872,693928,1110392,839896
"464",95744,FALSE,0,0,0,1337472,972384,757160,833180
"465",95745,FALSE,0,0,0,435776,21348,104364,103680
"466",95746,FALSE,0,0,0,1539000,830092,1033292,1145300
"467",95757,FALSE,0,0,0,41732,0,0,0
"468",95762,FALSE,0,0,0,216884,4448,0,17632
"469",95772,FALSE,3644176984,110063850,0,42316,0,0,0
"470",95796,FALSE,0,0,0,25696,0,0,0
"471",95814,FALSE,14231681,87756235,0,0,0,0,0
"472",95822,FALSE,0,0,0,23956,0,0,0
"473",95932,FALSE,0,0,0,556180,3344096,1048788,1276200
"474",95938,FALSE,0,0,0,498000,1610048,1068736,545536
"475",95941,FALSE,0,0,0,608340,2216268,1340628,1476452
"476",95946,FALSE,0,0,0,207600,391140,637796,689716
"477",95984,FALSE,0,0,0,25664,16196,67084,106344
"478",96235,FALSE,0,0,7636,371220,94824,32912,212680
"479",96267,FALSE,0,0,0,50808,20536,12420,32412
"480",96361,FALSE,0,0,0,27028,12968,0,14260
"481",96388,FALSE,0,0,0,157248,0,0,0
"482",96400,FALSE,876943633,106439549,0,0,0,0,0
"483",96416,FALSE,0,0,0,73652,0,0,0
"484",96419,FALSE,11021809,712212,0,0,0,0,0
"485",96420,FALSE,25326701,2293799,0,0,0,0,0
"486",96450,FALSE,0,0,0,40156,0,0,0
"487",96452,FALSE,0,0,0,22180,0,0,0
"488",96457,FALSE,0,0,0,12320,0,0,0
"489",96466,FALSE,53653170,0,0,0,0,0,0
"490",96467,FALSE,0,0,0,0,0,40884,0
"491",96468,FALSE,79063379,3998904,0,0,0,0,0
"492",96475,FALSE,0,0,0,51608,0,0,0
"493",96500,FALSE,0,0,0,20244,0,0,0
"494",96534,FALSE,0,0,0,26128,0,0,0
"495",96624,FALSE,0,0,0,31208,514304,483812,806788
"496",96625,FALSE,0,0,0,0,29300,36616,17740
"497",96628,FALSE,0,0,0,10100,101764,58920,40176
"498",96631,FALSE,0,0,0,0,31052,22512,0
"499",96637,FALSE,0,0,0,26332,0,0,0
"500",96661,FALSE,56771840,0,0,0,0,0,0
"501",96780,FALSE,32886800,0,0,0,0,0,0
"502",96869,FALSE,1302502670,68897760,0,0,0,0,0
