Dataset	Frequency
MSV000079697	701
MSV000079706	71
MSV000079707	52
MSV000079709	80
MSV000079710	91
MSV000079712	46
MSV000079714	65
MSV000079717	83
MSV000079718	59
MSV000079719	33
MSV000079720	129
MSV000080183	3
MSV000080574	1
MSV000080627	28
MSV000080630	1
MSV000080905	19
MSV000081343	1
MSV000081463	11
MSV000081482	1
MSV000081548	1
MSV000082331	21
MSV000082433	169
MSV000082480	4
MSV000082629	16
MSV000082650	1
MSV000082813	4
MSV000082891	12
MSV000082953	118
MSV000082972	4
MSV000082973	1
MSV000083300	28
MSV000083320	503
MSV000083475	9
MSV000083521	7
MSV000083541	5
MSV000083559	231
MSV000084314	23
MSV000084591	1
MSV000084753	3
MSV000085446	1
MSV000085944	143
MSV000086012	1
MSV000086131	1
MSV000086415	80
MSV000086830	3
MSV000087087	57
MSV000087612	9
MSV000087685	3
MSV000087728	2
MSV000087948	4
MSV000088021	21
MSV000088137	111
MSV000088640	24
MSV000088842	145
