file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G75657_5x_rerun_BH7_01_19417	0.0	mzspec:MSV000084900:G75657_5x_rerun_BH7_01_19417:scan:690	1	0.98	7	MSV000084900	NoID	MSV000084900	G75657_5x_rerun_BH7_01_19417.mzXML	bacon
mzspec:MSV000084900:G79483_BA2_01_18636	-0.0	mzspec:MSV000084900:G79483_BA2_01_18636:scan:710	1	0.97	7	MSV000084900	NoID	MSV000084900	G79483_BA2_01_18636.mzXML	complex
mzspec:MSV000084900:G79678_5x_RD11_01_19514	-0.0	mzspec:MSV000084900:G79678_5x_RD11_01_19514:scan:698	1	0.97	6	MSV000084900	NoID	MSV000084900	G79678_5x_RD11_01_19514.mzXML	salami
mzspec:MSV000084900:G79513_1x_RG4_01_20557	-0.0	mzspec:MSV000084900:G79513_1x_RG4_01_20557:scan:702	1	0.96	7	MSV000084900	NoID	MSV000084900	G79513_1x_RG4_01_20557.mzXML	king oyster mushroom
mzspec:MSV000084900:G79547_5x_RD11_01_18039	0.0	mzspec:MSV000084900:G79547_5x_RD11_01_18039:scan:707	1	0.96	7	MSV000084900	NoID	MSV000084900	G79547_5x_RD11_01_18039.mzXML	pork end cut
mzspec:MSV000084900:G78911_p19_g8_GB7_01_21678	0.0	mzspec:MSV000084900:G78911_p19_g8_GB7_01_21678:scan:542	1	0.96	7	MSV000084900	NoID	MSV000084900	G78911_p19_g8_GB7_01_21678.mzXML	meat
mzspec:MSV000084900:G79500_2x_rerun_RE10_01_19200	0.0	mzspec:MSV000084900:G79500_2x_rerun_RE10_01_19200:scan:676	1	0.96	7	MSV000084900	NoID	MSV000084900	G79500_2x_rerun_RE10_01_19200.mzXML	green sea vegetable
mzspec:MSV000084900:G78941_rerun_BH8_01_18780	0.0	mzspec:MSV000084900:G78941_rerun_BH8_01_18780:scan:708	1	0.95	7	MSV000084900	NoID	MSV000084900	G78941_rerun_BH8_01_18780.mzXML	pork shoulder
mzspec:MSV000084900:G75091_2x_RC3_01_19127	-0.0	mzspec:MSV000084900:G75091_2x_RC3_01_19127:scan:710	1	0.95	7	MSV000084900	NoID	MSV000084900	G75091_2x_RC3_01_19127.mzXML	carrot
mzspec:MSV000084900:G78939_BD8_01_18689	0.0	mzspec:MSV000084900:G78939_BD8_01_18689:scan:710	1	0.94	7	MSV000084900	NoID	MSV000084900	G78939_BD8_01_18689.mzXML	pork shoulder
mzspec:MSV000084900:G75654_5x_rerun_BH4_01_19404	0.0	mzspec:MSV000084900:G75654_5x_rerun_BH4_01_19404:scan:697	1	0.94	7	MSV000084900	NoID	MSV000084900	G75654_5x_rerun_BH4_01_19404.mzXML	ham
mzspec:MSV000084900:G78981_p19_g4_GC6_01_21670	0.0	mzspec:MSV000084900:G78981_p19_g4_GC6_01_21670:scan:711	1	0.93	7	MSV000084900	NoID	MSV000084900	G78981_p19_g4_GC6_01_21670.mzXML	bacon
mzspec:MSV000084900:75093_1x_BE10_01_17450	0.0	mzspec:MSV000084900:75093_1x_BE10_01_17450:scan:692	1	0.93	7	MSV000084900	NoID	MSV000084900	75093_1x_BE10_01_17450.mzXML	arugula
mzspec:MSV000084900:G79463_5x_RG8_01_18191	0.0	mzspec:MSV000084900:G79463_5x_RG8_01_18191:scan:711	1	0.9	7	MSV000084900	NoID	MSV000084900	G79463_5x_RG8_01_18191.mzXML	spleen, beef
mzspec:MSV000084900:G75658_5x_BH8_01_19366	-0.0	mzspec:MSV000084900:G75658_5x_BH8_01_19366:scan:671	1	0.9	5	MSV000084900	NoID	MSV000084900	G75658_5x_BH8_01_19366.mzXML	scallop
mzspec:MSV000084900:G75659_p19_h9_GE7_01_21696	-0.0	mzspec:MSV000084900:G75659_p19_h9_GE7_01_21696:scan:700	1	0.89	6	MSV000084900	NoID	MSV000084900	G75659_p19_h9_GE7_01_21696.mzXML	shrimp
mzspec:MSV000084900:G79597_1x_BB3_01_17983	0.0	mzspec:MSV000084900:G79597_1x_BB3_01_17983:scan:711	1	0.89	5	MSV000084900	NoID	MSV000084900	G79597_1x_BB3_01_17983.mzXML	bull, lean
mzspec:MSV000084900:G78992_rerun_BE9_01_18708	0.0	mzspec:MSV000084900:G78992_rerun_BE9_01_18708:scan:710	1	0.87	6	MSV000084900	NoID	MSV000084900	G78992_rerun_BE9_01_18708.mzXML	veal, shoulder roast
mzspec:MSV000084900:18NAVY28_v2_brk_1_BD5_01_39775	0.0	mzspec:MSV000084900:18NAVY28_v2_brk_1_BD5_01_39775:scan:777	1	0.87	6	MSV000084900	NoID	MSV000084900	18NAVY28_v2_brk_1_BD5_01_39775.mzXML	black bean
mzspec:MSV000084900:G75655_5x_rerun_BH5_01_19405	0.0	mzspec:MSV000084900:G75655_5x_rerun_BH5_01_19405:scan:705	1	0.86	6	MSV000084900	NoID	MSV000084900	G75655_5x_rerun_BH5_01_19405.mzXML	chicken
mzspec:MSV000084900:G75753_1x_10ul_RG4_01_19896	-0.0	mzspec:MSV000084900:G75753_1x_10ul_RG4_01_19896:scan:704	1	0.86	5	MSV000084900	NoID	MSV000084900	G75753_1x_10ul_RG4_01_19896.mzXML	fleshy fruit
mzspec:MSV000084900:G79225_p19_h12_GD7_01_21682	0.0	mzspec:MSV000084900:G79225_p19_h12_GD7_01_21682:scan:717	1	0.85	7	MSV000084900	NoID	MSV000084900	G79225_p19_h12_GD7_01_21682.mzXML	beef
mzspec:MSV000084900:G79676_5x_RD10_01_19513	-0.0	mzspec:MSV000084900:G79676_5x_RD10_01_19513:scan:696	1	0.74	5	MSV000084900	NoID	MSV000084900	G79676_5x_RD10_01_19513.mzXML	salami
mzspec:MSV000084900:AMZ_2_RA3_01_48881	-0.0	mzspec:MSV000084900:AMZ_2_RA3_01_48881:scan:737	1	0.74	5	MSV000084900	NoID	MSV000084900	AMZ_2_RA3_01_48881.mzXML	complex
