Dataset	Frequency
MSV000079485	12
MSV000079697	322
MSV000079706	19
MSV000079707	38
MSV000079709	49
MSV000079710	27
MSV000079712	22
MSV000079714	36
MSV000079717	14
MSV000079718	7
MSV000079719	14
MSV000079720	98
MSV000080627	31
MSV000080629	2
MSV000080905	17
MSV000081463	11
MSV000082331	20
MSV000082433	170
MSV000082629	19
MSV000082953	241
MSV000083300	34
MSV000083320	4
MSV000083475	46
MSV000083541	31
MSV000083559	106
MSV000084314	4
MSV000084753	1
