Dataset	Frequency
MSV000079341	1
MSV000079598	1
MSV000079697	327
MSV000079706	87
MSV000079707	42
MSV000079709	47
MSV000079710	28
MSV000079712	30
MSV000079714	8
MSV000079717	40
MSV000079718	22
MSV000079720	5
MSV000079813	56
MSV000079888	36
MSV000080016	17
MSV000080167	428
MSV000080188	8
MSV000080299	14
MSV000080337	2
MSV000080627	81
MSV000080629	1
MSV000080905	151
MSV000081050	4
MSV000081065	18
MSV000081067	59
MSV000081116	52
MSV000081160	2
MSV000081284	142
MSV000081343	2
MSV000081350	1
MSV000081351	36
MSV000081357	35
MSV000081463	31
MSV000081637	1
MSV000081666	2
MSV000081676	16
MSV000081804	8
MSV000081808	22
MSV000081893	3
MSV000081894	2
MSV000082071	4
MSV000082074	17
MSV000082083	6
MSV000082084	1
MSV000082261	4
MSV000082262	34
MSV000082331	17
MSV000082387	1
MSV000082433	134
MSV000082647	3
MSV000082869	359
MSV000082953	3
MSV000083010	16
MSV000083014	1
MSV000083040	7
MSV000083134	21
MSV000083300	136
MSV000083306	187
MSV000083320	2
MSV000083353	1
MSV000083357	22
MSV000083383	1
MSV000083395	2
MSV000083462	5
MSV000083475	68
MSV000083481	2
MSV000083535	5
MSV000083541	9
MSV000083559	43
MSV000083756	36
MSV000083835	66
MSV000083888	5
MSV000084010	2
MSV000084101	1
MSV000084112	4
MSV000084314	42
MSV000084460	2
MSV000084494	1
MSV000084496	6
MSV000084595	1
MSV000084610	1
MSV000084734	2
MSV000084738	3
MSV000084741	3
MSV000084900	17
MSV000085025	6
MSV000085226	1
MSV000085256	112
MSV000085555	16
MSV000085693	4
MSV000085844	1
MSV000085852	2
MSV000085891	1
MSV000085944	4
MSV000086013	1
MSV000086287	9
MSV000086882	45
MSV000086926	1
MSV000087006	1
MSV000087588	11
MSV000087628	3
MSV000087629	3
MSV000087630	3
MSV000087951	1
MSV000088021	1
MSV000088023	4
MSV000088661	5
MSV000088697	3
MSV000088741	6
MSV000088821	2
MSV000088823	2
MSV000088842	4
MSV000089740	5
MSV000089834	4
