Dataset	Frequency
MSV000079485	1
MSV000079697	289
MSV000079706	19
MSV000079707	10
MSV000079709	36
MSV000079710	69
MSV000079712	25
MSV000079714	12
MSV000079717	34
MSV000079718	32
MSV000079719	7
MSV000079720	45
MSV000080507	9
MSV000080905	7
MSV000081065	1
MSV000081343	1
MSV000082085	12
MSV000082331	1
MSV000083462	26
MSV000083541	2
MSV000083559	54
MSV000084116	10
MSV000084314	15
MSV000085025	1
MSV000085480	3
MSV000086415	115
MSV000087087	65
MSV000087130	1
MSV000087612	28
MSV000087948	3
MSV000088021	4
MSV000088137	211
MSV000088164	1
MSV000088640	38
MSV000088842	2
MSV000089540	25
MSV000089558	4
