file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	Filepath	Filename	MassIVE	Taxaname_file	Taxa_NCBI	ReDU_Availability	Blank	QC
mzspec:MSV000087844:20210623_09_5A_1uL	0.04	mzspec:MSV000087844:20210623_09_5A_1uL:scan:1743	1	0.77	5	MSV000087844	NoID	MSV000087844/peak/LCMS data Orbitrap - mzML centroid/20210623_09_5A_1uL.mzML	MSV000087844/20210623_09_5A_1uL.mzML	MSV000087844	Piper arboreum	130381	No	No	No
mzspec:MSV000087872:Phormium-tenax-leaf-nBuOH	-0.0	mzspec:MSV000087872:Phormium-tenax-leaf-nBuOH:scan:1918	1	0.75	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Phormium-tenax-leaf-nBuOH.mzML	MSV000087872/Phormium-tenax-leaf-nBuOH.mzML	MSV000087872	Phormium tenax	51475	No	No	No
mzspec:MSV000083272:20170731_PmCHS_line3	0.04	mzspec:MSV000083272:20170731_PmCHS_line3:scan:1673	1	0.75	5	MSV000083272	NoID	MSV000083272/ccms_peak/20170731_PmCHS_line3.mzML	MSV000083272/20170731_PmCHS_line3.mzML	MSV000083272	Jungermannia	3202	No	No	No
mzspec:MSV000083272:20170731_PmSPS1_line3	0.0	mzspec:MSV000083272:20170731_PmSPS1_line3:scan:1937	1	0.74	5	MSV000083272	NoID	MSV000083272/ccms_peak/20170731_PmSPS1_line3.mzML	MSV000083272/20170731_PmSPS1_line3.mzML	MSV000083272	Jungermannia	3202	No	No	No
mzspec:MSV000083272:20170731_PmSPS1_line2	0.0	mzspec:MSV000083272:20170731_PmSPS1_line2:scan:1950	1	0.74	5	MSV000083272	NoID	MSV000083272/ccms_peak/20170731_PmSPS1_line2.mzML	MSV000083272/20170731_PmSPS1_line2.mzML	MSV000083272	Jungermannia	3202	No	No	No
mzspec:MSV000083272:20170731_PmSPS2_line1	0.04	mzspec:MSV000083272:20170731_PmSPS2_line1:scan:1667	1	0.74	5	MSV000083272	NoID	MSV000083272/ccms_peak/20170731_PmSPS2_line1.mzML	MSV000083272/20170731_PmSPS2_line1.mzML	MSV000083272	Jungermannia	3202	No	No	No
mzspec:MSV000083272:20170731_PmSPS1_line1	0.04	mzspec:MSV000083272:20170731_PmSPS1_line1:scan:1667	1	0.74	5	MSV000083272	NoID	MSV000083272/ccms_peak/20170731_PmSPS1_line1.mzML	MSV000083272/20170731_PmSPS1_line1.mzML	MSV000083272	Jungermannia	3202	No	No	No
mzspec:MSV000087844:20210623_12_5B_1uL	0.04	mzspec:MSV000087844:20210623_12_5B_1uL:scan:1703	1	0.73	5	MSV000087844	NoID	MSV000087844/peak/LCMS data Orbitrap - mzML centroid/20210623_12_5B_1uL.mzML	MSV000087844/20210623_12_5B_1uL.mzML	MSV000087844	Piper arboreum	130381	No	No	No
mzspec:MSV000083274:PiperNigrum_Stem	-0.0	mzspec:MSV000083274:PiperNigrum_Stem:scan:3256	1	0.73	5	MSV000083274	NoID	MSV000083274/peak/PiperNigrum_Stem.mzML	MSV000083274/PiperNigrum_Stem.mzML	MSV000083274	Piper nigrum	13216	No	No	No
mzspec:MSV000087872:Ruscus-aculeatus-stem-nBuOH	0.0	mzspec:MSV000087872:Ruscus-aculeatus-stem-nBuOH:scan:1981	1	0.73	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Ruscus-aculeatus-stem-nBuOH.mzML	MSV000087872/Ruscus-aculeatus-stem-nBuOH.mzML	MSV000087872	Ruscus aculeatus	59067	No	No	No
mzspec:MSV000083272:20170731_PmSPS2_line3	0.04	mzspec:MSV000083272:20170731_PmSPS2_line3:scan:1684	1	0.71	5	MSV000083272	NoID	MSV000083272/ccms_peak/20170731_PmSPS2_line3.mzML	MSV000083272/20170731_PmSPS2_line3.mzML	MSV000083272	Jungermannia	3202	No	No	No
mzspec:MSV000087872:Epiphyllum-oxypetalum-leaf-nBuOH	0.04	mzspec:MSV000087872:Epiphyllum-oxypetalum-leaf-nBuOH:scan:1754	1	0.71	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Epiphyllum-oxypetalum-leaf-nBuOH.mzML	MSV000087872/Epiphyllum-oxypetalum-leaf-nBuOH.mzML	MSV000087872	Epiphyllum oxypetalum	1195123	No	No	No
