Dataset	Frequency
MSV000078667	1
MSV000078670	1
MSV000078839	1
MSV000078891	13
MSV000079034	10
MSV000079069	54
MSV000079329	14
MSV000079598	30
MSV000079697	538
MSV000079706	65
MSV000079707	48
MSV000079709	28
MSV000079710	69
MSV000079712	55
MSV000079714	79
MSV000079717	79
MSV000079718	58
MSV000079719	29
MSV000079720	30
MSV000079772	2
MSV000079773	20
MSV000079813	87
MSV000079819	11
MSV000079839	1
MSV000080015	26
MSV000080016	3
MSV000080142	36
MSV000080167	13
MSV000080176	39
MSV000080177	10
MSV000080178	7
MSV000080181	46
MSV000080182	16
MSV000080188	1
MSV000080335	1
MSV000080469	14
MSV000080507	74
MSV000080533	10
MSV000080540	13
MSV000080559	17
MSV000080562	12
MSV000080574	12
MSV000080616	1
MSV000080627	46
MSV000080628	45
MSV000080630	17
MSV000080905	61
MSV000080961	16
MSV000081064	7
MSV000081065	14
MSV000081068	8
MSV000081108	3
MSV000081116	10
MSV000081151	32
MSV000081318	5
MSV000081343	11
MSV000081351	252
MSV000081463	3
MSV000081470	10
MSV000081492	1
MSV000081544	2
MSV000081555	1
MSV000081731	12
MSV000081804	12
MSV000081853	2
MSV000081949	2
MSV000081952	90
MSV000081960	1
MSV000082048	129
MSV000082049	95
MSV000082082	41
MSV000082083	79
MSV000082084	4
MSV000082085	76
MSV000082086	10
MSV000082157	52
MSV000082261	7
MSV000082312	17
MSV000082331	18
MSV000082377	2
MSV000082380	8
MSV000082382	6
MSV000082383	3
MSV000082384	1
MSV000082428	1
MSV000082433	14
MSV000082463	13
MSV000082480	1
MSV000082582	35
MSV000082602	1
MSV000082608	34
MSV000082629	34
MSV000082630	8
MSV000082633	20
MSV000082647	18
MSV000082649	2
MSV000082650	1
MSV000082661	3
MSV000082813	1
MSV000082869	45
MSV000082891	2
MSV000082952	11
MSV000082953	268
MSV000082972	1
MSV000082973	1
MSV000082999	7
MSV000083010	3
MSV000083073	7
MSV000083077	132
MSV000083083	5
MSV000083094	1
MSV000083098	8
MSV000083134	7
MSV000083264	11
MSV000083272	11
MSV000083274	7
MSV000083275	18
MSV000083300	251
MSV000083306	23
MSV000083320	481
MSV000083365	2
MSV000083372	3
MSV000083383	12
MSV000083388	2
MSV000083395	1
MSV000083396	1
MSV000083475	131
MSV000083483	3
MSV000083521	12
MSV000083522	33
MSV000083523	7
MSV000083541	38
MSV000083559	552
MSV000083631	1
MSV000083647	5
MSV000083729	1
MSV000083756	12
MSV000083766	1
MSV000083772	17
MSV000083773	1
MSV000083789	5
MSV000083791	3
MSV000083798	22
MSV000083835	102
MSV000083888	1
MSV000083889	58
MSV000084016	14
MSV000084020	13
MSV000084062	24
MSV000084100	4
MSV000084107	24
MSV000084112	7
MSV000084116	39
MSV000084119	2
MSV000084143	17
MSV000084152	6
MSV000084158	6
MSV000084165	3
MSV000084187	8
MSV000084314	57
MSV000084325	1
MSV000084355	1
MSV000084556	5
MSV000084576	3
MSV000084595	2
MSV000084674	5
MSV000084738	7
MSV000084741	57
MSV000084744	7
MSV000084753	39
MSV000084755	2
MSV000084783	1
MSV000084884	5
MSV000084900	3
MSV000084951	1
MSV000085000	2
MSV000085025	1
MSV000085031	1
MSV000085129	21
MSV000085141	1
MSV000085256	8
MSV000085261	1
MSV000085326	2
MSV000085389	15
