Dataset	Frequency
MSV000079697	619
MSV000079706	39
MSV000079707	46
MSV000079709	78
MSV000079710	87
MSV000079712	42
MSV000079714	43
MSV000079717	81
MSV000079718	56
MSV000079719	33
MSV000079720	120
MSV000080627	32
MSV000080905	23
MSV000081463	1
MSV000082331	16
MSV000082433	139
MSV000082629	1
MSV000082953	101
MSV000083300	2
MSV000083320	74
MSV000083475	3
MSV000083521	14
MSV000083559	133
MSV000083772	1
MSV000084314	17
MSV000085944	19
MSV000086209	1
MSV000086415	6
MSV000087087	22
MSV000087612	1
MSV000087728	3
MSV000087948	5
MSV000088021	18
MSV000088137	32
MSV000088640	19
MSV000088842	87
