file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G86811_10x_1ul_RE2_01_23209	-0.0	mzspec:MSV000084900:G86811_10x_1ul_RE2_01_23209:scan:1439	1	0.96	5	MSV000084900	NoID	MSV000084900	G86811_10x_1ul_RE2_01_23209.mzXML	mustard
mzspec:MSV000084900:G96606_1x_RD11_01_31090	-0.0	mzspec:MSV000084900:G96606_1x_RD11_01_31090:scan:1144	1	0.96	5	MSV000084900	NoID	MSV000084900	G96606_1x_RD11_01_31090.mzXML	Green tea
mzspec:MSV000084900:G83362_1x_BD11_01_21890	-0.0	mzspec:MSV000084900:G83362_1x_BD11_01_21890:scan:1094	1	0.96	5	MSV000084900	NoID	MSV000084900	G83362_1x_BD11_01_21890.mzXML	complex
mzspec:MSV000084900:G87308_RC2_01_26097	0.0	mzspec:MSV000084900:G87308_RC2_01_26097:scan:1169	1	0.96	5	MSV000084900	NoID	MSV000084900	G87308_RC2_01_26097.mzXML	red cabbage
mzspec:MSV000084900:G86890_1x_RB2_01_23268	0.0	mzspec:MSV000084900:G86890_1x_RB2_01_23268:scan:1185	1	0.96	5	MSV000084900	NoID	MSV000084900	G86890_1x_RB2_01_23268.mzXML	complex
mzspec:MSV000084900:G96393_RB5_01_31760	0.0	mzspec:MSV000084900:G96393_RB5_01_31760:scan:1139	1	0.96	5	MSV000084900	NoID	MSV000084900	G96393_RB5_01_31760.mzXML	milk_cow
mzspec:MSV000084900:VA9_2x_RB9_01_21619	-0.0	mzspec:MSV000084900:VA9_2x_RB9_01_21619:scan:1452	1	0.95	5	MSV000084900	NoID	MSV000084900	VA9_2x_RB9_01_21619.mzXML	complex
mzspec:MSV000084900:G75113_1x_RC9_01_23305	0.0	mzspec:MSV000084900:G75113_1x_RC9_01_23305:scan:1198	1	0.95	5	MSV000084900	NoID	MSV000084900	G75113_1x_RC9_01_23305.mzXML	chicken
mzspec:MSV000084900:G87384_RA7_01_26073	0.0	mzspec:MSV000084900:G87384_RA7_01_26073:scan:1120	1	0.95	5	MSV000084900	NoID	MSV000084900	G87384_RA7_01_26073.mzXML	truffle hooked
mzspec:MSV000084900:G87582_1x_RE9_01_26301	-0.0	mzspec:MSV000084900:G87582_1x_RE9_01_26301:scan:1190	1	0.95	5	MSV000084900	NoID	MSV000084900	G87582_1x_RE9_01_26301.mzXML	sweet potato
mzspec:MSV000084900:G86900_1x_RE11_01_23353	0.0	mzspec:MSV000084900:G86900_1x_RE11_01_23353:scan:1170	1	0.95	5	MSV000084900	NoID	MSV000084900	G86900_1x_RE11_01_23353.mzXML	honeydew melon
mzspec:MSV000084900:G83197_10ul_rerun_GC3_01_20487	-0.0	mzspec:MSV000084900:G83197_10ul_rerun_GC3_01_20487:scan:1188	1	0.94	5	MSV000084900	NoID	MSV000084900	G83197_10ul_rerun_GC3_01_20487.mzXML	cowpea
mzspec:MSV000084900:G96369_5x_RA10_01_32323	-0.0	mzspec:MSV000084900:G96369_5x_RA10_01_32323:scan:1191	1	0.94	5	MSV000084900	NoID	MSV000084900	G96369_5x_RA10_01_32323.mzXML	turkey
mzspec:MSV000084900:VA6_2x_RB6_01_21615	0.0	mzspec:MSV000084900:VA6_2x_RB6_01_21615:scan:1153	1	0.94	5	MSV000084900	NoID	MSV000084900	VA6_2x_RB6_01_21615.mzXML	complex
mzspec:MSV000084900:G86840_1x_BH9_01_23237	-0.0	mzspec:MSV000084900:G86840_1x_BH9_01_23237:scan:1182	1	0.94	5	MSV000084900	NoID	MSV000084900	G86840_1x_BH9_01_23237.mzXML	cream cheese
mzspec:MSV000084900:G96400_RA11_01_31743	0.0	mzspec:MSV000084900:G96400_RA11_01_31743:scan:1165	1	0.94	5	MSV000084900	NoID	MSV000084900	G96400_RA11_01_31743.mzXML	milk_cow
mzspec:MSV000084900:Amazon_2_2x_RA2_01_21597	-0.0	mzspec:MSV000084900:Amazon_2_2x_RA2_01_21597:scan:1142	1	0.94	5	MSV000084900	NoID	MSV000084900	Amazon_2_2x_RA2_01_21597.mzXML	complex
mzspec:MSV000084900:G86817_1x_BH4_01_23230	-0.0	mzspec:MSV000084900:G86817_1x_BH4_01_23230:scan:1158	1	0.94	5	MSV000084900	NoID	MSV000084900	G86817_1x_BH4_01_23230.mzXML	d anjou pear
mzspec:MSV000084900:G75208_1x_rerun_BF8_01_17372	-0.0	mzspec:MSV000084900:G75208_1x_rerun_BF8_01_17372:scan:1204	1	0.94	5	MSV000084900	NoID	MSV000084900	G75208_1x_rerun_BF8_01_17372.mzXML	pepperonchini
mzspec:MSV000084900:Amazon_9_2x_RA9_01_21605	-0.0	mzspec:MSV000084900:Amazon_9_2x_RA9_01_21605:scan:1140	1	0.93	5	MSV000084900	NoID	MSV000084900	Amazon_9_2x_RA9_01_21605.mzXML	tarantula
mzspec:MSV000084900:G75191_1x_BE2_01_17307	-0.0	mzspec:MSV000084900:G75191_1x_BE2_01_17307:scan:1196	1	0.93	5	MSV000084900	NoID	MSV000084900	G75191_1x_BE2_01_17307.mzXML	african blue basil
mzspec:MSV000084900:G86830_1x_BG4_01_23215	0.0	mzspec:MSV000084900:G86830_1x_BG4_01_23215:scan:1189	1	0.93	5	MSV000084900	NoID	MSV000084900	G86830_1x_BG4_01_23215.mzXML	complex
mzspec:MSV000084900:Amazon_11_2x_RA11_01_21607	-0.0	mzspec:MSV000084900:Amazon_11_2x_RA11_01_21607:scan:1136	1	0.93	5	MSV000084900	NoID	MSV000084900	Amazon_11_2x_RA11_01_21607.mzXML	yuca
mzspec:MSV000084900:G96399_RB2_01_31751	0.0	mzspec:MSV000084900:G96399_RB2_01_31751:scan:1415	1	0.93	5	MSV000084900	NoID	MSV000084900	G96399_RB2_01_31751.mzXML	milk_cow
mzspec:MSV000084900:G96239_5x_RE12_01_32682	-0.0	mzspec:MSV000084900:G96239_5x_RE12_01_32682:scan:1190	1	0.93	5	MSV000084900	NoID	MSV000084900	G96239_5x_RE12_01_32682.mzXML	beef
mzspec:MSV000084900:G86853_1x_RA10_01_23486	-0.0	mzspec:MSV000084900:G86853_1x_RA10_01_23486:scan:1201	1	0.93	5	MSV000084900	NoID	MSV000084900	G86853_1x_RA10_01_23486.mzXML	apple
mzspec:MSV000084900:G75659_p19_h9_GE7_01_21696	-0.0	mzspec:MSV000084900:G75659_p19_h9_GE7_01_21696:scan:1188	1	0.93	5	MSV000084900	NoID	MSV000084900	G75659_p19_h9_GE7_01_21696.mzXML	shrimp
mzspec:MSV000084900:G83324_1x_RA4_01_21725	-0.0	mzspec:MSV000084900:G83324_1x_RA4_01_21725:scan:1146	1	0.92	5	MSV000084900	NoID	MSV000084900	G83324_1x_RA4_01_21725.mzXML	plant
mzspec:MSV000084900:G73636_1x_RB7_01_23274	0.0	mzspec:MSV000084900:G73636_1x_RB7_01_23274:scan:1202	1	0.92	5	MSV000084900	NoID	MSV000084900	G73636_1x_RB7_01_23274.mzXML	beef
mzspec:MSV000084900:Amazon_10_2x_RA10_01_21606	0.0	mzspec:MSV000084900:Amazon_10_2x_RA10_01_21606:scan:1173	1	0.92	5	MSV000084900	NoID	MSV000084900	Amazon_10_2x_RA10_01_21606.mzXML	tupiro
mzspec:MSV000084900:VA3_2x_RB3_01_21611	-0.0	mzspec:MSV000084900:VA3_2x_RB3_01_21611:scan:1175	1	0.92	5	MSV000084900	NoID	MSV000084900	VA3_2x_RB3_01_21611.mzXML	plant
mzspec:MSV000084900:G86839_1x_BH6_01_23232	-0.0	mzspec:MSV000084900:G86839_1x_BH6_01_23232:scan:1180	1	0.92	5	MSV000084900	NoID	MSV000084900	G86839_1x_BH6_01_23232.mzXML	cream cheese
mzspec:MSV000084900:G86712_1x_RA11_01_21729	-0.0	mzspec:MSV000084900:G86712_1x_RA11_01_21729:scan:1173	1	0.92	5	MSV000084900	NoID	MSV000084900	G86712_1x_RA11_01_21729.mzXML	complex
mzspec:MSV000084900:cw1. PI. skin_1x_RC12_01_21689	0.0	mzspec:MSV000084900:cw1. PI. skin_1x_RC12_01_21689:scan:1052	1	0.92	5	MSV000084900	NoID	MSV000084900	cw1. PI. skin_1x_RC12_01_21689.mzXML	apple
mzspec:MSV000084900:Amazon_1_2x_RA1_01_21596	0.0	mzspec:MSV000084900:Amazon_1_2x_RA1_01_21596:scan:1386	1	0.92	5	MSV000084900	NoID	MSV000084900	Amazon_1_2x_RA1_01_21596.mzXML	yellow cassava
mzspec:MSV000084900:G83228_1x_RB4_01_21740	-0.0	mzspec:MSV000084900:G83228_1x_RB4_01_21740:scan:1170	1	0.92	5	MSV000084900	NoID	MSV000084900	G83228_1x_RB4_01_21740.mzXML	complex
mzspec:MSV000084900:G86722_1x_BF10_01_23206	0.0	mzspec:MSV000084900:G86722_1x_BF10_01_23206:scan:1193	1	0.91	5	MSV000084900	NoID	MSV000084900	G86722_1x_BF10_01_23206.mzXML	complex
mzspec:MSV000084900:G87427_1x_rerun_BB10_01_26145	-0.0	mzspec:MSV000084900:G87427_1x_rerun_BB10_01_26145:scan:1176	1	0.91	5	MSV000084900	NoID	MSV000084900	G87427_1x_rerun_BB10_01_26145.mzXML	plant
mzspec:MSV000084900:G86702_1x_RA6_01_21730	-0.0	mzspec:MSV000084900:G86702_1x_RA6_01_21730:scan:1187	1	0.91	5	MSV000084900	NoID	MSV000084900	G86702_1x_RA6_01_21730.mzXML	complex
mzspec:MSV000084900:G78873_1x_RB11_01_23277	0.0	mzspec:MSV000084900:G78873_1x_RB11_01_23277:scan:1204	1	0.9	5	MSV000084900	NoID	MSV000084900	G78873_1x_RB11_01_23277.mzXML	beef tenderloin
mzspec:MSV000084900:G83338_1x_RF2_01_21716	-0.0	mzspec:MSV000084900:G83338_1x_RF2_01_21716:scan:1199	1	0.9	5	MSV000084900	NoID	MSV000084900	G83338_1x_RF2_01_21716.mzXML	complex
mzspec:MSV000084900:VA2_2x_RB2_01_21610	-0.0	mzspec:MSV000084900:VA2_2x_RB2_01_21610:scan:1124	1	0.9	5	MSV000084900	NoID	MSV000084900	VA2_2x_RB2_01_21610.mzXML	white rice
