Dataset	Frequency
MSV000079389	1
MSV000079697	226
MSV000079706	4
MSV000079707	5
MSV000079709	62
MSV000079710	61
MSV000079712	1
MSV000079714	1
MSV000079717	15
MSV000079718	16
MSV000079719	12
MSV000079720	54
MSV000080030	23
MSV000080031	2
MSV000080178	1
MSV000080443	1
MSV000080507	3
MSV000080562	3
MSV000080627	28
MSV000080673	2
MSV000080905	1
MSV000081284	2
MSV000081357	9
MSV000081379	44
MSV000081463	11
MSV000081582	6
MSV000081670	1
MSV000081731	6
MSV000081981	2
MSV000082074	2
MSV000082082	1
MSV000082083	4
MSV000082085	3
MSV000082086	3
MSV000082171	1
MSV000082173	1
MSV000082262	9
MSV000082331	20
MSV000082432	6
MSV000082433	32
MSV000082635	2
MSV000082636	4
MSV000082674	2
MSV000082869	1
MSV000082952	2
MSV000082953	13
MSV000083010	2
MSV000083024	22
MSV000083040	1
MSV000083106	2
MSV000083320	517
MSV000083462	79
MSV000083522	2
MSV000083559	313
MSV000083584	10
MSV000083759	6
MSV000083888	2
MSV000083889	14
MSV000084010	16
MSV000084116	3
MSV000084218	11
MSV000084219	11
MSV000084314	34
MSV000084900	2
MSV000085071	1
MSV000085120	1
MSV000085480	25
MSV000085779	1
MSV000085844	1
MSV000085891	8
MSV000085944	309
MSV000086158	2
MSV000086381	2
MSV000086644	1
MSV000086993	1
MSV000087322	3
MSV000087588	2
MSV000087692	1
MSV000087702	8
MSV000087728	1
MSV000087747	2
MSV000088021	16
MSV000088164	5
MSV000088187	2
MSV000088646	1
MSV000088823	25
MSV000088842	228
MSV000089210	1
