Delta Mass	USI	Cosine	Matching Peaks	Status
-0.0	mzspec:MSV000081351:38895:scan:2453	0.72	9	NoID
-0.0	mzspec:MSV000081351:38709:scan:2358	0.72	9	NoID
0.0	mzspec:MSV000081351:38704:scan:2448	0.72	9	NoID
-0.0	mzspec:MSV000083541:S1_blank_90EtOH_171006014815:scan:2338	0.72	9	NoID
-0.0	mzspec:MSV000081351:38963:scan:2415	0.72	9	NoID
-0.0	mzspec:MSV000083541:S1_blank_90MeOH:scan:2362	0.72	9	NoID
-0.0	mzspec:MSV000081351:38752:scan:2515	0.72	9	NoID
-0.0	mzspec:MSV000081351:38950:scan:2436	0.72	9	NoID
-0.0	mzspec:MSV000083541:Swab_compatability_study_20190426_GNPS:scan:2851	0.72	9	NoID
-0.0	mzspec:MSV000081351:38863:scan:2405	0.72	9	NoID
-0.0	mzspec:MSV000081351:38728:scan:2389	0.72	9	NoID
-0.0	mzspec:MSV000081351:38795:scan:2311	0.72	9	NoID
-0.0	mzspec:MSV000081351:38966:scan:2524	0.72	9	NoID
-0.0	mzspec:MSV000083541:S1_blank_50EtOH:scan:2340	0.72	9	NoID
-0.0	mzspec:MSV000083541:S1_blank_100H2O_171005230703:scan:2361	0.72	9	NoID
-0.0	mzspec:MSV000081351:38952:scan:2473	0.72	9	NoID
-0.0	mzspec:MSV000081351:39038:scan:2534	0.71	10	NoID
-0.0	mzspec:MSV000081351:38829:scan:2466	0.71	9	NoID
0.0	mzspec:MSV000081351:39141:scan:2441	0.71	9	NoID
-0.0	mzspec:MSV000081351:39015:scan:2536	0.71	9	NoID
-0.0	mzspec:MSV000081351:38826:scan:2510	0.71	9	NoID
-0.0	mzspec:MSV000079773:D03_Swab_2013_016_4_C:scan:2292	0.71	9	NoID
-0.0	mzspec:MSV000081351:38943:scan:2349	0.71	9	NoID
-0.0	mzspec:MSV000081351:38842:scan:2524	0.71	9	NoID
-0.0	mzspec:MSV000083541:S1_blank_50MeOH:scan:2343	0.71	9	NoID
0.0	mzspec:MSV000081351:39131:scan:2330	0.71	9	NoID
-0.0	mzspec:MSV000081351:39030:scan:2438	0.71	9	NoID
-0.0	mzspec:MSV000081351:38748:scan:2448	0.71	9	NoID
-0.0	mzspec:MSV000081351:38718:scan:2561	0.71	9	NoID
-0.0	mzspec:MSV000083541:S1_blank_90EtOH:scan:2338	0.71	9	NoID
0.0	mzspec:MSV000081351:38803:scan:2457	0.71	9	NoID
-0.0	mzspec:MSV000083541:S1_50EtOH:scan:2367	0.71	9	NoID
-0.0	mzspec:MSV000083541:S1_blank_50EtOH_171006005431:scan:2346	0.71	9	NoID
-0.0	mzspec:MSV000081351:39109:scan:2534	0.7	9	NoID
-0.0	mzspec:MSV000081351:38874:scan:2455	0.7	9	NoID
-0.0	mzspec:MSV000081351:38788:scan:2395	0.7	9	NoID
-0.0	mzspec:MSV000081351:38865:scan:2391	0.7	9	NoID
-0.0	mzspec:MSV000083541:S1_100H2O_171006132338:scan:2368	0.7	9	NoID
-0.0	mzspec:MSV000081351:38946:scan:2478	0.7	9	NoID
-0.0	mzspec:MSV000081351:38997:scan:2380	0.7	9	NoID
-0.0	mzspec:MSV000081351:38861:scan:2426	0.7	9	NoID
-0.0	mzspec:MSV000081351:38983:scan:2430	0.7	9	NoID
-0.0	mzspec:MSV000081351:38973:scan:2382	0.7	9	NoID
-0.0	mzspec:MSV000081351:38749:scan:2536	0.7	9	NoID
-0.0	mzspec:MSV000081351:38772:scan:2483	0.7	9	NoID
