file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	Filepath	Filename	MassIVE	Taxaname_file	Taxa_NCBI	ReDU_Availability	Blank	QC
mzspec:MSV000087872:Lobelia-cardinalis-leaf-nBuOH	-0.02	mzspec:MSV000087872:Lobelia-cardinalis-leaf-nBuOH:scan:4107	1	0.77	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Lobelia-cardinalis-leaf-nBuOH.mzML	MSV000087872/Lobelia-cardinalis-leaf-nBuOH.mzML	MSV000087872	Lobelia cardinalis	76578	No	No	No
mzspec:MSV000083411:enriched_lo_3	-0.01	mzspec:MSV000083411:enriched_lo_3:scan:3860	1	0.76	5	MSV000083411	NoID	MSV000083411/ccms_peak/enriched_lo_3.mzML	MSV000083411/enriched_lo_3.mzML	MSV000083411	Angelica keiskei	357850	No	No	No
mzspec:MSV000087872:Silybum-marianum-stem-nBuOH	-0.01	mzspec:MSV000087872:Silybum-marianum-stem-nBuOH:scan:2892	1	0.76	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Silybum-marianum-stem-nBuOH.mzML	MSV000087872/Silybum-marianum-stem-nBuOH.mzML	MSV000087872	Silybum marianum	92921	No	No	No
mzspec:MSV000087872:Ratibida-pinnata-flower-nBuOH	-0.02	mzspec:MSV000087872:Ratibida-pinnata-flower-nBuOH:scan:3285	1	0.76	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Ratibida-pinnata-flower-nBuOH.mzML	MSV000087872/Ratibida-pinnata-flower-nBuOH.mzML	MSV000087872	Ratibida pinnata	52294	No	No	No
mzspec:MSV000087872:Podophyllum-peltatum-stem-nBuOH	-0.02	mzspec:MSV000087872:Podophyllum-peltatum-stem-nBuOH:scan:4133	1	0.75	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Podophyllum-peltatum-stem-nBuOH.mzML	MSV000087872/Podophyllum-peltatum-stem-nBuOH.mzML	MSV000087872	Podophyllum peltatum	35933	No	No	No
mzspec:MSV000087872:Zamioculcas-zamiifolia-stem-nBuOH	-0.01	mzspec:MSV000087872:Zamioculcas-zamiifolia-stem-nBuOH:scan:4133	1	0.75	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Zamioculcas-zamiifolia-stem-nBuOH.mzML	MSV000087872/Zamioculcas-zamiifolia-stem-nBuOH.mzML	MSV000087872	Zamioculcas zamiifolia	78374	No	No	No
mzspec:MSV000087872:Aucuba-japoniea-stem-nBuOH	-0.01	mzspec:MSV000087872:Aucuba-japoniea-stem-nBuOH:scan:3946	1	0.75	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Aucuba-japoniea-stem-nBuOH.mzML	MSV000087872/Aucuba-japoniea-stem-nBuOH.mzML	MSV000087872	Aucuba japonica	16901	No	No	No
mzspec:MSV000083411:5-4_lo_3	-0.01	mzspec:MSV000083411:5-4_lo_3:scan:3785	1	0.75	5	MSV000083411	NoID	MSV000083411/ccms_peak/5-4_lo_3.mzML	MSV000083411/5-4_lo_3.mzML	MSV000083411	Angelica keiskei	357850	No	No	No
mzspec:MSV000087872:Penstemon-hirsutus-leaf-nBuOH	-0.02	mzspec:MSV000087872:Penstemon-hirsutus-leaf-nBuOH:scan:4745	1	0.75	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Penstemon-hirsutus-leaf-nBuOH.mzML	MSV000087872/Penstemon-hirsutus-leaf-nBuOH.mzML	MSV000087872	Penstemon hirsutus	265143	No	No	No
mzspec:MSV000087872:Melilotus-officinalis-leaf-nBuOH	-0.02	mzspec:MSV000087872:Melilotus-officinalis-leaf-nBuOH:scan:4355	1	0.75	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Melilotus-officinalis-leaf-nBuOH.mzML	MSV000087872/Melilotus-officinalis-leaf-nBuOH.mzML	MSV000087872	Melilotus officinalis	47083	No	No	No
mzspec:MSV000087872:Passiflora-incarnata-stem-nBuOH	-0.02	mzspec:MSV000087872:Passiflora-incarnata-stem-nBuOH:scan:4014	1	0.75	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Passiflora-incarnata-stem-nBuOH.mzML	MSV000087872/Passiflora-incarnata-stem-nBuOH.mzML	MSV000087872	Passiflora incarnata	159425	No	No	No
mzspec:MSV000087872:Galega-officinalis-nBuOH	-0.01	mzspec:MSV000087872:Galega-officinalis-nBuOH:scan:4351	1	0.74	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Galega-officinalis-nBuOH.mzML	MSV000087872/Galega-officinalis-nBuOH.mzML	MSV000087872	Galega officinalis	47101	No	No	No
mzspec:MSV000087872:Illicium-verum-stem-nBuOH	-0.01	mzspec:MSV000087872:Illicium-verum-stem-nBuOH:scan:4219	1	0.74	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Illicium-verum-stem-nBuOH.mzML	MSV000087872/Illicium-verum-stem-nBuOH.mzML	MSV000087872	Illicium verum	124778	No	No	No
mzspec:MSV000087872:Astragalus-canadensis-nBuOH	-0.01	mzspec:MSV000087872:Astragalus-canadensis-nBuOH:scan:4374	1	0.74	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Astragalus-canadensis-nBuOH.mzML	MSV000087872/Astragalus-canadensis-nBuOH.mzML	MSV000087872	Astragalus canadensis	20408	No	No	No
mzspec:MSV000087872:Quercus-muehlenbergii-stem-nBuOH	-0.02	mzspec:MSV000087872:Quercus-muehlenbergii-stem-nBuOH:scan:4357	1	0.74	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Quercus-muehlenbergii-stem-nBuOH.mzML	MSV000087872/Quercus-muehlenbergii-stem-nBuOH.mzML	MSV000087872	Quercus muehlenbergii	1266343	No	No	No
mzspec:MSV000087872:Ratibida-pinnata-leaf-nBuOH	-0.02	mzspec:MSV000087872:Ratibida-pinnata-leaf-nBuOH:scan:3311	1	0.74	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Ratibida-pinnata-leaf-nBuOH.mzML	MSV000087872/Ratibida-pinnata-leaf-nBuOH.mzML	MSV000087872	Ratibida pinnata	52294	No	No	No
mzspec:MSV000087872:Cercis-canadensis-stem	-0.01	mzspec:MSV000087872:Cercis-canadensis-stem:scan:2987	1	0.74	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Cercis-canadensis-stem.mzML	MSV000087872/Cercis-canadensis-stem.mzML	MSV000087872	Cercis canadensis	49801	No	No	No
mzspec:MSV000087872:Robinia-hispida-nBuOH	-0.01	mzspec:MSV000087872:Robinia-hispida-nBuOH:scan:4527	1	0.74	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Robinia-hispida-nBuOH.mzML	MSV000087872/Robinia-hispida-nBuOH.mzML	MSV000087872	Robinia hispida	98745	No	No	No
mzspec:MSV000087872:Mahonia-aquifolium-leaf-nBuOH	-0.01	mzspec:MSV000087872:Mahonia-aquifolium-leaf-nBuOH:scan:4341	1	0.74	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Mahonia-aquifolium-leaf-nBuOH.mzML	MSV000087872/Mahonia-aquifolium-leaf-nBuOH.mzML	MSV000087872	Berberis aquifolium	203270	No	No	No
mzspec:MSV000087872:Petasites-hybridus-leaf-nBuOH	-0.02	mzspec:MSV000087872:Petasites-hybridus-leaf-nBuOH:scan:4272	1	0.74	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Petasites-hybridus-leaf-nBuOH.mzML	MSV000087872/Petasites-hybridus-leaf-nBuOH.mzML	MSV000087872	Petasites hybridus	278673	No	No	No
mzspec:MSV000087872:Phlox-paniculata-stem-nBuOH	-0.02	mzspec:MSV000087872:Phlox-paniculata-stem-nBuOH:scan:3843	1	0.74	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Phlox-paniculata-stem-nBuOH.mzML	MSV000087872/Phlox-paniculata-stem-nBuOH.mzML	MSV000087872	Phlox paniculata	103537	No	No	No
mzspec:MSV000087872:Betula-papyrifera-stem-nBuOH	-0.02	mzspec:MSV000087872:Betula-papyrifera-stem-nBuOH:scan:4188	1	0.74	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Betula-papyrifera-stem-nBuOH.mzML	MSV000087872/Betula-papyrifera-stem-nBuOH.mzML	MSV000087872	Betula papyrifera	3507	No	No	No
mzspec:MSV000087872:Rhus-copallina-flower-nBuOH	-0.02	mzspec:MSV000087872:Rhus-copallina-flower-nBuOH:scan:4376	1	0.74	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Rhus-copallina-flower-nBuOH.mzML	MSV000087872/Rhus-copallina-flower-nBuOH.mzML	MSV000087872	Rhus copallinum	32258	No	No	No
mzspec:MSV000087872:Podocarpus-macrophyllus-flower-nBuOH	-0.01	mzspec:MSV000087872:Podocarpus-macrophyllus-flower-nBuOH:scan:4273	1	0.73	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Podocarpus-macrophyllus-flower-nBuOH.mzML	MSV000087872/Podocarpus-macrophyllus-flower-nBuOH.mzML	MSV000087872	Podocarpus macrophyllus	58043	No	No	No
mzspec:MSV000087872:Podophyllum-peltatum-leaf-nBuOH	-0.01	mzspec:MSV000087872:Podophyllum-peltatum-leaf-nBuOH:scan:3792	1	0.73	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Podophyllum-peltatum-leaf-nBuOH.mzML	MSV000087872/Podophyllum-peltatum-leaf-nBuOH.mzML	MSV000087872	Podophyllum peltatum	35933	No	No	No
mzspec:MSV000087872:Squamellaria-kajewskii-leaf-nBuOH	-0.02	mzspec:MSV000087872:Squamellaria-kajewskii-leaf-nBuOH:scan:4403	1	0.73	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Squamellaria-kajewskii-leaf-nBuOH.mzML	MSV000087872/Squamellaria-kajewskii-leaf-nBuOH.mzML	MSV000087872	Squamellaria kajewskii	1826628	No	No	No
mzspec:MSV000087872:Carpinus-betulus-flower-nBuOH	-0.02	mzspec:MSV000087872:Carpinus-betulus-flower-nBuOH:scan:4281	1	0.73	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Carpinus-betulus-flower-nBuOH.mzML	MSV000087872/Carpinus-betulus-flower-nBuOH.mzML	MSV000087872	Carpinus betulus	12990	No	No	No
mzspec:MSV000087872:Jatropha-podagrica-stem-nBuOH	-0.01	mzspec:MSV000087872:Jatropha-podagrica-stem-nBuOH:scan:4035	1	0.73	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Jatropha-podagrica-stem-nBuOH.mzML	MSV000087872/Jatropha-podagrica-stem-nBuOH.mzML	MSV000087872	Jatropha podagrica	454933	No	No	No
mzspec:MSV000087872:Camellia-japonica-stem-nBuOH	-0.01	mzspec:MSV000087872:Camellia-japonica-stem-nBuOH:scan:4216	1	0.73	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Camellia-japonica-stem-nBuOH.mzML	MSV000087872/Camellia-japonica-stem-nBuOH.mzML	MSV000087872	Camellia japonica	4443	No	No	No
mzspec:MSV000087872:Liatris-spicata-stem-nBuOH	-0.02	mzspec:MSV000087872:Liatris-spicata-stem-nBuOH:scan:4123	1	0.73	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Liatris-spicata-stem-nBuOH.mzML	MSV000087872/Liatris-spicata-stem-nBuOH.mzML	MSV000087872	Liatris spicata	886939	No	No	No
mzspec:MSV000087872:Quercus-velutina-leaf-nBuOH	-0.02	mzspec:MSV000087872:Quercus-velutina-leaf-nBuOH:scan:4533	1	0.73	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Quercus-velutina-leaf-nBuOH.mzML	MSV000087872/Quercus-velutina-leaf-nBuOH.mzML	MSV000087872	Quercus velutina	500452	No	No	No
mzspec:MSV000087872:Geranium-maculatum-leaf-nBuOH	-0.02	mzspec:MSV000087872:Geranium-maculatum-leaf-nBuOH:scan:4373	1	0.73	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Geranium-maculatum-leaf-nBuOH.mzML	MSV000087872/Geranium-maculatum-leaf-nBuOH.mzML	MSV000087872	Geranium maculatum	1663611	No	No	No
mzspec:MSV000087872:Liatris-spicata-leaf-nBuOH	-0.02	mzspec:MSV000087872:Liatris-spicata-leaf-nBuOH:scan:4238	1	0.73	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Liatris-spicata-leaf-nBuOH.mzML	MSV000087872/Liatris-spicata-leaf-nBuOH.mzML	MSV000087872	Liatris spicata	886939	No	No	No
mzspec:MSV000087872:Anemone-x-hybrida-stem-nBuOH	-0.02	mzspec:MSV000087872:Anemone-x-hybrida-stem-nBuOH:scan:3880	1	0.73	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Anemone-x-hybrida-stem-nBuOH.mzML	MSV000087872/Anemone-x-hybrida-stem-nBuOH.mzML	MSV000087872	Anemone	22868	No	No	No
mzspec:MSV000087872:Pinus-banksiana-flower-nBuOH	-0.02	mzspec:MSV000087872:Pinus-banksiana-flower-nBuOH:scan:4264	1	0.73	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Pinus-banksiana-flower-nBuOH.mzML	MSV000087872/Pinus-banksiana-flower-nBuOH.mzML	MSV000087872	Pinus banksiana	3353	No	No	No
mzspec:MSV000087872:Myrtus-communis-stem-nBuOH	-0.01	mzspec:MSV000087872:Myrtus-communis-stem-nBuOH:scan:3863	1	0.73	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Myrtus-communis-stem-nBuOH.mzML	MSV000087872/Myrtus-communis-stem-nBuOH.mzML	MSV000087872	Myrtus communis	119949	No	No	No
