file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G78961_5x_rerun_BF8_01_20098	0.0	mzspec:MSV000084900:G78961_5x_rerun_BF8_01_20098:scan:764	1	0.93	5	MSV000084900	NoID	MSV000084900	G78961_5x_rerun_BF8_01_20098.mzXML	complex
mzspec:MSV000084900:G73470_1x_10ul_RA8_01_19788	0.0	mzspec:MSV000084900:G73470_1x_10ul_RA8_01_19788:scan:768	1	0.92	5	MSV000084900	NoID	MSV000084900	G73470_1x_10ul_RA8_01_19788.mzXML	plant
mzspec:MSV000084900:G79199_2x_5ul_RG5_01_19207	0.0	mzspec:MSV000084900:G79199_2x_5ul_RG5_01_19207:scan:762	1	0.92	5	MSV000084900	NoID	MSV000084900	G79199_2x_5ul_RG5_01_19207.mzXML	grain/grass
mzspec:MSV000084900:G86968_1x_RH9_01_26477	0.0	mzspec:MSV000084900:G86968_1x_RH9_01_26477:scan:765	1	0.91	5	MSV000084900	NoID	MSV000084900	G86968_1x_RH9_01_26477.mzXML	cream_cow
mzspec:MSV000084900:G95844_1x_BF4_01_32287	0.0	mzspec:MSV000084900:G95844_1x_BF4_01_32287:scan:762	1	0.91	5	MSV000084900	NoID	MSV000084900	G95844_1x_BF4_01_32287.mzXML	cherry tomato
mzspec:MSV000084900:G75748_1x_10ul_RD2_01_19813	0.0	mzspec:MSV000084900:G75748_1x_10ul_RD2_01_19813:scan:754	1	0.91	5	MSV000084900	NoID	MSV000084900	G75748_1x_10ul_RD2_01_19813.mzXML	cream_cow
mzspec:MSV000084900:G86856_1x_10ul_RB2_01_23506	0.0	mzspec:MSV000084900:G86856_1x_10ul_RB2_01_23506:scan:749	1	0.91	5	MSV000084900	NoID	MSV000084900	G86856_1x_10ul_RB2_01_23506.mzXML	grain/grass
mzspec:MSV000084900:G73499_1x_10ul_RA12_01_19780	0.0	mzspec:MSV000084900:G73499_1x_10ul_RA12_01_19780:scan:769	1	0.91	5	MSV000084900	NoID	MSV000084900	G73499_1x_10ul_RA12_01_19780.mzXML	cranberry
mzspec:MSV000084900:G73483_1x_10ul_RH4_01_19914	0.0	mzspec:MSV000084900:G73483_1x_10ul_RH4_01_19914:scan:769	1	0.91	5	MSV000084900	NoID	MSV000084900	G73483_1x_10ul_RH4_01_19914.mzXML	soda
mzspec:MSV000084900:G79226_p19_d9_rerun_GC5_01_21703	-0.0	mzspec:MSV000084900:G79226_p19_d9_rerun_GC5_01_21703:scan:764	1	0.9	6	MSV000084900	NoID	MSV000084900	G79226_p19_d9_rerun_GC5_01_21703.mzXML	lizard tail
mzspec:MSV000084900:G75836_5x_4ul_BH5_01_19756	0.0	mzspec:MSV000084900:G75836_5x_4ul_BH5_01_19756:scan:770	1	0.9	5	MSV000084900	NoID	MSV000084900	G75836_5x_4ul_BH5_01_19756.mzXML	Black tea
mzspec:MSV000084900:G79715_1x_rerun_BA11_01_20133	0.0	mzspec:MSV000084900:G79715_1x_rerun_BA11_01_20133:scan:760	1	0.9	5	MSV000084900	NoID	MSV000084900	G79715_1x_rerun_BA11_01_20133.mzXML	fleshy fruit
mzspec:MSV000084900:G79522_1x_rerun_BF2_01_20213	-0.0	mzspec:MSV000084900:G79522_1x_rerun_BF2_01_20213:scan:741	1	0.9	5	MSV000084900	NoID	MSV000084900	G79522_1x_rerun_BF2_01_20213.mzXML	complex
mzspec:MSV000084900:G79495_1x_10ul_RA4_01_19772	-0.0	mzspec:MSV000084900:G79495_1x_10ul_RA4_01_19772:scan:766	1	0.89	5	MSV000084900	NoID	MSV000084900	G79495_1x_10ul_RA4_01_19772.mzXML	complex
mzspec:MSV000084900:G95773_5x_BB5_01_32042	0.0	mzspec:MSV000084900:G95773_5x_BB5_01_32042:scan:759	1	0.89	5	MSV000084900	NoID	MSV000084900	G95773_5x_BB5_01_32042.mzXML	Black tea
mzspec:MSV000084900:G74116_1x_10ul_RG7_01_19900	0.0	mzspec:MSV000084900:G74116_1x_10ul_RG7_01_19900:scan:764	1	0.88	5	MSV000084900	NoID	MSV000084900	G74116_1x_10ul_RG7_01_19900.mzXML	complex
mzspec:MSV000084900:G78871_5x_RA8_01_20127	0.0	mzspec:MSV000084900:G78871_5x_RA8_01_20127:scan:755	1	0.87	5	MSV000084900	NoID	MSV000084900	G78871_5x_RA8_01_20127.mzXML	herb/spice
mzspec:MSV000084900:G87589_1x_rerun_BH4_01_26651	0.0	mzspec:MSV000084900:G87589_1x_rerun_BH4_01_26651:scan:768	1	0.86	5	MSV000084900	NoID	MSV000084900	G87589_1x_rerun_BH4_01_26651.mzXML	buffalo jerkey
mzspec:MSV000084900:G78972_2x_RB10_01_19120	0.0	mzspec:MSV000084900:G78972_2x_RB10_01_19120:scan:765	1	0.84	5	MSV000084900	NoID	MSV000084900	G78972_2x_RB10_01_19120.mzXML	saigon cinnamon
mzspec:MSV000084900:G96379_5x_RH11_01_32749	0.0	mzspec:MSV000084900:G96379_5x_RH11_01_32749:scan:770	1	0.8	5	MSV000084900	NoID	MSV000084900	G96379_5x_RH11_01_32749.mzXML	beef
