Dataset	Frequency
MSV000079034	9
MSV000079069	7
MSV000079389	18
MSV000079485	43
MSV000079523	1
MSV000079697	713
MSV000079706	84
MSV000079707	48
MSV000079709	84
MSV000079710	87
MSV000079712	47
MSV000079714	69
MSV000079717	81
MSV000079718	59
MSV000079719	33
MSV000079720	129
MSV000079819	4
MSV000080442	2
MSV000080443	2
MSV000080444	2
MSV000080627	37
MSV000080629	11
MSV000080905	25
MSV000081171	62
MSV000081357	4
MSV000081379	1
MSV000081463	4
MSV000081666	3
MSV000081670	1
MSV000081675	2
MSV000081681	1
MSV000081682	1
MSV000081694	12
MSV000081936	1
MSV000081955	8
MSV000082072	1
MSV000082073	1
MSV000082074	11
MSV000082262	4
MSV000082312	1
MSV000082331	8
MSV000082433	167
MSV000082490	189
MSV000082493	51
MSV000082582	3
MSV000082629	61
MSV000082674	3
MSV000082924	10
MSV000082953	228
MSV000083010	11
MSV000083024	2
MSV000083040	3
MSV000083073	11
MSV000083300	226
MSV000083302	1
MSV000083320	515
MSV000083462	235
MSV000083475	34
MSV000083541	34
MSV000083559	391
MSV000083759	1
MSV000084010	3
MSV000084101	1
MSV000084218	1
MSV000084219	1
MSV000084314	48
MSV000084322	56
MSV000084463	53
MSV000084734	8
MSV000084900	11
MSV000085129	1
MSV000085226	1
MSV000085480	2
MSV000085944	299
MSV000086208	24
MSV000086209	4
MSV000086221	24
MSV000086415	104
MSV000087087	43
MSV000087612	36
MSV000087728	11
MSV000087948	6
MSV000088021	15
MSV000088137	89
MSV000088606	3
MSV000088640	27
MSV000088842	225
MSV000089249	8
