Delta Mass	USI	Cosine	Matching Peaks	Status
0.01	mzspec:MSV000081351:38894:scan:3637	0.85	7	NoID
0.01	mzspec:MSV000081351:38749:scan:3629	0.85	7	NoID
0.01	mzspec:MSV000081351:39051:scan:3488	0.85	7	NoID
-0.03	mzspec:MSV000088842:1D:scan:2341	0.85	7	NoID
0.01	mzspec:MSV000081351:38699:scan:3619	0.85	7	NoID
0.01	mzspec:MSV000083541:S1_50EtOH_171006152431:scan:3566	0.84	8	NoID
0.01	mzspec:MSV000083541:S1_50EtOH:scan:3586	0.84	8	NoID
0.01	mzspec:MSV000083541:Swab_compatability_study_20190426_GNPS:scan:3076	0.84	8	NoID
0.01	mzspec:MSV000081351:38711:scan:3539	0.84	7	NoID
0.01	mzspec:MSV000081351:38727:scan:3436	0.84	7	NoID
-0.03	mzspec:MSV000083077:PHT_20_123_Cort_1200:scan:2899	0.84	7	NoID
0.01	mzspec:MSV000081351:39108:scan:3489	0.84	7	NoID
0.01	mzspec:MSV000081351:38698:scan:3652	0.84	7	NoID
0.01	mzspec:MSV000081351:38961:scan:3471	0.84	7	NoID
0.01	mzspec:MSV000081351:38752:scan:3667	0.84	7	NoID
-0.03	mzspec:MSV000088842:30B:scan:2412	0.84	6	NoID
0.01	mzspec:MSV000081351:39049:scan:3450	0.83	8	NoID
0.01	mzspec:MSV000081351:39105:scan:3628	0.83	7	NoID
0.01	mzspec:MSV000081351:38774:scan:3611	0.83	7	NoID
0.01	mzspec:MSV000081351:39141:scan:3561	0.83	7	NoID
0.01	mzspec:MSV000081351:39133:scan:3584	0.83	7	NoID
0.01	mzspec:MSV000081351:38755:scan:3570	0.83	7	NoID
0.01	mzspec:MSV000081351:38959:scan:3617	0.83	7	NoID
-0.03	mzspec:MSV000088842:30D:scan:2412	0.83	6	NoID
0.01	mzspec:MSV000081351:38952:scan:3656	0.82	8	NoID
0.01	mzspec:MSV000081351:39022:scan:3554	0.82	8	NoID
0.01	mzspec:MSV000081351:38746:scan:3624	0.82	8	NoID
0.01	mzspec:MSV000081351:38703:scan:3585	0.82	8	NoID
0.01	mzspec:MSV000081351:38781:scan:3597	0.82	7	NoID
0.01	mzspec:MSV000081351:39146:scan:3571	0.82	7	NoID
0.01	mzspec:MSV000081351:38741:scan:3653	0.82	7	NoID
0.01	mzspec:MSV000081351:Solvent_Blank_02:scan:3373	0.82	7	NoID
0.01	mzspec:MSV000081351:39128:scan:3485	0.82	7	NoID
-0.03	mzspec:MSV000088842:30C:scan:2394	0.82	6	NoID
-0.03	mzspec:MSV000088842:1C:scan:2334	0.82	6	NoID
0.01	mzspec:MSV000081351:38701:scan:3625	0.82	6	NoID
0.01	mzspec:MSV000081351:38972:scan:3529	0.81	7	NoID
0.01	mzspec:MSV000081351:38962:scan:3575	0.81	7	NoID
0.01	mzspec:MSV000081351:38735:scan:3598	0.81	7	NoID
-0.02	mzspec:MSV000083320:99848:scan:2943	0.81	5	NoID
-0.03	mzspec:MSV000083320:99773:scan:2892	0.81	5	NoID
0.01	mzspec:MSV000081351:39130:scan:3711	0.8	8	NoID
0.01	mzspec:MSV000081351:38933:scan:3634	0.8	8	NoID
0.01	mzspec:MSV000081351:38797:scan:3649	0.8	8	NoID
0.01	mzspec:MSV000081351:38827:scan:3508	0.8	8	NoID
0.01	mzspec:MSV000081351:38977:scan:3643	0.8	7	NoID
0.01	mzspec:MSV000081351:38705:scan:3599	0.8	7	NoID
0.01	mzspec:MSV000081351:38904:scan:3525	0.8	7	NoID
0.01	mzspec:MSV000081351:38702:scan:3656	0.8	7	NoID
0.01	mzspec:MSV000081351:38811:scan:3496	0.8	7	NoID
-0.03	mzspec:MSV000082582:Blank_2_(2_27_17):scan:2777	0.8	6	NoID
-0.03	mzspec:MSV000083320:99849:scan:2920	0.8	5	NoID
-0.03	mzspec:MSV000083320:99661:scan:2988	0.8	5	NoID
-0.03	mzspec:MSV000083320:99774:scan:2883	0.8	5	NoID
-0.03	mzspec:MSV000083320:99882:scan:2958	0.8	5	NoID
0.01	mzspec:MSV000081351:38800:scan:3583	0.79	8	NoID
0.01	mzspec:MSV000081351:39014:scan:3614	0.79	8	NoID
0.01	mzspec:MSV000081351:38849:scan:3784	0.79	7	NoID
0.01	mzspec:MSV000081351:38875:scan:3583	0.79	7	NoID
0.01	mzspec:MSV000081351:38954:scan:3582	0.79	7	NoID
0.01	mzspec:MSV000081351:38909:scan:3556	0.79	7	NoID
0.01	mzspec:MSV000081351:38885:scan:3508	0.79	7	NoID
-0.03	mzspec:MSV000088842:1A:scan:2346	0.79	6	NoID
-0.03	mzspec:MSV000083320:99584:scan:3055	0.79	5	NoID
-0.03	mzspec:MSV000083320:99806:scan:2940	0.79	5	NoID
-0.02	mzspec:MSV000083320:99856:scan:2937	0.79	5	NoID
-0.04	mzspec:MSV000083320:99594:scan:3028	0.79	5	NoID
-0.03	mzspec:MSV000083077:PHT_20_130_Cort_1900:scan:2919	0.79	5	NoID
-0.03	mzspec:MSV000083320:99808:scan:2975	0.79	5	NoID
0.01	mzspec:MSV000081351:38991:scan:3554	0.78	8	NoID
0.01	mzspec:MSV000081463:H_3_3soil_2_Y_C2:scan:3478	0.78	7	NoID
0.01	mzspec:MSV000081351:38950:scan:3563	0.78	7	NoID
0.01	mzspec:MSV000081351:38793:scan:3501	0.78	7	NoID
0.01	mzspec:MSV000081351:39147:scan:3582	0.78	7	NoID
0.01	mzspec:MSV000081351:38745:scan:3611	0.78	7	NoID
0.01	mzspec:MSV000081351:39139:scan:3549	0.78	6	NoID
0.01	mzspec:MSV000079710:group1_P1_G3:scan:2711	0.78	5	NoID
-0.03	mzspec:MSV000083320:99807:scan:2960	0.78	5	NoID
0.01	mzspec:MSV000079697:group1_P1_G3:scan:2711	0.78	5	NoID
0.01	mzspec:MSV000081351:38804:scan:3537	0.77	8	NoID
0.01	mzspec:MSV000081463:J4_1_Surface_2_Y_A11:scan:3586	0.77	7	NoID
0.01	mzspec:MSV000083475:5A2_2_3_angenent-65-s007-a04:scan:2671	0.77	7	NoID
0.01	mzspec:MSV000081351:38790:scan:3453	0.77	7	NoID
-0.03	mzspec:MSV000084314:MSV000087087:scan:147707	0.77	5	NoID
-0.02	mzspec:MSV000083320:99869:scan:2928	0.77	5	NoID
0.01	mzspec:MSV000083320:99329:scan:3586	0.77	5	NoID
-0.03	mzspec:MSV000083320:99616:scan:3100	0.77	5	NoID
0.01	mzspec:MSV000083320:99745:scan:3449	0.77	5	NoID
0.01	mzspec:MSV000081351:38759_38845:scan:3691	0.76	8	NoID
0.01	mzspec:MSV000081351:38815:scan:3502	0.76	7	NoID
0.01	mzspec:MSV000081351:38713:scan:3638	0.76	7	NoID
-0.03	mzspec:MSV000088842:36E:scan:2355	0.76	6	NoID
-0.03	mzspec:MSV000087087:4050196481:scan:1798	0.76	6	NoID
-0.03	mzspec:MSV000083320:99854:scan:2937	0.76	5	NoID
-0.03	mzspec:MSV000083320:99631:scan:2990	0.76	5	NoID
0.01	mzspec:MSV000079697:group1_P2_H8:scan:2676	0.76	5	NoID
-0.03	mzspec:MSV000083320:99776:scan:2916	0.76	5	NoID
0.01	mzspec:MSV000079710:group1_P2_H8:scan:2676	0.76	5	NoID
0.01	mzspec:MSV000081351:38733:scan:3619	0.75	8	NoID
0.01	mzspec:MSV000081351:39131:scan:3434	0.75	8	NoID
0.01	mzspec:MSV000081351:38693:scan:3772	0.75	8	NoID
0.01	mzspec:MSV000081351:38818:scan:3463	0.75	8	NoID
0.01	mzspec:MSV000081351:38761:scan:3478	0.75	8	NoID
0.01	mzspec:MSV000081351:38837:scan:3679	0.75	7	NoID
0.01	mzspec:MSV000081351:38782:scan:3502	0.75	7	NoID
0.01	mzspec:MSV000081351:39140:scan:3641	0.75	7	NoID
0.01	mzspec:MSV000081351:38877:scan:3764	0.75	6	NoID
-0.03	mzspec:MSV000088087:5827083:scan:2236	0.75	6	NoID
-0.03	mzspec:MSV000084143:FullIIN_tunicates071919:scan:10172	0.75	5	NoID
-0.03	mzspec:MSV000084143:DG-5-91-A2B1:scan:2835	0.75	5	NoID
-0.03	mzspec:MSV000087087:4053750646:scan:1788	0.75	5	NoID
-0.03	mzspec:MSV000087087:4050197384:scan:1768	0.75	5	NoID
-0.03	mzspec:MSV000087087:4053750424:scan:1777	0.75	5	NoID
0.01	mzspec:MSV000081351:38717:scan:3662	0.74	7	NoID
-0.03	mzspec:MSV000083320:99843:scan:2931	0.74	5	NoID
-0.03	mzspec:MSV000083320:99628:scan:2987	0.74	5	NoID
0.0	mzspec:MSV000079697:group1_P1_G4:scan:2348	0.74	5	NoID
-0.03	mzspec:MSV000087087:4053752680:scan:1797	0.74	5	NoID
-0.03	mzspec:MSV000087087:4053749284:scan:1787	0.74	5	NoID
0.0	mzspec:MSV000079710:group1_P1_G4:scan:2348	0.74	5	NoID
-0.03	mzspec:MSV000087087:4050195617:scan:1796	0.74	5	NoID
-0.03	mzspec:MSV000087087:4053749296:scan:1799	0.74	5	NoID
0.01	mzspec:MSV000083320:99830:scan:3458	0.74	5	NoID
-0.03	mzspec:MSV000087087:4053752668:scan:1823	0.73	5	NoID
0.01	mzspec:MSV000083320:99292:scan:3556	0.73	5	NoID
0.0	mzspec:MSV000079697:group3_P1_B11:scan:2804	0.73	5	NoID
0.01	mzspec:MSV000079819:Coffee:scan:5540	0.73	5	NoID
0.0	mzspec:MSV000079707:group3_P1_B11:scan:2804	0.73	5	NoID
0.01	mzspec:MSV000081351:38847:scan:3588	0.72	8	NoID
0.01	mzspec:MSV000081351:38715:scan:3741	0.72	8	NoID
0.01	mzspec:MSV000081351:39143:scan:3490	0.72	8	NoID
0.01	mzspec:MSV000081351:39122:scan:3607	0.72	7	NoID
-0.03	mzspec:MSV000087087:4053752671:scan:1790	0.72	6	NoID
-0.03	mzspec:MSV000087087:4053750581:scan:1788	0.72	5	NoID
-0.03	mzspec:MSV000087087:4053746507:scan:1797	0.72	5	NoID
-0.03	mzspec:MSV000087087:4053746531:scan:1783	0.72	5	NoID
-0.03	mzspec:MSV000087087:4053750610:scan:1787	0.72	5	NoID
0.01	mzspec:MSV000079707:group3_P1_C1:scan:2879	0.72	5	NoID
-0.03	mzspec:MSV000087087:4053752584:scan:1823	0.72	5	NoID
-0.03	mzspec:MSV000086270:ADNI_Go2_P09_B06:scan:1776	0.72	5	NoID
-0.03	mzspec:MSV000087087:4053746484:scan:1787	0.72	5	NoID
-0.03	mzspec:MSV000087087:4050197224:scan:1792	0.72	5	NoID
-0.03	mzspec:MSV000087087:4050201085:scan:1794	0.72	5	NoID
-0.03	mzspec:MSV000087087:4050202097:scan:1788	0.72	5	NoID
0.01	mzspec:MSV000079697:group3_P1_C1:scan:2879	0.72	5	NoID
-0.03	mzspec:MSV000087087:4053746519:scan:1784	0.72	5	NoID
0.01	mzspec:MSV000081351:39048:scan:3575	0.71	7	NoID
-0.03	mzspec:MSV000088645:4050203132:scan:1776	0.71	6	NoID
0.01	mzspec:MSV000081351:38777:scan:3584	0.71	6	NoID
0.01	mzspec:MSV000079707:group3_P1_B12:scan:2825	0.71	5	NoID
-0.03	mzspec:MSV000088645:4056884826:scan:1780	0.71	5	NoID
-0.03	mzspec:MSV000087087:4053746495:scan:1776	0.71	5	NoID
-0.03	mzspec:MSV000087087:4053750640:scan:1795	0.71	5	NoID
0.01	mzspec:MSV000079697:group3_P1_B12:scan:2825	0.71	5	NoID
-0.03	mzspec:MSV000087087:4053752659:scan:1799	0.71	5	NoID
-0.03	mzspec:MSV000088645:4057042817:scan:1799	0.71	5	NoID
-0.03	mzspec:MSV000087087:4050196327:scan:1785	0.71	5	NoID
-0.03	mzspec:MSV000087087:4053750598:scan:1778	0.71	5	NoID
-0.03	mzspec:MSV000087087:4053751588:scan:1803	0.71	5	NoID
-0.03	mzspec:MSV000087087:4053750641:scan:1793	0.71	5	NoID
-0.03	mzspec:MSV000087087:4050203468:scan:1799	0.71	5	NoID
-0.03	mzspec:MSV000087087:4053752656:scan:1788	0.71	5	NoID
-0.03	mzspec:MSV000087087:4050201846:scan:1781	0.71	5	NoID
0.01	mzspec:MSV000081351:38825:scan:3672	0.7	8	NoID
0.01	mzspec:MSV000081351:38887:scan:3603	0.7	8	NoID
-0.03	mzspec:MSV000087087:4053752536:scan:1801	0.7	5	NoID
-0.03	mzspec:MSV000087087:4050195752:scan:1805	0.7	5	NoID
-0.03	mzspec:MSV000087087:4053751600:scan:1821	0.7	5	NoID
-0.02	mzspec:MSV000083320:99777:scan:2894	0.7	5	NoID
-0.03	mzspec:MSV000087087:4050195629:scan:1802	0.7	5	NoID
-0.03	mzspec:MSV000087087:4053750448:scan:1785	0.7	5	NoID
-0.03	mzspec:MSV000087087:4051880931:scan:1798	0.7	5	NoID
-0.03	mzspec:MSV000088645:4057074282:scan:1786	0.7	5	NoID
-0.03	mzspec:MSV000087087:4050193521:scan:1797	0.7	5	NoID
-0.03	mzspec:MSV000087087:4050196268:scan:1796	0.7	5	NoID
-0.03	mzspec:MSV000088645:4057045933:scan:1770	0.7	5	NoID
-0.03	mzspec:MSV000087087:4050196424:scan:1830	0.7	5	NoID
-0.03	mzspec:MSV000087087:4053752635:scan:1796	0.7	5	NoID
-0.03	mzspec:MSV000083077:PHT_20_130_Cort_Waking:scan:2888	0.7	5	NoID
-0.03	mzspec:MSV000087087:4053751137:scan:1767	0.7	5	NoID
