Dataset	Frequency
MSV000079389	4
MSV000079447	2
MSV000079485	41
MSV000079697	452
MSV000079706	43
MSV000079707	24
MSV000079709	64
MSV000079710	71
MSV000079712	25
MSV000079714	39
MSV000079717	61
MSV000079718	33
MSV000079719	19
MSV000079720	82
MSV000080188	1
MSV000080442	1
MSV000080443	1
MSV000080444	4
MSV000080627	6
MSV000080628	1
MSV000080629	6
MSV000080905	26
MSV000081463	6
MSV000081694	4
MSV000081752	1
MSV000082074	1
MSV000082331	21
MSV000082432	21
MSV000082433	28
MSV000082490	19
MSV000082629	18
MSV000082674	6
MSV000082891	5
MSV000082924	4
MSV000082953	130
MSV000082960	2
MSV000082963	2
MSV000083010	1
MSV000083300	47
MSV000083320	144
MSV000083475	40
MSV000083521	1
MSV000083541	16
MSV000084314	51
MSV000084322	1
MSV000084900	1
MSV000085416	1
MSV000085944	173
MSV000086208	9
MSV000086209	35
MSV000086221	9
MSV000086415	1
MSV000086644	2
MSV000087087	1
MSV000087739	540
MSV000087746	30
MSV000088137	3
MSV000088476	3
MSV000088511	3
MSV000088842	134
