Dataset	Frequency
MSV000079389	22
MSV000079523	1
MSV000079697	770
MSV000079706	100
MSV000079707	53
MSV000079709	85
MSV000079710	92
MSV000079712	55
MSV000079714	75
MSV000079717	87
MSV000079718	60
MSV000079719	33
MSV000079720	135
MSV000080442	2
MSV000080443	3
MSV000080444	1
MSV000080627	24
MSV000081379	3
MSV000081463	1
MSV000081694	9
MSV000082432	1
MSV000082433	1
MSV000082490	305
MSV000082493	5
MSV000082674	24
MSV000082924	9
MSV000082953	8
MSV000083320	1
MSV000083475	6
MSV000083541	2
MSV000083559	29
MSV000084314	2
MSV000084322	1
MSV000085944	7
MSV000086415	131
MSV000087087	19
MSV000087612	20
MSV000087739	2
MSV000087948	3
MSV000088137	157
MSV000088640	18
MSV000088842	6
