file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G79219_2x_RB12_01_19122	0.0	mzspec:MSV000084900:G79219_2x_RB12_01_19122:scan:185	1	0.96	5	MSV000084900	NoID	MSV000084900	G79219_2x_RB12_01_19122.mzXML	plant
mzspec:MSV000084900:G86721_1x_RF5_01_21831	0.0	mzspec:MSV000084900:G86721_1x_RF5_01_21831:scan:52	1	0.95	5	MSV000084900	NoID	MSV000084900	G86721_1x_RF5_01_21831.mzXML	plant
mzspec:MSV000084900:G73500_1x_10ul_RB12_01_19796	-0.0	mzspec:MSV000084900:G73500_1x_10ul_RB12_01_19796:scan:63	1	0.94	5	MSV000084900	NoID	MSV000084900	G73500_1x_10ul_RB12_01_19796.mzXML	soda
mzspec:MSV000084900:G83183_1x_BH10_01_20275	0.0	mzspec:MSV000084900:G83183_1x_BH10_01_20275:scan:104	1	0.93	5	MSV000084900	NoID	MSV000084900	G83183_1x_BH10_01_20275.mzXML	plant
mzspec:MSV000084900:G74094_1x_10ul_RC11_01_19688	0.0	mzspec:MSV000084900:G74094_1x_10ul_RC11_01_19688:scan:78	1	0.93	5	MSV000084900	NoID	MSV000084900	G74094_1x_10ul_RC11_01_19688.mzXML	kombucha
mzspec:MSV000084900:73714_1x_BA9_01_17392	0.0	mzspec:MSV000084900:73714_1x_BA9_01_17392:scan:71	1	0.93	5	MSV000084900	NoID	MSV000084900	73714_1x_BA9_01_17392.mzXML	green grape
mzspec:MSV000084900:G73483_1x_10ul_RH4_01_19914	0.0	mzspec:MSV000084900:G73483_1x_10ul_RH4_01_19914:scan:89	1	0.92	5	MSV000084900	NoID	MSV000084900	G73483_1x_10ul_RH4_01_19914.mzXML	soda
mzspec:MSV000084900:G75201_1x_rerun_BH1_01_17367	0.0	mzspec:MSV000084900:G75201_1x_rerun_BH1_01_17367:scan:69	1	0.91	5	MSV000084900	NoID	MSV000084900	G75201_1x_rerun_BH1_01_17367.mzXML	grape
mzspec:MSV000084900:G72719_5x_10ul_RA5_01_20210	-0.0	mzspec:MSV000084900:G72719_5x_10ul_RA5_01_20210:scan:108	1	0.91	5	MSV000084900	NoID	MSV000084900	G72719_5x_10ul_RA5_01_20210.mzXML	honey
mzspec:MSV000084900:G74043_1x_RH3_01_18595	0.0	mzspec:MSV000084900:G74043_1x_RH3_01_18595:scan:77	1	0.9	5	MSV000084900	NoID	MSV000084900	G74043_1x_RH3_01_18595.mzXML	apple_cider
mzspec:MSV000084900:G73498_1x_10_RA11_01_18623	0.0	mzspec:MSV000084900:G73498_1x_10_RA11_01_18623:scan:114	1	0.86	5	MSV000084900	NoID	MSV000084900	G73498_1x_10_RA11_01_18623.mzXML	grain/grass
mzspec:MSV000084900:G75120_5x_rerun_14ul_RC6_01_19592	0.0	mzspec:MSV000084900:G75120_5x_rerun_14ul_RC6_01_19592:scan:104	1	0.82	5	MSV000084900	NoID	MSV000084900	G75120_5x_rerun_14ul_RC6_01_19592.mzXML	complex
mzspec:MSV000084900:G96172_repeat_RB12_01_31551	0.0	mzspec:MSV000084900:G96172_repeat_RB12_01_31551:scan:96	1	0.79	5	MSV000084900	NoID	MSV000084900	G96172_repeat_RB12_01_31551.mzXML	yogurt_cow
