Dataset	Frequency
MSV000079697	454
MSV000079706	74
MSV000079707	42
MSV000079709	37
MSV000079710	38
MSV000079712	23
MSV000079714	65
MSV000079717	58
MSV000079718	49
MSV000079719	10
MSV000079720	61
MSV000080015	3
MSV000080116	1
MSV000080335	1
MSV000080628	2
MSV000080673	3
MSV000080905	9
MSV000080933	1
MSV000081351	4
MSV000081508	1
MSV000081999	1
MSV000082000	1
MSV000082045	2
MSV000082322	1
MSV000082331	2
MSV000082433	2
MSV000082463	2
MSV000082490	4
MSV000082493	3
MSV000082629	1
MSV000083300	74
MSV000083320	16
MSV000083475	1
MSV000083559	263
MSV000083632	1
MSV000083889	3
MSV000084314	7
MSV000084738	1
MSV000084744	2
MSV000085025	4
MSV000085071	1
MSV000085555	1
MSV000085777	1
MSV000085779	1
MSV000085786	2
MSV000085882	5
MSV000086209	12
MSV000086415	2
MSV000086926	19
MSV000087006	36
MSV000087087	81
MSV000087650	4
MSV000087692	7
MSV000087951	1
MSV000088008	5
MSV000088021	3
MSV000088040	55
MSV000088087	1
MSV000088137	32
MSV000088164	17
MSV000088226	6
MSV000088640	86
MSV000088646	17
MSV000088821	8
MSV000088823	15
MSV000088842	20
MSV000089313	15
