Dataset	Frequency
MSV000079274	1
MSV000079389	4
MSV000079697	286
MSV000079706	31
MSV000079707	12
MSV000079709	62
MSV000079710	22
MSV000079712	3
MSV000079714	23
MSV000079717	27
MSV000079718	16
MSV000079719	4
MSV000079720	91
MSV000080627	1
MSV000080905	2
MSV000081659	7
MSV000081670	1
MSV000081675	1
MSV000081694	4
MSV000081748	1
MSV000081752	1
MSV000081753	1
MSV000082069	1
MSV000082074	10
MSV000082331	9
MSV000082388	16
MSV000082433	154
MSV000082582	1
MSV000082924	3
MSV000082953	91
MSV000083010	10
MSV000083014	16
MSV000083073	2
MSV000083320	15
MSV000083475	10
MSV000083541	3
MSV000083559	1
MSV000083759	2
MSV000084101	6
MSV000084314	27
MSV000084734	6
MSV000084900	27
MSV000085071	1
MSV000085119	23
MSV000085226	1
MSV000085944	42
MSV000087872	1
MSV000088335	1
MSV000088842	92
