file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:18NAVY27_v1_sup_4_BF3_01_39731	0.0	mzspec:MSV000084900:18NAVY27_v1_sup_4_BF3_01_39731:scan:1629	1	0.85	5	MSV000084900	NoID	MSV000084900	18NAVY27_v1_sup_4_BF3_01_39731.mzXML	complex
mzspec:MSV000084900:G87516_1x_RH8_01_26476	-0.0	mzspec:MSV000084900:G87516_1x_RH8_01_26476:scan:1622	1	0.84	5	MSV000084900	NoID	MSV000084900	G87516_1x_RH8_01_26476.mzXML	grain/grass
mzspec:MSV000084900:G79755_5x_RH2_01_21510	0.0	mzspec:MSV000084900:G79755_5x_RH2_01_21510:scan:1612	1	0.84	5	MSV000084900	NoID	MSV000084900	G79755_5x_RH2_01_21510.mzXML	complex
mzspec:MSV000084900:G75743_1x_RE3_01_18554	0.0	mzspec:MSV000084900:G75743_1x_RE3_01_18554:scan:1616	1	0.82	6	MSV000084900	NoID	MSV000084900	G75743_1x_RE3_01_18554.mzXML	kombucha
mzspec:MSV000084900:G79303_rerun_BG4_01_18770	0.0	mzspec:MSV000084900:G79303_rerun_BG4_01_18770:scan:1610	1	0.82	6	MSV000084900	NoID	MSV000084900	G79303_rerun_BG4_01_18770.mzXML	chicken
mzspec:MSV000084900:G78995_1x_RE2_01_18849	0.0	mzspec:MSV000084900:G78995_1x_RE2_01_18849:scan:1616	1	0.82	6	MSV000084900	NoID	MSV000084900	G78995_1x_RE2_01_18849.mzXML	brussel sprout
mzspec:MSV000084900:G73697_5ul_rerun_BG8_01_18774	0.0	mzspec:MSV000084900:G73697_5ul_rerun_BG8_01_18774:scan:1610	1	0.82	5	MSV000084900	NoID	MSV000084900	G73697_5ul_rerun_BG8_01_18774.mzXML	turkey
mzspec:MSV000084900:G96239_5x_RE12_01_32682	-0.0	mzspec:MSV000084900:G96239_5x_RE12_01_32682:scan:1606	1	0.82	5	MSV000084900	NoID	MSV000084900	G96239_5x_RE12_01_32682.mzXML	beef
mzspec:MSV000084900:74061_1x_BF7_01_20764	-0.0	mzspec:MSV000084900:74061_1x_BF7_01_20764:scan:1576	1	0.82	5	MSV000084900	NoID	MSV000084900	74061_1x_BF7_01_20764.mzXML	rice
mzspec:MSV000084900:G75127_1x_RE8_01_18861	-0.0	mzspec:MSV000084900:G75127_1x_RE8_01_18861:scan:1613	1	0.82	5	MSV000084900	NoID	MSV000084900	G75127_1x_RE8_01_18861.mzXML	tomato
