Delta Mass	USI	Cosine	Matching Peaks	Status
0.01	mzspec:MSV000083300:BP000096913_p:scan:2241	0.82	8	NoID
0.01	mzspec:MSV000083300:BP000098463_p:scan:2249	0.82	8	NoID
-0.0	mzspec:MSV000085944:skin_02_90_OF:scan:2219	0.82	7	NoID
0.01	mzspec:MSV000083300:BP000098439_p:scan:2259	0.81	8	NoID
0.01	mzspec:MSV000083300:BP000098493_p:scan:2261	0.81	8	NoID
0.01	mzspec:MSV000083541:S3_blank_50MeOH_171006091824:scan:2661	0.81	7	NoID
0.0	mzspec:MSV000083559:11713.21.O.21D:scan:1873	0.81	7	NoID
-0.0	mzspec:MSV000083320:99723:scan:2799	0.8	9	NoID
-0.0	mzspec:MSV000085944:skin_10_360_OF:scan:2048	0.8	7	NoID
-0.0	mzspec:MSV000088842:31C:scan:2222	0.79	8	NoID
-0.0	mzspec:MSV000085944:skin_10_120_OF:scan:2080	0.79	8	NoID
0.01	mzspec:MSV000083541:S2_blank_50EtOH_171006052634:scan:2670	0.79	7	NoID
0.01	mzspec:MSV000083541:S2_blank_50MeOH:scan:2606	0.79	7	NoID
0.01	mzspec:MSV000083541:S3_90EtOH_171007014910:scan:2661	0.79	7	NoID
-0.04	mzspec:MSV000088455:Q0671-MS2:scan:4294967295	0.79	6	NoID
-0.0	mzspec:MSV000083320:99611:scan:2805	0.78	8	NoID
0.01	mzspec:MSV000083300:BP000097040_p:scan:2260	0.78	8	NoID
-0.0	mzspec:MSV000083320:99607:scan:2789	0.78	8	NoID
-0.0	mzspec:MSV000085944:skin_10_90_UB:scan:2044	0.78	7	NoID
-0.0	mzspec:MSV000083320:99329:scan:2851	0.77	8	NoID
-0.0	mzspec:MSV000083320:99609:scan:2787	0.77	8	NoID
-0.0	mzspec:MSV000082331:E11_Hand_swab_pre_Bell_pepper:scan:5068	0.77	7	NoID
0.01	mzspec:MSV000083541:S2_50EtOH:scan:2654	0.77	7	NoID
0.01	mzspec:MSV000083541:S2_50MeOH_171006190248:scan:2631	0.77	6	NoID
0.01	mzspec:MSV000083300:BP000096951_p:scan:2257	0.76	8	NoID
0.01	mzspec:MSV000083300:BP000097047_p:scan:2253	0.76	8	NoID
0.01	mzspec:MSV000083300:BP000098480_p:scan:2258	0.76	7	NoID
-0.0	mzspec:MSV000082331:D10_Hand_swab_Tomato:scan:4895	0.76	7	NoID
-0.0	mzspec:MSV000082331:F7_Hand_swab_pre_Cucumber:scan:4605	0.76	7	NoID
0.0	mzspec:MSV000082331:D9_Hand_swab_pre_Tomato:scan:4520	0.76	7	NoID
0.01	mzspec:MSV000083541:S3_blank_90EtOH_171006110553:scan:2655	0.76	7	NoID
-0.0	mzspec:MSV000082331:F8_Hand_swab_pre_Cucumber:scan:5681	0.76	7	NoID
-0.0	mzspec:MSV000085852:CCE2019_164:scan:3492	0.76	7	NoID
0.01	mzspec:MSV000083541:S3_90EtOH_171007013545:scan:2667	0.76	6	NoID
-0.0	mzspec:MSV000085944:skin_10_720_UB:scan:2079	0.76	6	NoID
-0.0	mzspec:MSV000083320:99307:scan:2847	0.75	7	NoID
-0.0	mzspec:MSV000083320:99343:scan:2733	0.75	7	NoID
-0.0	mzspec:MSV000083320:99337:scan:2893	0.75	7	NoID
0.0	mzspec:MSV000083320:99444:scan:2834	0.75	7	NoID
-0.0	mzspec:MSV000083320:99894:scan:2797	0.75	7	NoID
-0.0	mzspec:MSV000083320:99345:scan:2775	0.75	7	NoID
-0.0	mzspec:MSV000083320:99402:scan:2874	0.75	7	NoID
-0.0	mzspec:MSV000085852:CCE2019_140:scan:3506	0.75	7	NoID
0.0	mzspec:MSV000083320:99692:scan:2830	0.75	7	NoID
-0.0	mzspec:MSV000083320:99341:scan:2839	0.75	7	NoID
-0.0	mzspec:MSV000085852:CCE2019_306:scan:3570	0.75	7	NoID
-0.0	mzspec:MSV000085852:CCE2019_303:scan:3553	0.75	7	NoID
0.01	mzspec:MSV000083300:BP000098400_p:scan:2270	0.74	8	NoID
-0.0	mzspec:MSV000085852:CCE2019_254:scan:3511	0.74	7	NoID
-0.0	mzspec:MSV000083320:99618:scan:2697	0.74	7	NoID
0.01	mzspec:MSV000084314:MSV000083320:scan:160088	0.74	7	NoID
-0.0	mzspec:MSV000083320:99625:scan:2862	0.74	7	NoID
-0.0	mzspec:MSV000083320:99893:scan:2804	0.74	7	NoID
-0.0	mzspec:MSV000085852:CCE2019_219:scan:3535	0.74	7	NoID
-0.0	mzspec:MSV000083889:2019_2_19_Holl_DOM_2:scan:3400	0.74	7	NoID
-0.0	mzspec:MSV000085852:CCE2019_304:scan:3529	0.74	7	NoID
-0.0	mzspec:MSV000083320:99722:scan:2898	0.74	7	NoID
0.0	mzspec:MSV000083320:99316:scan:2919	0.74	7	NoID
-0.0	mzspec:MSV000085852:CCE2019_315:scan:3533	0.74	6	NoID
0.01	mzspec:MSV000083300:BP000098371_p:scan:2277	0.73	8	NoID
-0.0	mzspec:MSV000085852:CCE2019_181:scan:3497	0.73	7	NoID
-0.0	mzspec:MSV000085852:CCE2019_245:scan:3523	0.73	7	NoID
-0.0	mzspec:MSV000085852:CCE2019_213:scan:3516	0.73	7	NoID
-0.0	mzspec:MSV000085000:KM_EN-light:scan:4291	0.73	7	NoID
0.0	mzspec:MSV000083320:99382:scan:2831	0.73	7	NoID
-0.0	mzspec:MSV000083320:99399:scan:2906	0.73	7	NoID
-0.0	mzspec:MSV000085852:CCE2019_324:scan:3522	0.73	7	NoID
-0.0	mzspec:MSV000085852:Pooled_QC_22:scan:3503	0.73	7	NoID
-0.0	mzspec:MSV000083320:99604:scan:2852	0.73	7	NoID
0.0	mzspec:MSV000083320:99442:scan:2835	0.73	7	NoID
-0.0	mzspec:MSV000083320:99300:scan:2856	0.73	7	NoID
-0.0	mzspec:MSV000083889:2019_3_03_Holl_DOM_1:scan:3499	0.73	6	NoID
-0.0	mzspec:MSV000084314:MSV000083889:scan:42367	0.73	6	NoID
-0.0	mzspec:MSV000084314:MSV000088673:scan:17237	0.73	6	NoID
-0.0	mzspec:MSV000083521:Taitao2018_E9_18m:scan:3637	0.72	7	NoID
-0.0	mzspec:MSV000085852:CCE2019_212:scan:3545	0.72	7	NoID
-0.0	mzspec:MSV000083521:Taitao2018_E30_2m:scan:3592	0.72	7	NoID
-0.0	mzspec:MSV000085852:CCE2019_329:scan:3545	0.72	7	NoID
-0.0	mzspec:MSV000085852:CCE2019_172:scan:3551	0.72	7	NoID
-0.0	mzspec:MSV000083320:99676:scan:2845	0.72	7	NoID
-0.0	mzspec:MSV000086270:ADNI_Go2_P09_H11:scan:2105	0.72	7	NoID
-0.0	mzspec:MSV000084314:MSV000079707:scan:4470	0.72	7	NoID
-0.0	mzspec:MSV000083889:IB-Spray-DOM_MZmine237-17-7-Kai_IIN_GNPS_merged:scan:63538	0.72	6	NoID
-0.0	mzspec:MSV000083889:IB_MZmine_1_GNPS_merged08:scan:63538	0.72	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_331:scan:3486	0.72	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_247:scan:3503	0.72	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_298:scan:3519	0.72	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_297:scan:3509	0.72	6	NoID
-0.0	mzspec:MSV000083889:IB-Spray-DOM_MZmine237-17-7-Kai_IIN_GNPS_merged2:scan:63538	0.72	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_169:scan:3508	0.72	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_307:scan:3521	0.72	6	NoID
0.0	mzspec:MSV000083320:99436:scan:2824	0.72	6	NoID
-0.0	mzspec:MSV000083320:99608:scan:2831	0.72	6	NoID
-0.0	mzspec:MSV000083320:99600:scan:2811	0.72	6	NoID
-0.0	mzspec:MSV000083320:99293:scan:2908	0.72	6	NoID
-0.0	mzspec:MSV000083889:2019_2_07_Holl_DOM_2:scan:3665	0.72	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_401:scan:3510	0.72	6	NoID
-0.0	mzspec:MSV000083320:99344:scan:2876	0.72	6	NoID
-0.0	mzspec:MSV000083320:99711:scan:2882	0.72	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_198:scan:3497	0.72	6	NoID
-0.0	mzspec:MSV000083889:IB_MZmine_1_GNPS_not-merged:scan:63538	0.72	6	NoID
-0.0	mzspec:MSV000083889:IB-Spray-DOM_MZmine237-17-7-Kai_IIN_GNPS_not-merged:scan:63538	0.72	6	NoID
-0.0	mzspec:MSV000083320:99602:scan:2822	0.72	6	NoID
-0.0	mzspec:MSV000083889:IB-Spray-DOM_MZmine237-17-7-Kai_IIN_SIRIUS_merged:scan:63538	0.72	6	NoID
0.01	mzspec:MSV000083541:S2_blank_50EtOH_171006054001:scan:2656	0.72	6	NoID
-0.0	mzspec:MSV000085944:skin_10_600_OF:scan:2067	0.72	5	NoID
-0.0	mzspec:MSV000085000:KM_CB19:scan:4360	0.71	7	NoID
-0.0	mzspec:MSV000086236:CCE2020_SC_17:scan:3491	0.71	7	NoID
-0.0	mzspec:MSV000083320:99665:scan:2845	0.71	7	NoID
-0.0	mzspec:MSV000083320:99338:scan:2735	0.71	6	NoID
-0.0	mzspec:MSV000083320:99326:scan:2866	0.71	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_117:scan:3518	0.71	6	NoID
-0.0	mzspec:MSV000085852:Pooled_QC_10:scan:3486	0.71	6	NoID
-0.0	mzspec:MSV000083320:99592:scan:2784	0.71	6	NoID
-0.0	mzspec:MSV000083320:99301:scan:2889	0.71	6	NoID
-0.0	mzspec:MSV000083320:99396:scan:2848	0.71	6	NoID
0.0	mzspec:MSV000083320:99392:scan:2903	0.71	6	NoID
-0.0	mzspec:MSV000083320:99606:scan:2809	0.71	6	NoID
-0.0	mzspec:MSV000083320:99593:scan:2829	0.71	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_58:scan:3538	0.71	6	NoID
-0.0	mzspec:MSV000083320:99599:scan:2841	0.71	6	NoID
-0.0	mzspec:MSV000083320:99605:scan:2800	0.71	6	NoID
0.0	mzspec:MSV000083320:99306:scan:2860	0.71	6	NoID
-0.0	mzspec:MSV000083320:99340:scan:2859	0.71	6	NoID
-0.0	mzspec:MSV000083320:99601:scan:2836	0.71	6	NoID
-0.0	mzspec:MSV000083320:99578:scan:2810	0.71	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_57:scan:3542	0.71	6	NoID
0.0	mzspec:MSV000083320:99565:scan:2817	0.71	6	NoID
-0.0	mzspec:MSV000083320:99666:scan:2835	0.71	6	NoID
-0.0	mzspec:MSV000083320:99374:scan:2845	0.71	6	NoID
-0.0	mzspec:MSV000083320:99397:scan:2878	0.71	6	NoID
-0.0	mzspec:MSV000089210:GNPS-SUSPECTLIST:scan:16522	0.71	6	NoID
-0.0	mzspec:MSV000085000:KM_CB3:scan:4279	0.71	6	NoID
-0.0	mzspec:MSV000083320:99610:scan:2814	0.71	6	NoID
0.0	mzspec:MSV000083320:99689:scan:2451	0.71	6	NoID
-0.0	mzspec:MSV000083320:99308:scan:2889	0.71	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_326:scan:3557	0.71	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_217:scan:3503	0.71	6	NoID
-0.0	mzspec:MSV000083889:2019_2_22_Holl_DOM_1:scan:3534	0.71	6	NoID
-0.0	mzspec:MSV000083889:2019_3_02_Holl_DOM_2:scan:3454	0.71	6	NoID
-0.0	mzspec:MSV000083889:2019_2_16_Holl_DOM_2:scan:3542	0.71	6	NoID
-0.03	mzspec:MSV000082649:M096_plasma:scan:2415	0.71	6	NoID
0.01	mzspec:MSV000083541:S3_90MeOH:scan:2663	0.71	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_184:scan:3505	0.71	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_182:scan:3505	0.71	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_170:scan:3493	0.71	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_66:scan:3494	0.71	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_357:scan:3519	0.71	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_301:scan:3507	0.71	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_152:scan:3486	0.71	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_349:scan:3552	0.71	6	NoID
-0.0	mzspec:MSV000083889:2019_2_22_Holl_DOM_2:scan:3614	0.71	6	NoID
-0.0	mzspec:MSV000083889:2019_2_06_Holl_DOM_1:scan:3512	0.71	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_293:scan:3480	0.71	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_148:scan:3493	0.71	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_222:scan:3494	0.71	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_299:scan:3518	0.71	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_88:scan:3495	0.71	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_335:scan:3524	0.71	6	NoID
-0.0	mzspec:MSV000085852:Pooled_QC_13:scan:3494	0.71	6	NoID
-0.0	mzspec:MSV000084314:MSV000085852:scan:170423	0.71	6	NoID
0.0	mzspec:MSV000083320:99324:scan:2874	0.71	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_86:scan:3499	0.71	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_183:scan:3474	0.71	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_150:scan:3500	0.71	6	NoID
-0.0	mzspec:MSV000085852:Pooled_QC_30:scan:3500	0.71	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_334:scan:3527	0.71	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_218:scan:3527	0.71	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_251:scan:3500	0.71	6	NoID
0.02	mzspec:MSV000085944:skin_01_60_FH:scan:1035	0.71	5	NoID
0.02	mzspec:MSV000088646:232766_Y1:scan:967	0.71	5	NoID
0.0	mzspec:MSV000079697:group3_P1_C3:scan:2464	0.7	7	NoID
0.0	mzspec:MSV000079697:group3_P1_B7:scan:2464	0.7	7	NoID
-0.0	mzspec:MSV000079697:group1_P2_B3:scan:2491	0.7	7	NoID
0.0	mzspec:MSV000079707:group3_P1_B7:scan:2464	0.7	7	NoID
0.0	mzspec:MSV000079707:group3_P1_C3:scan:2464	0.7	7	NoID
0.0	mzspec:MSV000079709:group1_P1_F5:scan:2455	0.7	7	NoID
-0.0	mzspec:MSV000079710:group1_P2_B3:scan:2491	0.7	7	NoID
0.0	mzspec:MSV000079697:group1_P2_B5:scan:2509	0.7	7	NoID
-0.0	mzspec:MSV000079707:group3_P1_B5:scan:2480	0.7	7	NoID
0.0	mzspec:MSV000079710:group1_P2_B5:scan:2509	0.7	7	NoID
0.0	mzspec:MSV000079697:group1_P1_F5:scan:2455	0.7	7	NoID
-0.0	mzspec:MSV000079697:group3_P1_B5:scan:2480	0.7	7	NoID
-0.0	mzspec:MSV000083320:99690:scan:2488	0.7	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_328:scan:3548	0.7	6	NoID
0.0	mzspec:MSV000083320:99311:scan:2859	0.7	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_266:scan:3530	0.7	6	NoID
-0.0	mzspec:MSV000083889:2019_3_02_IB_DOM_1:scan:3559	0.7	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_227:scan:3498	0.7	6	NoID
-0.0	mzspec:MSV000083320:99509:scan:2830	0.7	6	NoID
-0.0	mzspec:MSV000085852:Pooled_QC_7:scan:3509	0.7	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_226:scan:3513	0.7	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_1:scan:3527	0.7	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_60:scan:3517	0.7	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_100:scan:3510	0.7	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_267:scan:3508	0.7	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_216:scan:3495	0.7	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_223:scan:3495	0.7	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_161:scan:3500	0.7	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_83:scan:3496	0.7	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_215:scan:3514	0.7	6	NoID
-0.0	mzspec:MSV000085852:Pooled_QC_3:scan:3515	0.7	6	NoID
-0.0	mzspec:MSV000083320:99327:scan:2867	0.7	6	NoID
-0.0	mzspec:MSV000083320:99873:scan:2788	0.7	6	NoID
0.01	mzspec:MSV000083541:S2_90MeOH_171006214357:scan:2663	0.7	6	NoID
-0.0	mzspec:MSV000085000:KM_EN-dark:scan:4128	0.7	6	NoID
0.01	mzspec:MSV000083541:Swab_compatability_study_20190426_GNPS:scan:6267	0.7	6	NoID
-0.0	mzspec:MSV000085025:Xeno_10ng_2:scan:3456	0.7	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_124:scan:3494	0.7	6	NoID
-0.0	mzspec:MSV000085852:CCE2019_55:scan:3512	0.7	6	NoID
-0.0	mzspec:MSV000083320:99662:scan:2823	0.7	6	NoID
0.0	mzspec:MSV000083320:99890:scan:2808	0.7	6	NoID
