Dataset	Frequency
MSV000079329	17
MSV000079697	188
MSV000079706	14
MSV000079707	1
MSV000079709	23
MSV000079710	27
MSV000079712	2
MSV000079714	11
MSV000079717	15
MSV000079718	17
MSV000079719	4
MSV000079720	78
MSV000079773	14
MSV000080627	6
MSV000080630	6
MSV000080905	47
MSV000081116	8
MSV000081351	89
MSV000081463	11
MSV000081544	2
MSV000081555	1
MSV000081949	4
MSV000082082	4
MSV000082331	22
MSV000082377	1
MSV000082380	1
MSV000082433	4
MSV000082629	7
MSV000082647	20
MSV000082869	13
MSV000082953	10
MSV000083098	3
MSV000083300	178
MSV000083320	307
MSV000083475	91
MSV000083541	62
MSV000083559	391
MSV000084020	35
MSV000084143	2
MSV000084314	7
MSV000084873	2
MSV000085000	4
MSV000085480	1
MSV000085778	1
MSV000086415	475
MSV000086666	3
MSV000087087	86
MSV000087449	2
MSV000087612	64
MSV000088137	260
MSV000088640	17
