Dataset	Frequency
MSV000079485	2
MSV000079697	693
MSV000079706	69
MSV000079707	51
MSV000079709	82
MSV000079710	79
MSV000079712	51
MSV000079714	76
MSV000079717	77
MSV000079718	59
MSV000079719	26
MSV000079720	130
MSV000080627	33
MSV000080629	1
MSV000080905	8
MSV000081463	11
MSV000082331	15
MSV000082433	207
MSV000082629	22
MSV000082953	239
MSV000083073	3
MSV000083300	55
MSV000083320	134
MSV000083475	36
MSV000083541	25
MSV000083559	133
MSV000084314	13
MSV000085944	156
MSV000088842	40
