Dataset	Frequency
MSV000079697	159
MSV000079706	25
MSV000079707	7
MSV000079709	1
MSV000079710	9
MSV000079712	11
MSV000079714	35
MSV000079717	48
MSV000079718	1
MSV000079720	19
MSV000079813	1
MSV000080015	7
MSV000080176	5
MSV000080177	1
MSV000080183	1
MSV000080559	4
MSV000080628	2
MSV000080905	7
MSV000081065	4
MSV000081108	1
MSV000081151	7
MSV000081160	1
MSV000081343	6
MSV000081351	160
MSV000081354	1
MSV000081463	1
MSV000081731	2
MSV000081952	129
MSV000082082	4
MSV000082083	1
MSV000082157	1
MSV000082261	1
MSV000082312	1
MSV000082331	1
MSV000082433	1
MSV000082582	2
MSV000082629	4
MSV000082647	1
MSV000082869	12
MSV000082953	136
MSV000083010	1
MSV000083077	181
MSV000083083	1
MSV000083098	1
MSV000083272	10
MSV000083300	43
MSV000083320	178
MSV000083475	1
MSV000083559	2
MSV000083647	1
MSV000083798	1
MSV000083835	5
MSV000084020	1
MSV000084112	1
MSV000084143	7
MSV000084314	12
MSV000084738	1
MSV000084753	3
MSV000084783	10
MSV000084900	1
MSV000085129	1
MSV000085480	2
MSV000085778	1
MSV000085864	4
MSV000085891	2
MSV000086063	1
MSV000086064	1
MSV000086131	63
MSV000086270	4
MSV000086415	17
MSV000086666	6
MSV000086830	1
MSV000086879	1
MSV000087087	12
MSV000087135	5
MSV000087359	1
MSV000087364	3
MSV000087368	3
MSV000087449	2
MSV000087612	74
MSV000087685	7
MSV000088021	14
MSV000088040	154
MSV000088087	1
MSV000088137	7
MSV000088164	1
MSV000088476	2
MSV000088511	2
MSV000088546	1
MSV000088640	2
MSV000088645	6
MSV000088646	11
MSV000088842	14
MSV000088843	1
MSV000089313	6
MSV000089459	3
MSV000089540	2
