file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G79610_5x_RG4_01_18189	0.0	mzspec:MSV000084900:G79610_5x_RG4_01_18189:scan:1373	1	1.0	6	MSV000084900	NoID	MSV000084900	G79610_5x_RG4_01_18189.mzXML	smelt, skin
mzspec:MSV000084900:G75242_BA12_01_18920	-0.0	mzspec:MSV000084900:G75242_BA12_01_18920:scan:1403	1	0.99	7	MSV000084900	NoID	MSV000084900	G75242_BA12_01_18920.mzXML	scallop
mzspec:MSV000084900:G000073460_170522180710	0.0	mzspec:MSV000084900:G000073460_170522180710:scan:2489	1	0.99	6	MSV000084900	NoID	MSV000084900	G000073460_170522180710.mzXML	plant
mzspec:MSV000084900:G78960_p19_g7_GA7_01_21676	-0.04	mzspec:MSV000084900:G78960_p19_g7_GA7_01_21676:scan:1651	1	0.99	6	MSV000084900	NoID	MSV000084900	G78960_p19_g7_GA7_01_21676.mzXML	meat
mzspec:MSV000084900:G79617_1x_BF5_01_18143	-0.04	mzspec:MSV000084900:G79617_1x_BF5_01_18143:scan:1618	1	0.98	6	MSV000084900	NoID	MSV000084900	G79617_1x_BF5_01_18143.mzXML	butterfish, fin
mzspec:MSV000084900:G000073461_170522182039	0.0	mzspec:MSV000084900:G000073461_170522182039:scan:2571	1	0.98	5	MSV000084900	NoID	MSV000084900	G000073461_170522182039.mzXML	complex
mzspec:MSV000084900:G75797_5x_BB9_01_19268	-0.03	mzspec:MSV000084900:G75797_5x_BB9_01_19268:scan:1659	1	0.97	6	MSV000084900	NoID	MSV000084900	G75797_5x_BB9_01_19268.mzXML	worm, night crawler
mzspec:MSV000084900:G83309_5x_RF9_01_21491	-0.04	mzspec:MSV000084900:G83309_5x_RF9_01_21491:scan:1637	1	0.97	6	MSV000084900	NoID	MSV000084900	G83309_5x_RF9_01_21491.mzXML	octopus
mzspec:MSV000084900:G75075_2x_rerun_RF2_01_19191	-0.04	mzspec:MSV000084900:G75075_2x_rerun_RF2_01_19191:scan:1636	1	0.96	6	MSV000084900	NoID	MSV000084900	G75075_2x_rerun_RF2_01_19191.mzXML	pork lard
mzspec:MSV000084900:G75669_5x_rerun_BG10_01_19353	-0.0	mzspec:MSV000084900:G75669_5x_rerun_BG10_01_19353:scan:1362	1	0.96	5	MSV000084900	NoID	MSV000084900	G75669_5x_rerun_BG10_01_19353.mzXML	scallop
mzspec:MSV000084900:G75244_rerun_BF10_01_19087	-0.04	mzspec:MSV000084900:G75244_rerun_BF10_01_19087:scan:1654	1	0.96	5	MSV000084900	NoID	MSV000084900	G75244_rerun_BF10_01_19087.mzXML	meat
mzspec:MSV000084900:G79562_BH2_01_18756	-0.0	mzspec:MSV000084900:G79562_BH2_01_18756:scan:1569	1	0.95	6	MSV000084900	NoID	MSV000084900	G79562_BH2_01_18756.mzXML	snail
mzspec:MSV000084900:G75838_1x_10ul_RD5_01_20305	-0.0	mzspec:MSV000084900:G75838_1x_10ul_RD5_01_20305:scan:1472	1	0.95	5	MSV000084900	NoID	MSV000084900	G75838_1x_10ul_RD5_01_20305.mzXML	sunchoke
mzspec:MSV000084900:G96181_repeat_RE11_01_31525	0.0	mzspec:MSV000084900:G96181_repeat_RE11_01_31525:scan:1521	1	0.95	5	MSV000084900	NoID	MSV000084900	G96181_repeat_RE11_01_31525.mzXML	yogurt_cow
mzspec:MSV000084900:18NAVY28_v1_brk_6_GD12_01_39568	-0.0	mzspec:MSV000084900:18NAVY28_v1_brk_6_GD12_01_39568:scan:1556	1	0.94	7	MSV000084900	NoID	MSV000084900	18NAVY28_v1_brk_6_GD12_01_39568.mzXML	plant
mzspec:MSV000084900:G75792_5x_rerun_BA2_01_19376	-0.04	mzspec:MSV000084900:G75792_5x_rerun_BA2_01_19376:scan:1653	1	0.94	6	MSV000084900	NoID	MSV000084900	G75792_5x_rerun_BA2_01_19376.mzXML	trout, center meat
mzspec:MSV000084900:G87388_RF2_01_26175	-0.04	mzspec:MSV000084900:G87388_RF2_01_26175:scan:1630	1	0.94	6	MSV000084900	NoID	MSV000084900	G87388_RF2_01_26175.mzXML	marchigiana beef
mzspec:MSV000084900:G79321_5x_BE11_01_19323	-0.04	mzspec:MSV000084900:G79321_5x_BE11_01_19323:scan:1596	1	0.94	6	MSV000084900	NoID	MSV000084900	G79321_5x_BE11_01_19323.mzXML	worm, red worm
mzspec:MSV000084900:G86906_1x_RA12_01_26236	0.0	mzspec:MSV000084900:G86906_1x_RA12_01_26236:scan:1501	1	0.94	6	MSV000084900	NoID	MSV000084900	G86906_1x_RA12_01_26236.mzXML	fruit
mzspec:MSV000084900:G75826_5x_BA3_01_19609	0.0	mzspec:MSV000084900:G75826_5x_BA3_01_19609:scan:1547	1	0.94	6	MSV000084900	NoID	MSV000084900	G75826_5x_BA3_01_19609.mzXML	plant
mzspec:MSV000084900:G73652_5x_BB7_01_18276	-0.0	mzspec:MSV000084900:G73652_5x_BB7_01_18276:scan:1555	1	0.94	5	MSV000084900	NoID	MSV000084900	G73652_5x_BB7_01_18276.mzXML	cheddar cheese
mzspec:MSV000084900:G96475_RC2_01_31786	-0.0	mzspec:MSV000084900:G96475_RC2_01_31786:scan:1539	1	0.94	5	MSV000084900	NoID	MSV000084900	G96475_RC2_01_31786.mzXML	coffee
mzspec:MSV000084900:G79619_5x_RH5_01_18241	-0.0	mzspec:MSV000084900:G79619_5x_RH5_01_18241:scan:1389	1	0.94	5	MSV000084900	NoID	MSV000084900	G79619_5x_RH5_01_18241.mzXML	squid, flesh
mzspec:MSV000084900:G96021_20x_BF6_01_31972	-0.0	mzspec:MSV000084900:G96021_20x_BF6_01_31972:scan:1515	1	0.94	5	MSV000084900	NoID	MSV000084900	G96021_20x_BF6_01_31972.mzXML	coffee
mzspec:MSV000084900:G96437_RE11_01_31835	-0.0	mzspec:MSV000084900:G96437_RE11_01_31835:scan:1548	1	0.94	5	MSV000084900	NoID	MSV000084900	G96437_RE11_01_31835.mzXML	coffee
mzspec:MSV000084900:G96095_RA11_01_31464	0.0	mzspec:MSV000084900:G96095_RA11_01_31464:scan:1547	1	0.94	5	MSV000084900	NoID	MSV000084900	G96095_RA11_01_31464.mzXML	yogurt_cow
mzspec:MSV000084900:G96420_RB12_01_31782	-0.0	mzspec:MSV000084900:G96420_RB12_01_31782:scan:1550	1	0.94	5	MSV000084900	NoID	MSV000084900	G96420_RB12_01_31782.mzXML	coffee
mzspec:MSV000084900:G87411_1x_BF7_01_26130	-0.0	mzspec:MSV000084900:G87411_1x_BF7_01_26130:scan:1533	1	0.94	5	MSV000084900	NoID	MSV000084900	G87411_1x_BF7_01_26130.mzXML	cheese
mzspec:MSV000084900:G83341_1x_RC2_01_21752	-0.0	mzspec:MSV000084900:G83341_1x_RC2_01_21752:scan:1509	1	0.94	5	MSV000084900	NoID	MSV000084900	G83341_1x_RC2_01_21752.mzXML	complex
mzspec:MSV000084900:G96440_1x_RH4_01_31885	0.0	mzspec:MSV000084900:G96440_1x_RH4_01_31885:scan:1535	1	0.94	5	MSV000084900	NoID	MSV000084900	G96440_1x_RH4_01_31885.mzXML	coffee
mzspec:MSV000084900:G96476_RG3_01_31866	0.0	mzspec:MSV000084900:G96476_RG3_01_31866:scan:1548	1	0.94	5	MSV000084900	NoID	MSV000084900	G96476_RG3_01_31866.mzXML	coffee
mzspec:MSV000084900:G90222_1x_BE7_01_26596	0.0	mzspec:MSV000084900:G90222_1x_BE7_01_26596:scan:1529	1	0.94	5	MSV000084900	NoID	MSV000084900	G90222_1x_BE7_01_26596.mzXML	kiwi
mzspec:MSV000084900:G87476_1x_BD2_01_26579	0.0	mzspec:MSV000084900:G87476_1x_BD2_01_26579:scan:1527	1	0.93	7	MSV000084900	NoID	MSV000084900	G87476_1x_BD2_01_26579.mzXML	egg_chicken
mzspec:MSV000084900:G95796_1x_BH5_01_32303	-0.0	mzspec:MSV000084900:G95796_1x_BH5_01_32303:scan:1545	1	0.93	7	MSV000084900	NoID	MSV000084900	G95796_1x_BH5_01_32303.mzXML	cherry tomato
mzspec:MSV000084900:18NAVY28_v1_snk_3_GD11_01_39532	-0.0	mzspec:MSV000084900:18NAVY28_v1_snk_3_GD11_01_39532:scan:1556	1	0.93	6	MSV000084900	NoID	MSV000084900	18NAVY28_v1_snk_3_GD11_01_39532.mzXML	carrot
mzspec:MSV000084900:G83387_5x_RB9_01_21413	-0.0	mzspec:MSV000084900:G83387_5x_RB9_01_21413:scan:1548	1	0.93	6	MSV000084900	NoID	MSV000084900	G83387_5x_RB9_01_21413.mzXML	cassis
mzspec:MSV000084900:G83363_1x_BE11_01_21895	0.0	mzspec:MSV000084900:G83363_1x_BE11_01_21895:scan:1476	1	0.93	6	MSV000084900	NoID	MSV000084900	G83363_1x_BE11_01_21895.mzXML	complex
mzspec:MSV000084900:G96636_RF3_01_31842	0.0	mzspec:MSV000084900:G96636_RF3_01_31842:scan:1533	1	0.93	6	MSV000084900	NoID	MSV000084900	G96636_RF3_01_31842.mzXML	coffee
mzspec:MSV000084900:G96286_20x_BE3_01_31956	-0.0	mzspec:MSV000084900:G96286_20x_BE3_01_31956:scan:1531	1	0.93	6	MSV000084900	NoID	MSV000084900	G96286_20x_BE3_01_31956.mzXML	coffee
mzspec:MSV000084900:G96454_RG8_01_31873	-0.0	mzspec:MSV000084900:G96454_RG8_01_31873:scan:1536	1	0.93	6	MSV000084900	NoID	MSV000084900	G96454_RG8_01_31873.mzXML	coffee
mzspec:MSV000084900:18NAVY28_v1_sup_3_GG12_01_39614	-0.0	mzspec:MSV000084900:18NAVY28_v1_sup_3_GG12_01_39614:scan:1556	1	0.93	6	MSV000084900	NoID	MSV000084900	18NAVY28_v1_sup_3_GG12_01_39614.mzXML	broccoli
mzspec:MSV000084900:18NAVY27_v1_lun_2_rerun_BC4_01_39707	-0.0	mzspec:MSV000084900:18NAVY27_v1_lun_2_rerun_BC4_01_39707:scan:1555	1	0.93	6	MSV000084900	NoID	MSV000084900	18NAVY27_v1_lun_2_rerun_BC4_01_39707.mzXML	red grape
mzspec:MSV000084900:15NAVY01_v1_sup_2_GE4_01_39586	-0.0	mzspec:MSV000084900:15NAVY01_v1_sup_2_GE4_01_39586:scan:1550	1	0.93	6	MSV000084900	NoID	MSV000084900	15NAVY01_v1_sup_2_GE4_01_39586.mzXML	butter
mzspec:MSV000084900:G96004_20x_BG4_01_31983	0.0	mzspec:MSV000084900:G96004_20x_BG4_01_31983:scan:1528	1	0.93	6	MSV000084900	NoID	MSV000084900	G96004_20x_BG4_01_31983.mzXML	coffee
mzspec:MSV000084900:G96425_RF12_01_31861	0.0	mzspec:MSV000084900:G96425_RF12_01_31861:scan:1541	1	0.93	6	MSV000084900	NoID	MSV000084900	G96425_RF12_01_31861.mzXML	coffee
mzspec:MSV000084900:16NAVY10_v2_lun_2_GE10_01_39654	-0.0	mzspec:MSV000084900:16NAVY10_v2_lun_2_GE10_01_39654:scan:1562	1	0.93	6	MSV000084900	NoID	MSV000084900	16NAVY10_v2_lun_2_GE10_01_39654.mzXML	lettuce
mzspec:MSV000084900:G72774_1x_RA3_01_20248	0.0	mzspec:MSV000084900:G72774_1x_RA3_01_20248:scan:1449	1	0.93	6	MSV000084900	NoID	MSV000084900	G72774_1x_RA3_01_20248.mzXML	green pepper
mzspec:MSV000084900:G95986_RC2_01_31484	-0.0	mzspec:MSV000084900:G95986_RC2_01_31484:scan:1534	1	0.93	6	MSV000084900	NoID	MSV000084900	G95986_RC2_01_31484.mzXML	yogurt_cow
mzspec:MSV000084900:G87573_1x_BE8_01_26597	-0.0	mzspec:MSV000084900:G87573_1x_BE8_01_26597:scan:1487	1	0.93	6	MSV000084900	NoID	MSV000084900	G87573_1x_BE8_01_26597.mzXML	complex
mzspec:MSV000084900:G87488_1x_BH6_01_26653	0.0	mzspec:MSV000084900:G87488_1x_BH6_01_26653:scan:1550	1	0.93	6	MSV000084900	NoID	MSV000084900	G87488_1x_BH6_01_26653.mzXML	goat cheese
mzspec:MSV000084900:G87590_1x_rerun_3ul_BD5_01_26609	-0.0	mzspec:MSV000084900:G87590_1x_rerun_3ul_BD5_01_26609:scan:1518	1	0.93	6	MSV000084900	NoID	MSV000084900	G87590_1x_rerun_3ul_BD5_01_26609.mzXML	buffalo jerkey
mzspec:MSV000084900:16NAVY10_v2_sup_2_GA10_01_39607	-0.0	mzspec:MSV000084900:16NAVY10_v2_sup_2_GA10_01_39607:scan:1562	1	0.93	6	MSV000084900	NoID	MSV000084900	16NAVY10_v2_sup_2_GA10_01_39607.mzXML	rice
mzspec:MSV000084900:G87582_1x_RE9_01_26301	0.0	mzspec:MSV000084900:G87582_1x_RE9_01_26301:scan:1525	1	0.93	6	MSV000084900	NoID	MSV000084900	G87582_1x_RE9_01_26301.mzXML	sweet potato
mzspec:MSV000084900:16NAVY05_v1_lun_1_rerun_GD3_01_39624	-0.0	mzspec:MSV000084900:16NAVY05_v1_lun_1_rerun_GD3_01_39624:scan:1556	1	0.93	6	MSV000084900	NoID	MSV000084900	16NAVY05_v1_lun_1_rerun_GD3_01_39624.mzXML	lettuce
