Dataset	Frequency
MSV000078891	1
MSV000079034	2
MSV000079598	6
MSV000079697	794
MSV000079706	94
MSV000079707	48
MSV000079709	87
MSV000079710	100
MSV000079712	91
MSV000079714	107
MSV000079717	74
MSV000079718	54
MSV000079719	36
MSV000079720	128
MSV000079772	5
MSV000079773	20
MSV000079808	3
MSV000079813	113
MSV000079888	23
MSV000080015	27
MSV000080016	23
MSV000080142	23
MSV000080167	1
MSV000080176	47
MSV000080177	13
MSV000080178	20
MSV000080181	3
MSV000080182	3
MSV000080183	223
MSV000080188	23
MSV000080299	6
MSV000080335	2
MSV000080469	6
MSV000080507	122
MSV000080533	19
MSV000080540	11
MSV000080559	15
MSV000080562	29
MSV000080574	15
MSV000080616	3
MSV000080627	41
MSV000080628	103
MSV000080630	116
MSV000080905	370
MSV000080912	7
MSV000080960	1
MSV000080961	51
MSV000081064	3
MSV000081065	6
MSV000081067	9
MSV000081068	14
MSV000081077	1
MSV000081099	2
MSV000081108	1
MSV000081151	117
MSV000081160	2
MSV000081176	2
MSV000081343	6
MSV000081351	10
MSV000081354	2
MSV000081364	3
MSV000081463	18
MSV000081482	62
MSV000081492	1
MSV000081544	1
MSV000081731	26
MSV000081853	20
MSV000081949	10
MSV000081952	74
MSV000082048	20
MSV000082049	7
MSV000082081	1
MSV000082082	190
MSV000082083	277
MSV000082084	18
MSV000082085	122
MSV000082086	50
MSV000082157	24
MSV000082261	5
MSV000082312	111
MSV000082331	14
MSV000082377	3
MSV000082379	10
MSV000082380	37
MSV000082382	22
MSV000082383	8
MSV000082384	1
MSV000082385	3
MSV000082402	10
MSV000082428	4
MSV000082433	389
MSV000082463	13
MSV000082480	7
MSV000082544	1
MSV000082550	1
MSV000082582	17
MSV000082608	15
MSV000082629	4
MSV000082630	3
MSV000082633	43
MSV000082647	36
MSV000082650	3
MSV000082662	7
MSV000082716	1
MSV000082744	1
MSV000082813	8
MSV000082869	21
MSV000082952	23
MSV000082953	229
MSV000082972	8
MSV000082973	2
MSV000082999	2
MSV000083077	126
MSV000083083	5
MSV000083094	2
MSV000083098	13
MSV000083134	10
MSV000083183	14
MSV000083264	13
MSV000083300	249
MSV000083320	347
MSV000083365	3
MSV000083383	25
MSV000083475	101
MSV000083481	1
MSV000083483	1
MSV000083521	15
MSV000083522	38
MSV000083523	29
MSV000083541	30
MSV000083559	579
MSV000083631	1
MSV000083647	6
MSV000083678	1
MSV000083729	1
MSV000083772	82
MSV000083789	3
MSV000083791	5
MSV000083835	18
MSV000083888	7
MSV000083889	151
MSV000084045	4
MSV000084062	10
MSV000084092	1
MSV000084107	12
MSV000084112	5
MSV000084116	55
MSV000084117	3
MSV000084119	4
MSV000084143	3
MSV000084152	22
MSV000084158	15
MSV000084165	2
MSV000084190	2
MSV000084193	1
MSV000084312	7
MSV000084314	24
MSV000084556	5
MSV000084595	3
MSV000084674	15
MSV000084738	8
MSV000084741	3
MSV000084744	7
MSV000084755	1
MSV000085000	3
MSV000085025	19
MSV000085031	1
MSV000085129	6
MSV000085326	7
MSV000085389	2
MSV000085467	112
MSV000085480	319
MSV000085555	8
MSV000085778	1
MSV000085779	1
MSV000085786	43
MSV000085843	6
MSV000085844	2
MSV000085852	233
MSV000085871	2
MSV000085879	1
MSV000085891	7
MSV000085917	46
MSV000085920	1
MSV000085922	1
MSV000085925	1
MSV000085944	239
MSV000086209	1
MSV000086236	92
MSV000086251	49
MSV000086252	1
MSV000086270	5
MSV000086312	12
MSV000086360	7
MSV000086415	426
MSV000086621	29
MSV000086639	4
MSV000086676	35
MSV000086821	9
MSV000086830	3
MSV000086884	1
MSV000086926	95
MSV000086956	1
MSV000087005	2
MSV000087006	135
MSV000087087	60
MSV000087093	2
MSV000087127	1
MSV000087130	18
MSV000087135	2
MSV000087141	1
MSV000087322	8
MSV000087359	1
MSV000087449	5
MSV000087612	41
MSV000087650	3
MSV000087685	6
MSV000087692	6
MSV000087728	9
MSV000087747	13
MSV000087800	1
MSV000087844	2
MSV000087854	3
MSV000087872	2
MSV000087904	57
MSV000087905	6
MSV000087948	9
MSV000087995	1
MSV000088021	259
MSV000088040	1
MSV000088137	17
MSV000088164	4
MSV000088226	3
MSV000088534	2
MSV000088645	6
MSV000088646	3
MSV000088821	21
MSV000088823	33
MSV000088827	6
MSV000088842	134
MSV000088843	1
MSV000089061	5
MSV000089313	17
MSV000089540	1
MSV000089552	2
MSV000089834	4
MSV000089925	2
MSV000089937	1
