file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G79640_1x_RH12_01_18966	-0.04	mzspec:MSV000084900:G79640_1x_RH12_01_18966:scan:1056	1	0.84	7	MSV000084900	NoID	MSV000084900	G79640_1x_RH12_01_18966.mzXML	orange
mzspec:MSV000084900:G72512_1x_BF8_01_20220	-0.04	mzspec:MSV000084900:G72512_1x_BF8_01_20220:scan:1180	1	0.82	7	MSV000084900	NoID	MSV000084900	G72512_1x_BF8_01_20220.mzXML	cloves
mzspec:MSV000084900:RA7_RA7_01_49059	-0.04	mzspec:MSV000084900:RA7_RA7_01_49059:scan:1174	1	0.81	7	MSV000084900	NoID	MSV000084900	RA7_RA7_01_49059.mzXML	rosemary
mzspec:MSV000084900:G87417_1x_BC6_01_26018	-0.04	mzspec:MSV000084900:G87417_1x_BC6_01_26018:scan:1169	1	0.81	6	MSV000084900	NoID	MSV000084900	G87417_1x_BC6_01_26018.mzXML	hemp
mzspec:MSV000084900:G72829_1x_RH1_01_18593	-0.04	mzspec:MSV000084900:G72829_1x_RH1_01_18593:scan:1222	1	0.79	7	MSV000084900	NoID	MSV000084900	G72829_1x_RH1_01_18593.mzXML	grain/grass
mzspec:MSV000084900:G86824_1x_RF6_01_23364	-0.03	mzspec:MSV000084900:G86824_1x_RF6_01_23364:scan:1318	1	0.78	6	MSV000084900	NoID	MSV000084900	G86824_1x_RF6_01_23364.mzXML	oregano
mzspec:MSV000084900:G72513_1x_10ul_BC8_01_20285	-0.04	mzspec:MSV000084900:G72513_1x_10ul_BC8_01_20285:scan:1317	1	0.77	7	MSV000084900	NoID	MSV000084900	G72513_1x_10ul_BC8_01_20285.mzXML	cardamom
mzspec:MSV000084900:G73446_1x_BG7_01_17338	-0.04	mzspec:MSV000084900:G73446_1x_BG7_01_17338:scan:1047	1	0.77	6	MSV000084900	NoID	MSV000084900	G73446_1x_BG7_01_17338.mzXML	blood orange
mzspec:MSV000084900:G83189_5x_RB10_01_20151	-0.04	mzspec:MSV000084900:G83189_5x_RB10_01_20151:scan:1181	1	0.75	6	MSV000084900	NoID	MSV000084900	G83189_5x_RB10_01_20151.mzXML	quinoa
mzspec:MSV000084900:G87379_RA3_01_26068	-0.04	mzspec:MSV000084900:G87379_RA3_01_26068:scan:1154	1	0.75	6	MSV000084900	NoID	MSV000084900	G87379_RA3_01_26068.mzXML	juniper berry
mzspec:MSV000084900:G79666_1x_RA5_01_20561	-0.04	mzspec:MSV000084900:G79666_1x_RA5_01_20561:scan:1182	1	0.75	6	MSV000084900	NoID	MSV000084900	G79666_1x_RA5_01_20561.mzXML	lemon
mzspec:MSV000084900:G87380_RA4_01_26069	-0.04	mzspec:MSV000084900:G87380_RA4_01_26069:scan:1167	1	0.75	6	MSV000084900	NoID	MSV000084900	G87380_RA4_01_26069.mzXML	cinnamon
mzspec:MSV000084900:G72511_1x_10ul_BD9_01_20293	-0.03	mzspec:MSV000084900:G72511_1x_10ul_BD9_01_20293:scan:1218	1	0.75	6	MSV000084900	NoID	MSV000084900	G72511_1x_10ul_BD9_01_20293.mzXML	sumac
mzspec:MSV000084900:G78972_2x_RB10_01_19120	-0.04	mzspec:MSV000084900:G78972_2x_RB10_01_19120:scan:1227	1	0.75	6	MSV000084900	NoID	MSV000084900	G78972_2x_RB10_01_19120.mzXML	saigon cinnamon
mzspec:MSV000084900:G79635_1x_RH8_01_18958	-0.04	mzspec:MSV000084900:G79635_1x_RH8_01_18958:scan:1373	1	0.74	6	MSV000084900	NoID	MSV000084900	G79635_1x_RH8_01_18958.mzXML	complex
mzspec:MSV000084900:G79187_1x_RH5_01_20362	-0.04	mzspec:MSV000084900:G79187_1x_RH5_01_20362:scan:1170	1	0.74	6	MSV000084900	NoID	MSV000084900	G79187_1x_RH5_01_20362.mzXML	lemon guava
mzspec:MSV000084900:G86961_1x_RC9_01_23517	-0.03	mzspec:MSV000084900:G86961_1x_RC9_01_23517:scan:1229	1	0.74	6	MSV000084900	NoID	MSV000084900	G86961_1x_RC9_01_23517.mzXML	plant
mzspec:MSV000084900:G79177_5x_rerun_RC4_01_19491	-0.04	mzspec:MSV000084900:G79177_5x_rerun_RC4_01_19491:scan:1201	1	0.74	6	MSV000084900	NoID	MSV000084900	G79177_5x_rerun_RC4_01_19491.mzXML	lentil
mzspec:MSV000084900:G78871_5x_RA8_01_20127	-0.04	mzspec:MSV000084900:G78871_5x_RA8_01_20127:scan:1810	1	0.74	6	MSV000084900	NoID	MSV000084900	G78871_5x_RA8_01_20127.mzXML	herb/spice
mzspec:MSV000084900:G78983_1x_RG7_01_18888	-0.04	mzspec:MSV000084900:G78983_1x_RG7_01_18888:scan:1226	1	0.73	6	MSV000084900	NoID	MSV000084900	G78983_1x_RG7_01_18888.mzXML	red guava
mzspec:MSV000084900:RB12_tk2_RB12_01_49126	-0.0	mzspec:MSV000084900:RB12_tk2_RB12_01_49126:scan:936	1	0.73	6	MSV000084900	NoID	MSV000084900	RB12_tk2_RB12_01_49126.mzXML	walnut
mzspec:MSV000084900:G72789_1x_BG5_01_20230	-0.04	mzspec:MSV000084900:G72789_1x_BG5_01_20230:scan:1169	1	0.73	6	MSV000084900	NoID	MSV000084900	G72789_1x_BG5_01_20230.mzXML	complex
mzspec:MSV000084900:73981_1x_BA10_01_17393	-0.04	mzspec:MSV000084900:73981_1x_BA10_01_17393:scan:1292	1	0.73	6	MSV000084900	NoID	MSV000084900	73981_1x_BA10_01_17393.mzXML	rosemary
mzspec:MSV000084900:G87381_RA5_01_26070	-0.04	mzspec:MSV000084900:G87381_RA5_01_26070:scan:1174	1	0.73	6	MSV000084900	NoID	MSV000084900	G87381_RA5_01_26070.mzXML	rosemary
mzspec:MSV000084900:G86898_1x_RF2_01_23359	-0.03	mzspec:MSV000084900:G86898_1x_RF2_01_23359:scan:1084	1	0.73	6	MSV000084900	NoID	MSV000084900	G86898_1x_RF2_01_23359.mzXML	strawberry
mzspec:MSV000084900:G79174_5x_rerun_14ul_RF4_01_19594	-0.04	mzspec:MSV000084900:G79174_5x_rerun_14ul_RF4_01_19594:scan:1214	1	0.73	6	MSV000084900	NoID	MSV000084900	G79174_5x_rerun_14ul_RF4_01_19594.mzXML	peanut
mzspec:MSV000084900:G86726_10x_RG12_01_23224	-0.04	mzspec:MSV000084900:G86726_10x_RG12_01_23224:scan:1183	1	0.72	6	MSV000084900	NoID	MSV000084900	G86726_10x_RG12_01_23224.mzXML	plant
mzspec:MSV000084900:G79186_1x_5ul_RD6_01_20306	-0.04	mzspec:MSV000084900:G79186_1x_5ul_RD6_01_20306:scan:1171	1	0.72	6	MSV000084900	NoID	MSV000084900	G79186_1x_5ul_RD6_01_20306.mzXML	strawberry guava
mzspec:MSV000084900:73982_1x_BG7_01_17488	-0.04	mzspec:MSV000084900:73982_1x_BG7_01_17488:scan:1337	1	0.72	6	MSV000084900	NoID	MSV000084900	73982_1x_BG7_01_17488.mzXML	lavender
mzspec:MSV000084900:G86794_1x_RH2_01_23390	-0.04	mzspec:MSV000084900:G86794_1x_RH2_01_23390:scan:1323	1	0.71	6	MSV000084900	NoID	MSV000084900	G86794_1x_RH2_01_23390.mzXML	ginger
mzspec:MSV000084900:G75827_5x_4ul_BH4_01_19755	-0.04	mzspec:MSV000084900:G75827_5x_4ul_BH4_01_19755:scan:1410	1	0.7	6	MSV000084900	NoID	MSV000084900	G75827_5x_4ul_BH4_01_19755.mzXML	plant
