file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G79327_5x_BG2_01_19343	0.0	mzspec:MSV000084900:G79327_5x_BG2_01_19343:scan:1502	1	0.9	6	MSV000084900	NoID	MSV000084900	G79327_5x_BG2_01_19343.mzXML	horse, mixed meat
mzspec:MSV000084900:G79180_1x_BG7_01_20232	0.0	mzspec:MSV000084900:G79180_1x_BG7_01_20232:scan:1528	1	0.89	7	MSV000084900	NoID	MSV000084900	G79180_1x_BG7_01_20232.mzXML	herb/spice
mzspec:MSV000084900:G79488_1x_RH4_01_20361	0.0	mzspec:MSV000084900:G79488_1x_RH4_01_20361:scan:1531	1	0.86	6	MSV000084900	NoID	MSV000084900	G79488_1x_RH4_01_20361.mzXML	dill
mzspec:MSV000084900:G72805_1x_rerun_RE3_01_20330	-0.0	mzspec:MSV000084900:G72805_1x_rerun_RE3_01_20330:scan:1524	1	0.86	6	MSV000084900	NoID	MSV000084900	G72805_1x_rerun_RE3_01_20330.mzXML	basil
mzspec:MSV000084900:G79634_5x_BH7_01_18896	0.0	mzspec:MSV000084900:G79634_5x_BH7_01_18896:scan:1538	1	0.85	6	MSV000084900	NoID	MSV000084900	G79634_5x_BH7_01_18896.mzXML	orange leaf
mzspec:MSV000084900:G87382_rerun_BG4_01_26215	0.0	mzspec:MSV000084900:G87382_rerun_BG4_01_26215:scan:1542	1	0.85	6	MSV000084900	NoID	MSV000084900	G87382_rerun_BG4_01_26215.mzXML	thyme
mzspec:MSV000084900:72671_1x_BD12_01_17439	0.0	mzspec:MSV000084900:72671_1x_BD12_01_17439:scan:1536	1	0.84	5	MSV000084900	NoID	MSV000084900	72671_1x_BD12_01_17439.mzXML	basil
mzspec:MSV000084900:G78828_1x_BB8_01_20145	0.0	mzspec:MSV000084900:G78828_1x_BB8_01_20145:scan:1533	1	0.84	5	MSV000084900	NoID	MSV000084900	G78828_1x_BB8_01_20145.mzXML	herb/spice
mzspec:MSV000084900:G79706_5x_RB12_01_19484	-0.0	mzspec:MSV000084900:G79706_5x_RB12_01_19484:scan:1522	1	0.83	6	MSV000084900	NoID	MSV000084900	G79706_5x_RB12_01_19484.mzXML	complex
mzspec:MSV000084900:G72499_5x_10ul_rerun_RH5_01_19639	0.0	mzspec:MSV000084900:G72499_5x_10ul_rerun_RH5_01_19639:scan:1538	1	0.82	6	MSV000084900	NoID	MSV000084900	G72499_5x_10ul_rerun_RH5_01_19639.mzXML	caper
mzspec:MSV000084900:G73986_5x_10ul_RA2_01_20208	-0.0	mzspec:MSV000084900:G73986_5x_10ul_RA2_01_20208:scan:1533	1	0.82	6	MSV000084900	NoID	MSV000084900	G73986_5x_10ul_RA2_01_20208.mzXML	salt
mzspec:MSV000084900:G95945_1x_BG2_01_32292	0.0	mzspec:MSV000084900:G95945_1x_BG2_01_32292:scan:1521	1	0.82	5	MSV000084900	NoID	MSV000084900	G95945_1x_BG2_01_32292.mzXML	cherry tomato
mzspec:MSV000084900:75092_1x_BH10_01_17514	0.0	mzspec:MSV000084900:75092_1x_BH10_01_17514:scan:1535	1	0.82	5	MSV000084900	NoID	MSV000084900	75092_1x_BH10_01_17514.mzXML	cauliflower
mzspec:MSV000084900:G73704_5x_RB5_01_19476	-0.0	mzspec:MSV000084900:G73704_5x_RB5_01_19476:scan:1523	1	0.8	5	MSV000084900	NoID	MSV000084900	G73704_5x_RB5_01_19476.mzXML	napa cabbage
mzspec:MSV000084900:G95803_1x_BF3_01_32286	0.0	mzspec:MSV000084900:G95803_1x_BF3_01_32286:scan:1523	1	0.79	5	MSV000084900	NoID	MSV000084900	G95803_1x_BF3_01_32286.mzXML	cherry tomato
mzspec:MSV000084900:G87557_1x_RF8_01_26315	0.0	mzspec:MSV000084900:G87557_1x_RF8_01_26315:scan:1525	1	0.78	5	MSV000084900	NoID	MSV000084900	G87557_1x_RF8_01_26315.mzXML	grape tomato
mzspec:MSV000084900:G95860_1x_BG6_01_32296	0.0	mzspec:MSV000084900:G95860_1x_BG6_01_32296:scan:1521	1	0.78	5	MSV000084900	NoID	MSV000084900	G95860_1x_BG6_01_32296.mzXML	cherry tomato
mzspec:MSV000084900:G83179_5x_RD5_01_21444	0.0	mzspec:MSV000084900:G83179_5x_RD5_01_21444:scan:1513	1	0.77	6	MSV000084900	NoID	MSV000084900	G83179_5x_RD5_01_21444.mzXML	fruit
mzspec:MSV000084900:G75741_1x_10ul_RH6_01_19916	0.0	mzspec:MSV000084900:G75741_1x_10ul_RH6_01_19916:scan:1096	1	0.76	6	MSV000084900	NoID	MSV000084900	G75741_1x_10ul_RH6_01_19916.mzXML	plant
mzspec:MSV000084900:G75678_5x_RB9_01_20149	0.0	mzspec:MSV000084900:G75678_5x_RB9_01_20149:scan:1532	1	0.76	5	MSV000084900	NoID	MSV000084900	G75678_5x_RB9_01_20149.mzXML	herb/spice
