Dataset	Frequency
MSV000079485	1
MSV000079697	81
MSV000079706	8
MSV000079707	5
MSV000079709	16
MSV000079710	9
MSV000079712	2
MSV000079714	3
MSV000079717	11
MSV000079718	3
MSV000079719	5
MSV000079720	19
MSV000080627	4
MSV000080905	23
MSV000082331	7
MSV000082433	3
MSV000082635	1
MSV000082953	47
MSV000083320	33
MSV000083559	100
MSV000084314	9
MSV000085944	33
MSV000088842	87
