Dataset	Frequency
MSV000079697	239
MSV000079706	45
MSV000079707	18
MSV000079709	8
MSV000079710	40
MSV000079712	19
MSV000079714	10
MSV000079717	20
MSV000079718	22
MSV000079719	11
MSV000079720	50
MSV000079813	48
MSV000079819	2
MSV000079888	13
MSV000080015	1
MSV000080016	56
MSV000080142	5
MSV000080177	1
MSV000080178	1
MSV000080181	43
MSV000080183	23
MSV000080188	57
MSV000080299	44
MSV000080335	14
MSV000080469	1
MSV000080507	6
MSV000080533	22
MSV000080559	20
MSV000080604	1
MSV000080627	11
MSV000080628	98
MSV000080630	63
MSV000080905	368
MSV000080961	27
MSV000081064	1
MSV000081065	3
MSV000081067	17
MSV000081108	1
MSV000081151	4
MSV000081160	5
MSV000081176	4
MSV000081343	11
MSV000081351	33
MSV000081354	3
MSV000081463	34
MSV000081482	13
MSV000081492	1
MSV000081949	8
MSV000081952	40
MSV000082048	19
MSV000082049	40
MSV000082082	1
MSV000082083	38
MSV000082085	6
MSV000082086	16
MSV000082157	9
MSV000082261	2
MSV000082312	1
MSV000082331	15
MSV000082377	2
MSV000082380	4
MSV000082384	1
MSV000082433	130
MSV000082480	34
MSV000082582	22
MSV000082608	53
MSV000082616	1
MSV000082629	1
MSV000082630	1
MSV000082633	4
MSV000082647	16
MSV000082662	3
MSV000082680	8
MSV000082813	59
MSV000082869	658
MSV000082952	2
MSV000082953	216
MSV000082972	59
MSV000082973	8
MSV000082999	9
MSV000083077	137
MSV000083083	3
MSV000083098	3
MSV000083134	10
MSV000083183	3
MSV000083264	1
MSV000083274	10
MSV000083306	164
MSV000083320	272
MSV000083372	1
MSV000083383	25
MSV000083387	4
MSV000083396	1
MSV000083475	19
MSV000083481	1
MSV000083482	7
MSV000083483	10
MSV000083521	14
MSV000083523	2
MSV000083541	8
MSV000083559	176
MSV000083647	3
MSV000083729	6
MSV000083756	9
MSV000083772	25
MSV000083791	2
MSV000083835	37
MSV000083889	38
MSV000084020	1
MSV000084112	2
MSV000084116	7
MSV000084118	2
MSV000084143	5
MSV000084152	6
MSV000084158	8
MSV000084314	23
MSV000084556	3
MSV000084576	1
MSV000084595	3
MSV000084628	4
MSV000084674	1
MSV000084741	13
MSV000084753	4
MSV000085000	4
MSV000085031	1
MSV000085129	41
MSV000085256	18
MSV000085389	4
MSV000085404	4
MSV000085443	4
MSV000085444	4
MSV000085480	90
MSV000085778	2
MSV000085843	7
MSV000085844	13
MSV000085852	49
MSV000085864	74
MSV000085891	25
MSV000085922	1
MSV000085925	4
MSV000085944	7
MSV000086063	3
MSV000086064	3
MSV000086124	1
MSV000086178	1
MSV000086209	8
MSV000086236	40
MSV000086287	3
MSV000086415	47
MSV000086666	1
MSV000086760	2
MSV000086821	2
MSV000086830	1
MSV000086989	13
MSV000087005	1
MSV000087087	10
MSV000087093	1
MSV000087135	16
MSV000087449	7
MSV000087612	4
MSV000087628	2
MSV000087629	1
MSV000087728	15
MSV000087747	17
MSV000087854	2
MSV000087948	5
MSV000088021	251
MSV000088040	3
MSV000088087	2
MSV000088137	2
MSV000088164	31
MSV000088546	1
MSV000088586	1
MSV000088640	2
MSV000088645	1
MSV000088646	2
MSV000088690	2
MSV000088691	1
MSV000088741	1
MSV000088823	17
MSV000088827	1
MSV000088842	34
MSV000089061	2
MSV000089313	14
MSV000089540	68
MSV000089558	8
