Dataset	Frequency
MSV000079034	5
MSV000079069	2
MSV000079697	46
MSV000079706	7
MSV000079707	3
MSV000079709	11
MSV000079710	5
MSV000079712	1
MSV000079714	5
MSV000079717	4
MSV000079718	3
MSV000079719	2
MSV000079720	5
MSV000079888	1
MSV000080443	1
MSV000080444	5
MSV000080627	34
MSV000080628	5
MSV000080629	16
MSV000080905	29
MSV000081152	2
MSV000081463	1
MSV000081659	1
MSV000081665	1
MSV000081666	3
MSV000081681	1
MSV000081682	3
MSV000081683	1
MSV000081749	1
MSV000082068	1
MSV000082074	11
MSV000082331	7
MSV000082433	73
MSV000082490	19
MSV000082582	8
MSV000082608	3
MSV000082629	21
MSV000082674	1
MSV000082953	212
MSV000083010	11
MSV000083040	3
MSV000083073	6
MSV000083320	210
MSV000083475	30
MSV000083541	10
MSV000083559	74
MSV000083759	1
MSV000084101	2
MSV000084314	36
MSV000084595	1
MSV000084652	2
MSV000084734	6
MSV000084753	2
MSV000084783	1
MSV000084900	14
MSV000085519	1
MSV000085858	1
MSV000085944	77
MSV000086178	2
MSV000086208	35
MSV000086209	25
MSV000086221	35
MSV000087872	17
MSV000088842	189
