Dataset	Frequency
MSV000079034	50
MSV000079069	38
MSV000079523	1
MSV000079697	62
MSV000079706	14
MSV000079707	23
MSV000079710	2
MSV000079714	7
MSV000079717	7
MSV000079718	2
MSV000079719	4
MSV000079720	4
MSV000079813	1
MSV000080627	34
MSV000080628	2
MSV000080629	14
MSV000080905	22
MSV000081171	11
MSV000081463	30
MSV000081952	17
MSV000082331	4
MSV000082433	225
MSV000082490	26
MSV000082493	105
MSV000082582	3
MSV000082608	12
MSV000082629	12
MSV000082650	1
MSV000082891	35
MSV000082953	19
MSV000083073	2
MSV000083077	67
MSV000083300	222
MSV000083320	54
MSV000083475	12
MSV000083541	41
MSV000083559	77
MSV000084010	1
MSV000084020	3
MSV000084314	24
MSV000084322	1
MSV000084753	2
MSV000085862	4
MSV000085921	1
MSV000085944	94
MSV000086131	1
MSV000086208	33
MSV000086209	2
MSV000086221	33
MSV000086303	1
MSV000086415	204
MSV000086427	1
MSV000087087	87
MSV000087127	11
MSV000087612	80
MSV000087728	70
MSV000087948	10
MSV000088137	236
MSV000088242	7
MSV000088606	5
MSV000088640	107
MSV000088842	225
