Dataset	Frequency
MSV000079389	101
MSV000079421	17
MSV000079697	339
MSV000079706	28
MSV000079707	20
MSV000079709	29
MSV000079710	42
MSV000079712	29
MSV000079714	26
MSV000079717	38
MSV000079718	22
MSV000079719	24
MSV000079720	83
MSV000079949	3
MSV000080030	8
MSV000080444	5
MSV000081171	7
MSV000081379	26
MSV000081548	1
MSV000081694	89
MSV000082406	16
MSV000082490	41
MSV000082674	3
MSV000082924	77
MSV000083024	49
MSV000083437	1
MSV000083462	5
MSV000084218	20
MSV000084219	29
MSV000084314	1
MSV000084322	1
MSV000084590	1
MSV000087087	1
MSV000088137	1
