Dataset	Frequency
MSV000079697	355
MSV000079706	19
MSV000079707	16
MSV000079709	54
MSV000079710	55
MSV000079712	23
MSV000079714	11
MSV000079717	44
MSV000079718	23
MSV000079719	18
MSV000079720	95
MSV000080627	32
MSV000080905	24
MSV000082331	10
MSV000082433	200
MSV000082629	1
MSV000082953	109
MSV000083300	4
MSV000083320	115
MSV000083475	2
MSV000083541	1
MSV000083559	296
MSV000084314	15
MSV000085944	16
MSV000086415	16
MSV000087087	33
MSV000087612	2
MSV000087728	1
MSV000087948	1
MSV000088021	1
MSV000088137	29
MSV000088640	20
MSV000088842	72
