Dataset	Frequency
MSV000078667	2
MSV000078670	2
MSV000079523	28
MSV000079598	84
MSV000079697	42
MSV000079706	6
MSV000079707	7
MSV000079710	14
MSV000079714	2
MSV000079717	1
MSV000079718	9
MSV000079719	3
MSV000079773	2
MSV000079819	14
MSV000079900	3
MSV000080030	4
MSV000080167	646
MSV000080469	14
MSV000080905	2
MSV000081005	2
MSV000081068	3
MSV000081097	1
MSV000081318	5
MSV000081347	1
MSV000081351	261
MSV000081463	1
MSV000081544	2
MSV000081548	1
MSV000081582	5
MSV000081676	2
MSV000081682	2
MSV000081751	1
MSV000081949	8
MSV000082074	5
MSV000082082	2
MSV000082083	1
MSV000082331	1
MSV000082380	1
MSV000082406	37
MSV000082629	4
MSV000082674	1
MSV000082869	684
MSV000083010	5
MSV000083040	1
MSV000083264	1
MSV000083300	41
MSV000083320	7
MSV000083383	10
MSV000083475	1
MSV000083523	1
MSV000083541	34
MSV000083559	417
MSV000083729	6
MSV000083791	11
MSV000083835	1
MSV000084152	2
MSV000084237	9
MSV000084314	22
MSV000084595	1
MSV000084900	5
MSV000085352	12
MSV000085693	1
MSV000085944	1
MSV000087728	7
MSV000087872	1
MSV000087904	2
MSV000088324	32
MSV000088570	32
MSV000088646	3
MSV000088827	3
MSV000089540	39
