Dataset	Frequency
MSV000079034	55
MSV000079069	35
MSV000079697	131
MSV000079706	45
MSV000079707	27
MSV000079709	1
MSV000079710	1
MSV000079712	9
MSV000079714	21
MSV000079717	3
MSV000079718	5
MSV000079719	6
MSV000079720	13
MSV000079813	68
MSV000079888	6
MSV000080016	66
MSV000080183	25
MSV000080188	38
MSV000080299	24
MSV000080574	1
MSV000080627	37
MSV000080628	5
MSV000080629	21
MSV000080905	57
MSV000081067	41
MSV000081463	30
MSV000081482	5
MSV000082049	2
MSV000082331	21
MSV000082382	13
MSV000082428	11
MSV000082432	4
MSV000082433	197
MSV000082490	1
MSV000082582	7
MSV000082608	15
MSV000082618	2
MSV000082629	91
MSV000082650	18
MSV000082869	3
MSV000082891	10
MSV000082953	162
MSV000082960	1
MSV000082963	1
MSV000082973	1
MSV000083073	16
MSV000083077	31
MSV000083300	156
MSV000083320	471
MSV000083470	3
MSV000083472	1
MSV000083475	123
MSV000083541	53
MSV000083559	315
MSV000083835	1
MSV000084020	3
MSV000084165	1
MSV000084314	31
MSV000084753	2
MSV000084783	1
MSV000085467	5
MSV000085862	7
MSV000085944	305
MSV000086178	2
MSV000086208	30
MSV000086209	55
MSV000086221	30
MSV000086312	1
MSV000086360	6
MSV000086415	63
MSV000086830	9
MSV000087087	22
MSV000087093	10
MSV000087127	13
MSV000087612	23
MSV000087685	16
MSV000087711	9
MSV000087728	46
MSV000087948	10
MSV000088137	36
MSV000088606	1
MSV000088640	19
MSV000088842	227
MSV000089558	6
