Dataset	Frequency
MSV000079389	14
MSV000079697	598
MSV000079706	40
MSV000079707	45
MSV000079709	80
MSV000079710	72
MSV000079712	42
MSV000079714	51
MSV000079717	65
MSV000079718	59
MSV000079719	33
MSV000079720	120
MSV000080030	8
MSV000080031	1
MSV000080442	14
MSV000080443	7
MSV000080444	2
MSV000080627	2
MSV000080905	14
MSV000081171	3
MSV000081379	4
MSV000081548	17
MSV000081694	14
MSV000082406	3
MSV000082433	46
MSV000082490	9
MSV000082629	2
MSV000082674	50
MSV000082924	14
MSV000082953	127
MSV000083320	5
MSV000083462	9
MSV000083541	10
MSV000083559	3
MSV000084314	25
MSV000085120	1
MSV000088842	14
