Dataset	Frequency
MSV000079034	6
MSV000079181	35
MSV000079356	6
MSV000079389	370
MSV000079421	21
MSV000079485	1
MSV000079523	83
MSV000079558	14
MSV000079697	747
MSV000079706	96
MSV000079707	53
MSV000079709	83
MSV000079710	85
MSV000079712	55
MSV000079714	80
MSV000079717	81
MSV000079718	59
MSV000079719	33
MSV000079720	130
MSV000080016	26
MSV000080030	461
MSV000080031	62
MSV000080442	76
MSV000080443	63
MSV000080444	62
MSV000080627	37
MSV000080629	2
MSV000080673	6
MSV000080905	55
MSV000081171	393
MSV000081284	3
MSV000081347	1
MSV000081357	65
MSV000081379	525
MSV000081508	22
MSV000081548	230
MSV000081582	270
MSV000081659	1
MSV000081665	1
MSV000081670	1
MSV000081675	1
MSV000081676	1
MSV000081681	2
MSV000081682	1
MSV000081683	1
MSV000081694	273
MSV000081748	4
MSV000081749	1
MSV000081750	2
MSV000081752	5
MSV000081753	4
MSV000081981	6
MSV000082005	1
MSV000082072	1
MSV000082074	27
MSV000082171	1
MSV000082173	1
MSV000082262	64
MSV000082324	1
MSV000082331	2
MSV000082406	2
MSV000082432	75
MSV000082433	255
MSV000082490	459
MSV000082493	346
MSV000082582	1
MSV000082629	21
MSV000082674	182
MSV000082924	236
MSV000082953	273
MSV000083010	27
MSV000083024	148
MSV000083040	1
MSV000083055	1
MSV000083300	1
MSV000083302	1
MSV000083320	19
MSV000083462	688
MSV000083541	18
MSV000083559	471
MSV000083584	7
MSV000083759	52
MSV000083760	2
MSV000084010	25
MSV000084101	4
MSV000084218	65
MSV000084219	84
MSV000084314	66
MSV000084322	162
MSV000084463	193
MSV000084590	33
MSV000084610	1
MSV000084734	14
MSV000084753	1
MSV000084900	28
MSV000085119	3
MSV000085120	3
MSV000085226	1
MSV000085608	1
MSV000086014	1
MSV000086015	2
MSV000086158	14
MSV000086208	9
MSV000086209	27
MSV000086221	9
MSV000086246	1
MSV000086415	466
MSV000087087	92
MSV000087612	85
MSV000087948	10
MSV000088137	310
MSV000088640	81
MSV000088842	1
MSV000089210	1
