Dataset	Frequency
MSV000079389	15
MSV000079485	26
MSV000079523	1
MSV000079697	343
MSV000079706	36
MSV000079707	23
MSV000079709	53
MSV000079710	43
MSV000079712	20
MSV000079714	17
MSV000079717	45
MSV000079718	28
MSV000079719	14
MSV000079720	66
MSV000080442	3
MSV000080443	1
MSV000080444	2
MSV000080627	2
MSV000080905	13
MSV000081171	13
MSV000081379	2
MSV000081666	2
MSV000081694	10
MSV000082331	7
MSV000082432	1
MSV000082433	119
MSV000082490	10
MSV000082493	4
MSV000082674	14
MSV000082924	10
MSV000082953	142
MSV000083300	40
MSV000083320	379
MSV000083462	7
MSV000083475	3
MSV000083541	2
MSV000083559	18
MSV000084314	17
MSV000084322	6
MSV000084463	11
MSV000085120	1
MSV000085944	162
MSV000086208	18
MSV000086209	37
MSV000086221	18
MSV000086415	57
MSV000087087	35
MSV000087612	24
MSV000087948	5
MSV000088137	74
MSV000088640	27
MSV000088842	80
