Dataset	Frequency
MSV000079329	6
MSV000079900	3
MSV000080180	66
MSV000080181	47
MSV000080182	48
MSV000080183	33
MSV000080540	1
MSV000080574	103
MSV000080627	113
MSV000080628	20
MSV000080629	25
MSV000080630	9
MSV000080905	135
MSV000080912	6
MSV000080961	31
MSV000081064	1
MSV000081068	13
MSV000081077	3
MSV000081097	1
MSV000081108	3
MSV000081113	3
MSV000081116	12
MSV000081151	58
MSV000081343	96
MSV000081351	275
MSV000081354	25
MSV000081364	45
MSV000081470	19
MSV000081492	1
MSV000081544	3
MSV000081555	1
MSV000081949	2
MSV000081952	67
MSV000082048	5
MSV000082157	2
MSV000082261	5
MSV000082433	310
MSV000082480	2
MSV000082608	1
MSV000082629	2
MSV000082647	40
MSV000082692	4
MSV000082705	2
MSV000082721	2
MSV000082733	1
MSV000082735	8
MSV000082738	2
MSV000082740	2
MSV000082742	2
MSV000082743	1
MSV000082813	2
MSV000082953	158
MSV000082972	2
MSV000082973	16
MSV000083010	3
MSV000083077	72
MSV000083083	2
MSV000083094	3
MSV000083274	1
MSV000083300	190
MSV000083475	45
MSV000083482	15
MSV000083490	1
MSV000083541	59
MSV000083559	320
MSV000083631	1
MSV000083647	2
MSV000084020	11
MSV000084092	6
MSV000084112	3
MSV000084158	35
MSV000084165	6
MSV000084190	1
MSV000084312	6
MSV000084314	53
MSV000084741	198
MSV000084884	4
MSV000084900	3
MSV000085261	13
MSV000085389	4
MSV000085446	61
MSV000085467	1
MSV000085713	1
MSV000085870	2
MSV000085879	2
MSV000085882	4
MSV000085920	1
MSV000086123	1
MSV000086124	1
MSV000086142	1
MSV000086208	2
MSV000086209	4
MSV000086221	2
MSV000086252	1
MSV000086270	75
MSV000086415	142
MSV000086666	17
MSV000086830	4
MSV000086926	142
MSV000086989	1
MSV000087006	187
MSV000087087	27
MSV000087187	1
MSV000087359	2
MSV000087368	18
MSV000087612	50
MSV000087650	1
MSV000087685	1
MSV000087692	12
MSV000087702	10
MSV000087728	4
MSV000087744	1
MSV000087747	14
MSV000087800	3
MSV000087809	12
MSV000087872	231
MSV000087948	2
MSV000087995	3
MSV000088008	2
MSV000088040	2
MSV000088087	52
MSV000088114	2
MSV000088137	70
MSV000088187	7
MSV000088226	7
MSV000088519	4
MSV000088534	3
MSV000088546	3
MSV000088570	1
MSV000088594	2
MSV000088640	92
MSV000088645	7
MSV000088646	6
MSV000088697	1
MSV000088823	106
MSV000088827	3
MSV000088842	16
MSV000088843	1
MSV000089061	3
MSV000089210	1
MSV000089313	49
MSV000089474	1
MSV000089540	56
MSV000089558	9
MSV000090004	1
MSV000090005	1
MSV000090012	1
