file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G75143_rerun_RB6_01_17554	-0.04	mzspec:MSV000084900:G75143_rerun_RB6_01_17554:scan:1122	1	0.81	6	MSV000084900	NoID	MSV000084900	G75143_rerun_RB6_01_17554.mzXML	quinoa
mzspec:MSV000084900:G79212_2x_RB11_01_19121	-0.04	mzspec:MSV000084900:G79212_2x_RB11_01_19121:scan:1399	1	0.8	6	MSV000084900	NoID	MSV000084900	G79212_2x_RB11_01_19121.mzXML	fruit
mzspec:MSV000084900:G72498_1x_BB7_01_17264	0.04	mzspec:MSV000084900:G72498_1x_BB7_01_17264:scan:948	1	0.79	6	MSV000084900	NoID	MSV000084900	G72498_1x_BB7_01_17264.mzXML	jalapeno pepper
mzspec:MSV000084900:G72518_10x_BA11_01_17807	-0.04	mzspec:MSV000084900:G72518_10x_BA11_01_17807:scan:1415	1	0.77	6	MSV000084900	NoID	MSV000084900	G72518_10x_BA11_01_17807.mzXML	medjool date
mzspec:MSV000084900:G72725_rerun_5ul_RC10_01_17657	-0.04	mzspec:MSV000084900:G72725_rerun_5ul_RC10_01_17657:scan:1320	1	0.75	6	MSV000084900	NoID	MSV000084900	G72725_rerun_5ul_RC10_01_17657.mzXML	oat
mzspec:MSV000084900:G72718_RF12_01_17621	-0.04	mzspec:MSV000084900:G72718_RF12_01_17621:scan:1397	1	0.74	6	MSV000084900	NoID	MSV000084900	G72718_RF12_01_17621.mzXML	peanut
mzspec:MSV000084900:G73725_rerun_RB5_01_17553	-0.04	mzspec:MSV000084900:G73725_rerun_RB5_01_17553:scan:1336	1	0.74	5	MSV000084900	NoID	MSV000084900	G73725_rerun_RB5_01_17553.mzXML	oat
mzspec:MSV000084900:G75182_1x_BB12_01_17268	0.02	mzspec:MSV000084900:G75182_1x_BB12_01_17268:scan:1575	1	0.74	5	MSV000084900	NoID	MSV000084900	G75182_1x_BB12_01_17268.mzXML	lavender
mzspec:MSV000084900:73997_1x_BB2_01_17398	0.02	mzspec:MSV000084900:73997_1x_BB2_01_17398:scan:1554	1	0.73	6	MSV000084900	NoID	MSV000084900	73997_1x_BB2_01_17398.mzXML	chantrelle mushroom
mzspec:MSV000084900:78821_1x_BE6_01_17446	-0.04	mzspec:MSV000084900:78821_1x_BE6_01_17446:scan:1242	1	0.73	6	MSV000084900	NoID	MSV000084900	78821_1x_BE6_01_17446.mzXML	green olive
mzspec:MSV000084900:G78912_2x_RD4_01_19142	-0.04	mzspec:MSV000084900:G78912_2x_RD4_01_19142:scan:1080	1	0.73	5	MSV000084900	NoID	MSV000084900	G78912_2x_RD4_01_19142.mzXML	plant
mzspec:MSV000084900:G73695_RF11_01_17620	-0.04	mzspec:MSV000084900:G73695_RF11_01_17620:scan:1390	1	0.73	5	MSV000084900	NoID	MSV000084900	G73695_RF11_01_17620.mzXML	cashew
mzspec:MSV000084900:G78839_BF12_01_19030	-0.04	mzspec:MSV000084900:G78839_BF12_01_19030:scan:1414	1	0.73	5	MSV000084900	NoID	MSV000084900	G78839_BF12_01_19030.mzXML	red lentil
mzspec:MSV000084900:G75712_rerun_5ul_RE8_01_17709	-0.04	mzspec:MSV000084900:G75712_rerun_5ul_RE8_01_17709:scan:1352	1	0.72	5	MSV000084900	NoID	MSV000084900	G75712_rerun_5ul_RE8_01_17709.mzXML	amaranth
mzspec:MSV000084900:G73443_1x_BG5_01_17336	0.04	mzspec:MSV000084900:G73443_1x_BG5_01_17336:scan:946	1	0.71	6	MSV000084900	NoID	MSV000084900	G73443_1x_BG5_01_17336.mzXML	green bell pepper
mzspec:MSV000084900:G79689_5x_BE2_01_20003	-0.04	mzspec:MSV000084900:G79689_5x_BE2_01_20003:scan:1399	1	0.71	6	MSV000084900	NoID	MSV000084900	G79689_5x_BE2_01_20003.mzXML	chickpea
mzspec:MSV000084900:G79234_5x_BG11_01_18893	-0.04	mzspec:MSV000084900:G79234_5x_BG11_01_18893:scan:1138	1	0.71	5	MSV000084900	NoID	MSV000084900	G79234_5x_BG11_01_18893.mzXML	olive
mzspec:MSV000084900:G78820_BD12_01_19000	-0.03	mzspec:MSV000084900:G78820_BD12_01_19000:scan:1404	1	0.7	5	MSV000084900	NoID	MSV000084900	G78820_BD12_01_19000.mzXML	complex
mzspec:MSV000084900:G72720_BG12_01_18752	-0.04	mzspec:MSV000084900:G72720_BG12_01_18752:scan:1409	1	0.7	5	MSV000084900	NoID	MSV000084900	G72720_BG12_01_18752.mzXML	complex
mzspec:MSV000084900:G73642_2x_RB3_01_19113	-0.01	mzspec:MSV000084900:G73642_2x_RB3_01_19113:scan:1342	1	0.7	5	MSV000084900	NoID	MSV000084900	G73642_2x_RB3_01_19113.mzXML	plant
