file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	Filepath	Filename	MassIVE	Taxaname_file	Taxa_NCBI	ReDU_Availability	Blank	QC
mzspec:MSV000085101:BR_pos	0.0	mzspec:MSV000085101:BR_pos:scan:11930	1	0.88	5	MSV000085101	NoID	MSV000085101/ccms_peak/BR_pos.mzML	MSV000085101/BR_pos.mzML	MSV000085101	Smallanthus sonchifolius	185202	No	No	No
mzspec:MSV000082967:VC-2_17_RF11_01_30268	-0.0	mzspec:MSV000082967:VC-2_17_RF11_01_30268:scan:2649	1	0.76	7	MSV000082967	NoID	MSV000082967/ccms_peak/2D mapping/Valencia/VC-2_17_RF11_01_30268.mzML	MSV000082967/VC-2_17_RF11_01_30268.mzML	MSV000082967	Citrus sinensis	2711	No	No	No
mzspec:MSV000082967:VC-2_37_RH7_01_30290	0.0	mzspec:MSV000082967:VC-2_37_RH7_01_30290:scan:3156	1	0.75	8	MSV000082967	NoID	MSV000082967/ccms_peak/2D mapping/Valencia/VC-2_37_RH7_01_30290.mzML	MSV000082967/VC-2_37_RH7_01_30290.mzML	MSV000082967	Citrus sinensis	2711	No	No	No
mzspec:MSV000082967:VC-2_36_RH6_01_30289	0.0	mzspec:MSV000082967:VC-2_36_RH6_01_30289:scan:3165	1	0.74	7	MSV000082967	NoID	MSV000082967/ccms_peak/2D mapping/Valencia/VC-2_36_RH6_01_30289.mzML	MSV000082967/VC-2_36_RH6_01_30289.mzML	MSV000082967	Citrus sinensis	2711	No	No	No
mzspec:MSV000082967:Blank_RH11_01_30294	0.0	mzspec:MSV000082967:Blank_RH11_01_30294:scan:3208	1	0.74	7	MSV000082967	NoID	MSV000082967/ccms_peak/2D mapping/Blanks/Blank_RH11_01_30294.mzML	MSV000082967/Blank_RH11_01_30294.mzML	MSV000082967	Blank	Blank	No	Yes	No
mzspec:MSV000082962:11-20-5_23_RE5_01_30872	-0.0	mzspec:MSV000082962:11-20-5_23_RE5_01_30872:scan:4786	1	0.73	7	MSV000082962	NoID	MSV000082962/ccms_peak/Branch_Bridal/Samples/Healthy/11-20-5_23_RE5_01_30872.mzML	MSV000082962/11-20-5_23_RE5_01_30872.mzML	MSV000082962	Citrus sinensis	2711	Yes	No	No
mzspec:MSV000082962:11-20-4_60_RB10_01_30838	0.0	mzspec:MSV000082962:11-20-4_60_RB10_01_30838:scan:3874	1	0.73	7	MSV000082962	NoID	MSV000082962/ccms_peak/Branch_Bridal/Samples/Healthy/11-20-4_60_RB10_01_30838.mzML	MSV000082962/11-20-4_60_RB10_01_30838.mzML	MSV000082962	Citrus sinensis	2711	Yes	No	No
mzspec:MSV000082967:VC-2_24_RG6_01_30276	0.0	mzspec:MSV000082967:VC-2_24_RG6_01_30276:scan:3122	1	0.73	6	MSV000082967	NoID	MSV000082967/ccms_peak/2D mapping/Valencia/VC-2_24_RG6_01_30276.mzML	MSV000082967/VC-2_24_RG6_01_30276.mzML	MSV000082967	Citrus sinensis	2711	No	No	No
mzspec:MSV000082962:11-20-4_51_RB1_01_30829	0.0	mzspec:MSV000082962:11-20-4_51_RB1_01_30829:scan:4312	1	0.72	7	MSV000082962	NoID	MSV000082962/ccms_peak/Branch_Bridal/Samples/Healthy/11-20-4_51_RB1_01_30829.mzML	MSV000082962/11-20-4_51_RB1_01_30829.mzML	MSV000082962	Citrus sinensis	2711	Yes	No	No
mzspec:MSV000082967:VC-2_33_RH3_01_30286	0.0	mzspec:MSV000082967:VC-2_33_RH3_01_30286:scan:3064	1	0.72	6	MSV000082967	NoID	MSV000082967/ccms_peak/2D mapping/Valencia/VC-2_33_RH3_01_30286.mzML	MSV000082967/VC-2_33_RH3_01_30286.mzML	MSV000082967	Citrus sinensis	2711	No	No	No
mzspec:MSV000082967:VC-2_11_RF5_01_30262	0.0	mzspec:MSV000082967:VC-2_11_RF5_01_30262:scan:3074	1	0.72	6	MSV000082967	NoID	MSV000082967/ccms_peak/2D mapping/Valencia/VC-2_11_RF5_01_30262.mzML	MSV000082967/VC-2_11_RF5_01_30262.mzML	MSV000082967	Citrus sinensis	2711	No	No	No
mzspec:MSV000082967:VC-2_9_RF3_01_30260	-0.0	mzspec:MSV000082967:VC-2_9_RF3_01_30260:scan:3063	1	0.72	6	MSV000082967	NoID	MSV000082967/ccms_peak/2D mapping/Valencia/VC-2_9_RF3_01_30260.mzML	MSV000082967/VC-2_9_RF3_01_30260.mzML	MSV000082967	Citrus sinensis	2711	No	No	No
mzspec:MSV000082962:11-20-3_27_RE1_01_30760	-0.0	mzspec:MSV000082962:11-20-3_27_RE1_01_30760:scan:3209	1	0.71	7	MSV000082962	NoID	MSV000082962/ccms_peak/Branch_Bridal/Samples/Healthy/11-20-3_27_RE1_01_30760.mzML	MSV000082962/11-20-3_27_RE1_01_30760.mzML	MSV000082962	Citrus sinensis	2711	Yes	No	No
mzspec:MSV000082967:VC-2_31_RH1_01_30284	0.0	mzspec:MSV000082967:VC-2_31_RH1_01_30284:scan:3186	1	0.71	7	MSV000082967	NoID	MSV000082967/ccms_peak/2D mapping/Valencia/VC-2_31_RH1_01_30284.mzML	MSV000082967/VC-2_31_RH1_01_30284.mzML	MSV000082967	Citrus sinensis	2711	No	No	No
mzspec:MSV000082967:VC-2_25_RG7_01_30277	0.0	mzspec:MSV000082967:VC-2_25_RG7_01_30277:scan:3045	1	0.71	6	MSV000082967	NoID	MSV000082967/ccms_peak/2D mapping/Valencia/VC-2_25_RG7_01_30277.mzML	MSV000082967/VC-2_25_RG7_01_30277.mzML	MSV000082967	Citrus sinensis	2711	No	No	No
mzspec:MSV000082962:11-20-4_22_RG8_01_30793	0.0	mzspec:MSV000082962:11-20-4_22_RG8_01_30793:scan:5531	1	0.71	6	MSV000082962	NoID	MSV000082962/ccms_peak/Branch_Bridal/Samples/Healthy/11-20-4_22_RG8_01_30793.mzML	MSV000082962/11-20-4_22_RG8_01_30793.mzML	MSV000082962	Citrus sinensis	2711	Yes	No	No
mzspec:MSV000082967:VC-2_19_RG1_01_30271	0.0	mzspec:MSV000082967:VC-2_19_RG1_01_30271:scan:3170	1	0.71	6	MSV000082967	NoID	MSV000082967/ccms_peak/2D mapping/Valencia/VC-2_19_RG1_01_30271.mzML	MSV000082967/VC-2_19_RG1_01_30271.mzML	MSV000082967	Citrus sinensis	2711	No	No	No
mzspec:MSV000082962:11-20-5_49_RG7_01_30900	-0.0	mzspec:MSV000082962:11-20-5_49_RG7_01_30900:scan:4570	1	0.71	6	MSV000082962	NoID	MSV000082962/ccms_peak/Branch_Bridal/Samples/Healthy/11-20-5_49_RG7_01_30900.mzML	MSV000082962/11-20-5_49_RG7_01_30900.mzML	MSV000082962	Citrus sinensis	2711	Yes	No	No
mzspec:MSV000082962:11-20-3_5_RC3_01_30736	-0.0	mzspec:MSV000082962:11-20-3_5_RC3_01_30736:scan:4854	1	0.71	6	MSV000082962	NoID	MSV000082962/ccms_peak/Branch_Bridal/Samples/Healthy/11-20-3_5_RC3_01_30736.mzML	MSV000082962/11-20-3_5_RC3_01_30736.mzML	MSV000082962	Citrus sinensis	2711	Yes	No	No
mzspec:MSV000082967:VC-2_38_RH8_01_30291	0.0	mzspec:MSV000082967:VC-2_38_RH8_01_30291:scan:3212	1	0.71	6	MSV000082967	NoID	MSV000082967/ccms_peak/2D mapping/Valencia/VC-2_38_RH8_01_30291.mzML	MSV000082967/VC-2_38_RH8_01_30291.mzML	MSV000082967	Citrus sinensis	2711	No	No	No
mzspec:MSV000082967:VC-2_26_RG8_01_30278	0.0	mzspec:MSV000082967:VC-2_26_RG8_01_30278:scan:3122	1	0.7	7	MSV000082967	NoID	MSV000082967/ccms_peak/2D mapping/Valencia/VC-2_26_RG8_01_30278.mzML	MSV000082967/VC-2_26_RG8_01_30278.mzML	MSV000082967	Citrus sinensis	2711	No	No	No
mzspec:MSV000082967:VC-2_5_RE11_01_30255	-0.0	mzspec:MSV000082967:VC-2_5_RE11_01_30255:scan:2887	1	0.7	6	MSV000082967	NoID	MSV000082967/ccms_peak/2D mapping/Valencia/VC-2_5_RE11_01_30255.mzML	MSV000082967/VC-2_5_RE11_01_30255.mzML	MSV000082967	Citrus sinensis	2711	No	No	No
mzspec:MSV000082967:VC-2_12_RF6_01_30263	-0.0	mzspec:MSV000082967:VC-2_12_RF6_01_30263:scan:3056	1	0.7	6	MSV000082967	NoID	MSV000082967/ccms_peak/2D mapping/Valencia/VC-2_12_RF6_01_30263.mzML	MSV000082967/VC-2_12_RF6_01_30263.mzML	MSV000082967	Citrus sinensis	2711	No	No	No
mzspec:MSV000082962:EtOH_blank_GE7_01_30720	-0.0	mzspec:MSV000082962:EtOH_blank_GE7_01_30720:scan:4417	1	0.7	5	MSV000082962	NoID	MSV000082962/ccms_peak/Branch_Bridal/Blanks/EtOH_blank_GE7_01_30720.mzML	MSV000082962/EtOH_blank_GE7_01_30720.mzML	MSV000082962	Blank	Blank	No	Yes	No
mzspec:MSV000082962:11-20-4_21_RG7_01_30792	-0.0	mzspec:MSV000082962:11-20-4_21_RG7_01_30792:scan:4359	1	0.7	5	MSV000082962	NoID	MSV000082962/ccms_peak/Branch_Bridal/Samples/Healthy/11-20-4_21_RG7_01_30792.mzML	MSV000082962/11-20-4_21_RG7_01_30792.mzML	MSV000082962	Citrus sinensis	2711	Yes	No	No
