file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G000073461_170522182039	0.0	mzspec:MSV000084900:G000073461_170522182039:scan:3702	1	0.96	15	MSV000084900	NoID	MSV000084900	G000073461_170522182039.mzXML	complex
mzspec:MSV000084900:G000073462_170522183406	0.0	mzspec:MSV000084900:G000073462_170522183406:scan:3706	1	0.95	15	MSV000084900	NoID	MSV000084900	G000073462_170522183406.mzXML	complex
mzspec:MSV000084900:G000073460_170522180710	0.0	mzspec:MSV000084900:G000073460_170522180710:scan:3637	1	0.95	14	MSV000084900	NoID	MSV000084900	G000073460_170522180710.mzXML	plant
mzspec:MSV000084900:G87517_1x_rerun_RE8_01_26483	0.0	mzspec:MSV000084900:G87517_1x_rerun_RE8_01_26483:scan:2181	1	0.81	15	MSV000084900	NoID	MSV000084900	G87517_1x_rerun_RE8_01_26483.mzXML	kombucha
mzspec:MSV000084900:G87414_1x_BF4_01_26126	-0.0	mzspec:MSV000084900:G87414_1x_BF4_01_26126:scan:2189	1	0.8	14	MSV000084900	NoID	MSV000084900	G87414_1x_BF4_01_26126.mzXML	goat cheese
mzspec:MSV000084900:VA10_2x_RB10_01_21622	0.0	mzspec:MSV000084900:VA10_2x_RB10_01_21622:scan:2185	1	0.77	14	MSV000084900	NoID	MSV000084900	VA10_2x_RB10_01_21622.mzXML	complex
mzspec:MSV000084900:G83342_1x_rerun_RA2_01_21721	0.0	mzspec:MSV000084900:G83342_1x_rerun_RA2_01_21721:scan:2103	1	0.77	14	MSV000084900	NoID	MSV000084900	G83342_1x_rerun_RA2_01_21721.mzXML	complex
mzspec:MSV000084900:G86867_1x_RB11_01_23502	-0.0	mzspec:MSV000084900:G86867_1x_RB11_01_23502:scan:2178	1	0.77	13	MSV000084900	NoID	MSV000084900	G86867_1x_RB11_01_23502.mzXML	dairy
mzspec:MSV000084900:G86703_1x_RG6_01_21844	-0.0	mzspec:MSV000084900:G86703_1x_RG6_01_21844:scan:2181	1	0.76	14	MSV000084900	NoID	MSV000084900	G86703_1x_RG6_01_21844.mzXML	complex
mzspec:MSV000084900:G87548_1x_RC10_01_26267	-0.0	mzspec:MSV000084900:G87548_1x_RC10_01_26267:scan:2201	1	0.76	14	MSV000084900	NoID	MSV000084900	G87548_1x_RC10_01_26267.mzXML	navel orange
mzspec:MSV000084900:G83353_1x_BC10_01_21882	-0.0	mzspec:MSV000084900:G83353_1x_BC10_01_21882:scan:2162	1	0.76	13	MSV000084900	NoID	MSV000084900	G83353_1x_BC10_01_21882.mzXML	complex
mzspec:MSV000084900:G87415_1x_BA3_01_26135	-0.0	mzspec:MSV000084900:G87415_1x_BA3_01_26135:scan:2157	1	0.76	13	MSV000084900	NoID	MSV000084900	G87415_1x_BA3_01_26135.mzXML	quinoa
mzspec:MSV000084900:G83314_5x_RA10_01_21409	0.0	mzspec:MSV000084900:G83314_5x_RA10_01_21409:scan:2210	1	0.76	13	MSV000084900	NoID	MSV000084900	G83314_5x_RA10_01_21409.mzXML	red beet
mzspec:MSV000084900:G86859_1x_3ul_RB5_01_23507	-0.0	mzspec:MSV000084900:G86859_1x_3ul_RB5_01_23507:scan:2154	1	0.76	13	MSV000084900	NoID	MSV000084900	G86859_1x_3ul_RB5_01_23507.mzXML	complex
mzspec:MSV000084900:cw71.R1.skin_G86763_5x_witt_RB12_01_21687	-0.0	mzspec:MSV000084900:cw71.R1.skin_G86763_5x_witt_RB12_01_21687:scan:2070	1	0.76	13	MSV000084900	NoID	MSV000084900	cw71.R1.skin_G86763_5x_witt_RB12_01_21687.mzXML	apple
mzspec:MSV000084900:G78960_p19_g7_GA7_01_21676	0.0	mzspec:MSV000084900:G78960_p19_g7_GA7_01_21676:scan:2202	1	0.76	13	MSV000084900	NoID	MSV000084900	G78960_p19_g7_GA7_01_21676.mzXML	meat
mzspec:MSV000084900:73471_1x_rerun_BA4_01_21391	0.0	mzspec:MSV000084900:73471_1x_rerun_BA4_01_21391:scan:2192	1	0.76	12	MSV000084900	NoID	MSV000084900	73471_1x_rerun_BA4_01_21391.mzXML	apple
mzspec:MSV000084900:G86704_1x_RF6_01_21832	-0.0	mzspec:MSV000084900:G86704_1x_RF6_01_21832:scan:2198	1	0.75	13	MSV000084900	NoID	MSV000084900	G86704_1x_RF6_01_21832.mzXML	complex
mzspec:MSV000084900:G87550_1x_BH2_01_26646	-0.0	mzspec:MSV000084900:G87550_1x_BH2_01_26646:scan:2205	1	0.75	13	MSV000084900	NoID	MSV000084900	G87550_1x_BH2_01_26646.mzXML	complex
mzspec:MSV000084900:G83338_1x_RF2_01_21716	-0.0	mzspec:MSV000084900:G83338_1x_RF2_01_21716:scan:2201	1	0.75	13	MSV000084900	NoID	MSV000084900	G83338_1x_RF2_01_21716.mzXML	complex
mzspec:MSV000084900:G87327_RB3_01_26083	0.0	mzspec:MSV000084900:G87327_RB3_01_26083:scan:2129	1	0.75	13	MSV000084900	NoID	MSV000084900	G87327_RB3_01_26083.mzXML	iceberg lettuce
mzspec:MSV000084900:G86866_1x_RB10_01_23501	-0.0	mzspec:MSV000084900:G86866_1x_RB10_01_23501:scan:2175	1	0.75	13	MSV000084900	NoID	MSV000084900	G86866_1x_RB10_01_23501.mzXML	fruit
mzspec:MSV000084900:G87554_1x_RD8_01_26280	0.0	mzspec:MSV000084900:G87554_1x_RD8_01_26280:scan:2192	1	0.75	13	MSV000084900	NoID	MSV000084900	G87554_1x_RD8_01_26280.mzXML	lime
mzspec:MSV000084900:G83329_5x_RA3_01_21692	0.0	mzspec:MSV000084900:G83329_5x_RA3_01_21692:scan:2097	1	0.75	12	MSV000084900	NoID	MSV000084900	G83329_5x_RA3_01_21692.mzXML	complex
