file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	Filepath	Filename	MassIVE	Taxaname_file	Taxa_NCBI	ReDU_Availability	Blank	QC
mzspec:MSV000087872:Melissa-officinalis-leaf-nBuOH	-0.02	mzspec:MSV000087872:Melissa-officinalis-leaf-nBuOH:scan:4058	1	0.78	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Melissa-officinalis-leaf-nBuOH.mzML	MSV000087872/Melissa-officinalis-leaf-nBuOH.mzML	MSV000087872	Melissa officinalis	39338	No	No	No
mzspec:MSV000085129:02387_Pl_9	-0.01	mzspec:MSV000085129:02387_Pl_9:scan:3016	1	0.78	5	MSV000085129	NoID	MSV000085129/ccms_peak/mzMLs_1/02387_Pl_9.mzML	MSV000085129/02387_Pl_9.mzML	MSV000085129	Magnoliopsida	3398	No	No	No
mzspec:MSV000087872:Kummerowia-striata-nBuOH	-0.01	mzspec:MSV000087872:Kummerowia-striata-nBuOH:scan:4175	1	0.76	6	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Kummerowia-striata-nBuOH.mzML	MSV000087872/Kummerowia-striata-nBuOH.mzML	MSV000087872	Kummerowia striata	466223	No	No	No
mzspec:MSV000087872:Podocarpus-macrophyllus-flower-nBuOH	-0.01	mzspec:MSV000087872:Podocarpus-macrophyllus-flower-nBuOH:scan:4256	1	0.76	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Podocarpus-macrophyllus-flower-nBuOH.mzML	MSV000087872/Podocarpus-macrophyllus-flower-nBuOH.mzML	MSV000087872	Podocarpus macrophyllus	58043	No	No	No
mzspec:MSV000083274:PiperNigrum_Leaf	-0.02	mzspec:MSV000083274:PiperNigrum_Leaf:scan:11620	1	0.75	5	MSV000083274	NoID	MSV000083274/peak/PiperNigrum_Leaf.mzML	MSV000083274/PiperNigrum_Leaf.mzML	MSV000083274	Piper nigrum	13216	No	No	No
mzspec:MSV000083274:PiperNigrum_Stem	-0.02	mzspec:MSV000083274:PiperNigrum_Stem:scan:11651	1	0.75	5	MSV000083274	NoID	MSV000083274/peak/PiperNigrum_Stem.mzML	MSV000083274/PiperNigrum_Stem.mzML	MSV000083274	Piper nigrum	13216	No	No	No
mzspec:MSV000087872:Juniperus-horizontalis-stem-nBuOH	-0.02	mzspec:MSV000087872:Juniperus-horizontalis-stem-nBuOH:scan:4210	1	0.75	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Juniperus-horizontalis-stem-nBuOH.mzML	MSV000087872/Juniperus-horizontalis-stem-nBuOH.mzML	MSV000087872	Juniperus horizontalis	669713	No	No	No
mzspec:MSV000087872:Ulmus-rubra-stem-nBuOH	-0.01	mzspec:MSV000087872:Ulmus-rubra-stem-nBuOH:scan:4067	1	0.75	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Ulmus-rubra-stem-nBuOH.mzML	MSV000087872/Ulmus-rubra-stem-nBuOH.mzML	MSV000087872	Ulmus rubra	102693	No	No	No
mzspec:MSV000087872:Saccharum-officinarum-stem-nBuOH	-0.02	mzspec:MSV000087872:Saccharum-officinarum-stem-nBuOH:scan:3924	1	0.75	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Saccharum-officinarum-stem-nBuOH.mzML	MSV000087872/Saccharum-officinarum-stem-nBuOH.mzML	MSV000087872	Saccharum officinarum	4547	No	No	No
mzspec:MSV000083411:5-4_lo_3	-0.01	mzspec:MSV000083411:5-4_lo_3:scan:3755	1	0.75	5	MSV000083411	NoID	MSV000083411/ccms_peak/5-4_lo_3.mzML	MSV000083411/5-4_lo_3.mzML	MSV000083411	Angelica keiskei	357850	No	No	No
