Dataset	Frequency
MSV000079697	387
MSV000079706	24
MSV000079707	20
MSV000079709	65
MSV000079710	51
MSV000079712	2
MSV000079714	12
MSV000079717	56
MSV000079718	33
MSV000079719	20
MSV000079720	108
MSV000080443	2
MSV000080627	27
MSV000080905	18
MSV000082433	73
MSV000082953	84
MSV000083320	24
MSV000083541	1
MSV000083559	128
MSV000084314	23
MSV000086208	1
MSV000086209	8
MSV000086221	1
MSV000086415	31
MSV000087087	3
MSV000087612	8
MSV000087872	1
MSV000087948	6
MSV000088137	4
MSV000088842	7
