file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G000073462_170522183406	0.0	mzspec:MSV000084900:G000073462_170522183406:scan:3312	1	0.93	10	MSV000084900	NoID	MSV000084900	G000073462_170522183406.mzXML	complex
mzspec:MSV000084900:G000073461_170522182039	0.0	mzspec:MSV000084900:G000073461_170522182039:scan:3300	1	0.89	9	MSV000084900	NoID	MSV000084900	G000073461_170522182039.mzXML	complex
mzspec:MSV000084900:G000073460_170522180710	0.0	mzspec:MSV000084900:G000073460_170522180710:scan:3228	1	0.88	9	MSV000084900	NoID	MSV000084900	G000073460_170522180710.mzXML	plant
mzspec:MSV000084900:73502_1x_BH5_01_20779	0.0	mzspec:MSV000084900:73502_1x_BH5_01_20779:scan:1903	1	0.79	9	MSV000084900	NoID	MSV000084900	73502_1x_BH5_01_20779.mzXML	fleshy fruit
mzspec:MSV000084900:G86768_1x_BC11_01_23158	0.0	mzspec:MSV000084900:G86768_1x_BC11_01_23158:scan:1942	1	0.79	8	MSV000084900	NoID	MSV000084900	G86768_1x_BC11_01_23158.mzXML	complex
mzspec:MSV000084900:G86804_1x_BB11_01_23144	0.0	mzspec:MSV000084900:G86804_1x_BB11_01_23144:scan:1960	1	0.76	8	MSV000084900	NoID	MSV000084900	G86804_1x_BB11_01_23144.mzXML	complex
mzspec:MSV000084900:G86849_1x_RA5_01_23478	-0.0	mzspec:MSV000084900:G86849_1x_RA5_01_23478:scan:1919	1	0.76	5	MSV000084900	NoID	MSV000084900	G86849_1x_RA5_01_23478.mzXML	cream_cow
mzspec:MSV000084900:G87351_1x_BE8_01_26057	-0.0	mzspec:MSV000084900:G87351_1x_BE8_01_26057:scan:1909	1	0.72	8	MSV000084900	NoID	MSV000084900	G87351_1x_BE8_01_26057.mzXML	cricket
mzspec:MSV000084900:G87443_1x_BE6_01_26053	-0.0	mzspec:MSV000084900:G87443_1x_BE6_01_26053:scan:1880	1	0.72	7	MSV000084900	NoID	MSV000084900	G87443_1x_BE6_01_26053.mzXML	animal
mzspec:MSV000084900:G87308_RC2_01_26097	0.0	mzspec:MSV000084900:G87308_RC2_01_26097:scan:1905	1	0.71	7	MSV000084900	NoID	MSV000084900	G87308_RC2_01_26097.mzXML	red cabbage
