file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G79360_5x_RC5_01_21431	0.0	mzspec:MSV000084900:G79360_5x_RC5_01_21431:scan:1381	1	0.78	6	MSV000084900	NoID	MSV000084900	G79360_5x_RC5_01_21431.mzXML	complex
mzspec:MSV000084900:G74019_5x_RB3_01_19487	0.0	mzspec:MSV000084900:G74019_5x_RB3_01_19487:scan:1397	1	0.77	5	MSV000084900	NoID	MSV000084900	G74019_5x_RB3_01_19487.mzXML	plant
mzspec:MSV000084900:G78974_2x_RA11_01_19107	-0.0	mzspec:MSV000084900:G78974_2x_RA11_01_19107:scan:1401	1	0.75	5	MSV000084900	NoID	MSV000084900	G78974_2x_RA11_01_19107.mzXML	plant
mzspec:MSV000084900:G75229_1x_10ul_RA7_01_19775	0.0	mzspec:MSV000084900:G75229_1x_10ul_RA7_01_19775:scan:1367	1	0.74	6	MSV000084900	NoID	MSV000084900	G75229_1x_10ul_RA7_01_19775.mzXML	plant
mzspec:MSV000084900:RB12_tk2_RB12_01_49126	-0.0	mzspec:MSV000084900:RB12_tk2_RB12_01_49126:scan:1319	1	0.74	5	MSV000084900	NoID	MSV000084900	RB12_tk2_RB12_01_49126.mzXML	walnut
mzspec:MSV000084900:G75709_rerun_5ul_RD9_01_17672	0.0	mzspec:MSV000084900:G75709_rerun_5ul_RD9_01_17672:scan:1395	1	0.73	5	MSV000084900	NoID	MSV000084900	G75709_rerun_5ul_RD9_01_17672.mzXML	long grain brown rice
mzspec:MSV000084900:G78920_RB3_01_17538	-0.0	mzspec:MSV000084900:G78920_RB3_01_17538:scan:1383	1	0.73	5	MSV000084900	NoID	MSV000084900	G78920_RB3_01_17538.mzXML	pumpkin
mzspec:MSV000084900:G96270_5x_RA12_01_32598	0.0	mzspec:MSV000084900:G96270_5x_RA12_01_32598:scan:1138	1	0.72	6	MSV000084900	NoID	MSV000084900	G96270_5x_RA12_01_32598.mzXML	beef
mzspec:MSV000084900:G72663_RF10_01_17619	0.0	mzspec:MSV000084900:G72663_RF10_01_17619:scan:1262	1	0.72	6	MSV000084900	NoID	MSV000084900	G72663_RF10_01_17619.mzXML	poppy seed
mzspec:MSV000084900:G83223_5x_RB3_01_21416	-0.0	mzspec:MSV000084900:G83223_5x_RB3_01_21416:scan:1573	1	0.72	5	MSV000084900	NoID	MSV000084900	G83223_5x_RB3_01_21416.mzXML	complex
mzspec:MSV000084900:G87381_RA5_01_26070	0.0	mzspec:MSV000084900:G87381_RA5_01_26070:scan:1292	1	0.72	5	MSV000084900	NoID	MSV000084900	G87381_RA5_01_26070.mzXML	rosemary
mzspec:MSV000084900:G73642_2x_RB3_01_19113	-0.04	mzspec:MSV000084900:G73642_2x_RB3_01_19113:scan:1617	1	0.72	5	MSV000084900	NoID	MSV000084900	G73642_2x_RB3_01_19113.mzXML	plant
mzspec:MSV000084900:G96379_5x_RH11_01_32749	0.0	mzspec:MSV000084900:G96379_5x_RH11_01_32749:scan:1370	1	0.71	6	MSV000084900	NoID	MSV000084900	G96379_5x_RH11_01_32749.mzXML	beef
mzspec:MSV000084900:G79327_5x_BG2_01_19343	0.0	mzspec:MSV000084900:G79327_5x_BG2_01_19343:scan:1372	1	0.71	5	MSV000084900	NoID	MSV000084900	G79327_5x_BG2_01_19343.mzXML	horse, mixed meat
mzspec:MSV000084900:G87604_1x_RD11_01_26283	-0.03	mzspec:MSV000084900:G87604_1x_RD11_01_26283:scan:1590	1	0.71	5	MSV000084900	NoID	MSV000084900	G87604_1x_RD11_01_26283.mzXML	fuerte avocado
mzspec:MSV000084900:G83215_5x_RE2_01_21469	0.0	mzspec:MSV000084900:G83215_5x_RE2_01_21469:scan:1574	1	0.71	5	MSV000084900	NoID	MSV000084900	G83215_5x_RE2_01_21469.mzXML	fruit
mzspec:MSV000084900:G79691_5x_RC12_01_19500	-0.0	mzspec:MSV000084900:G79691_5x_RC12_01_19500:scan:1084	1	0.71	5	MSV000084900	NoID	MSV000084900	G79691_5x_RC12_01_19500.mzXML	black olive
mzspec:MSV000084900:G74054_1x_10ul_RB10_01_19794	0.0	mzspec:MSV000084900:G74054_1x_10ul_RB10_01_19794:scan:1341	1	0.71	5	MSV000084900	NoID	MSV000084900	G74054_1x_10ul_RB10_01_19794.mzXML	sesame oil
mzspec:MSV000084900:G79665_1x_10ul_BB11_01_20281	-0.0	mzspec:MSV000084900:G79665_1x_10ul_BB11_01_20281:scan:1094	1	0.7	5	MSV000084900	NoID	MSV000084900	G79665_1x_10ul_BB11_01_20281.mzXML	honey
mzspec:MSV000084900:G87416_1x_BA2_01_26134	0.0	mzspec:MSV000084900:G87416_1x_BA2_01_26134:scan:1534	1	0.7	5	MSV000084900	NoID	MSV000084900	G87416_1x_BA2_01_26134.mzXML	chia
mzspec:MSV000084900:G90219_1x_BA6_01_26543	-0.04	mzspec:MSV000084900:G90219_1x_BA6_01_26543:scan:1647	1	0.7	5	MSV000084900	NoID	MSV000084900	G90219_1x_BA6_01_26543.mzXML	avocado
