Dataset	Frequency
MSV000079389	6
MSV000079523	3
MSV000079697	667
MSV000079706	57
MSV000079707	44
MSV000079709	78
MSV000079710	90
MSV000079712	39
MSV000079714	65
MSV000079717	78
MSV000079718	59
MSV000079719	32
MSV000079720	130
MSV000080442	3
MSV000080443	1
MSV000080444	1
MSV000080627	10
MSV000080905	13
MSV000081463	7
MSV000081694	5
MSV000082433	124
MSV000082490	113
MSV000082493	3
MSV000082891	2
MSV000082924	5
MSV000082953	103
MSV000083300	116
MSV000083320	1
MSV000083475	5
MSV000083541	26
MSV000083559	11
MSV000084314	23
MSV000084322	2
MSV000085944	50
MSV000086415	19
MSV000087087	31
MSV000087612	16
MSV000088137	203
MSV000088640	64
MSV000088842	28
MSV000089210	1
