Delta Mass	USI	Cosine	Matching Peaks	Status
0.0	mzspec:MSV000087087:5556817:scan:1811	0.82	7	NoID
0.0	mzspec:MSV000088137:mars00037:scan:1790	0.82	7	NoID
0.0	mzspec:MSV000088137:mars00005:scan:1779	0.82	7	NoID
-0.0	mzspec:MSV000086415:11259716:scan:1761	0.82	7	NoID
-0.0	mzspec:MSV000086415:41417981:scan:1777	0.82	7	NoID
0.0	mzspec:MSV000088137:2259:scan:1750	0.82	7	NoID
-0.0	mzspec:MSV000087087:5556818:scan:1808	0.82	7	NoID
0.0	mzspec:MSV000088137:mars00090:scan:1792	0.82	7	NoID
0.0	mzspec:MSV000086415:20267709:scan:1732	0.82	7	NoID
-0.0	mzspec:MSV000086415:50109477_rerun:scan:1765	0.81	8	NoID
0.0	mzspec:MSV000088137:mars00055:scan:1789	0.81	7	NoID
0.0	mzspec:MSV000086415:34726040:scan:1725	0.81	7	NoID
0.0	mzspec:MSV000088137:mars00023:scan:1783	0.81	7	NoID
0.0	mzspec:MSV000088137:mars00020:scan:1796	0.81	7	NoID
0.0	mzspec:MSV000088137:2252:scan:1739	0.81	7	NoID
-0.0	mzspec:MSV000087087:5556829:scan:1809	0.81	7	NoID
0.0	mzspec:MSV000087087:5556687:scan:1797	0.81	7	NoID
-0.01	mzspec:MSV000084314:MSV000086415:scan:252372	0.81	7	NoID
0.0	mzspec:MSV000087948:CMI_YC1_05ul:scan:1766	0.81	6	NoID
-0.05	mzspec:MSV000086415:11455792:scan:1760	0.8	8	NoID
0.0	mzspec:MSV000088137:2179:scan:1762	0.8	7	NoID
0.0	mzspec:MSV000087087:5556787:scan:1797	0.8	7	NoID
0.0	mzspec:MSV000088137:2156:scan:1780	0.8	7	NoID
0.0	mzspec:MSV000088137:mars00046:scan:1792	0.8	7	NoID
0.0	mzspec:MSV000088137:2056:scan:1767	0.8	7	NoID
0.0	mzspec:MSV000088137:2235:scan:1762	0.8	7	NoID
-0.0	mzspec:MSV000087087:5556882:scan:1805	0.8	7	NoID
0.0	mzspec:MSV000083300:BP000097171_p:scan:1901	0.8	7	NoID
0.0	mzspec:MSV000086415:50410283_rerun:scan:1748	0.8	7	NoID
0.0	mzspec:MSV000087087:5556652:scan:1805	0.8	6	NoID
0.03	mzspec:MSV000081357:162472-oh012-sT1-jjk_GB1_01_12330:scan:1149	0.8	6	NoID
0.03	mzspec:MSV000082262:162472-oh012-sT1-jjk_GB1_01_12330:scan:1149	0.8	6	NoID
-0.05	mzspec:MSV000086415:20603141:scan:1729	0.79	7	NoID
0.0	mzspec:MSV000088137:mars00093:scan:1775	0.79	7	NoID
0.0	mzspec:MSV000088137:mars00024:scan:1787	0.79	7	NoID
0.0	mzspec:MSV000088137:2033:scan:1786	0.79	7	NoID
0.0	mzspec:MSV000088137:mars00081:scan:1778	0.79	7	NoID
0.0	mzspec:MSV000088137:2024:scan:1775	0.79	7	NoID
0.0	mzspec:MSV000088137:mars00113:scan:1763	0.79	7	NoID
0.0	mzspec:MSV000088137:2124:scan:1748	0.79	7	NoID
0.0	mzspec:MSV000088137:mars00007:scan:1793	0.79	7	NoID
-0.0	mzspec:MSV000088137:2087:scan:1781	0.79	7	NoID
0.0	mzspec:MSV000087087:5556614:scan:1805	0.79	7	NoID
-0.0	mzspec:MSV000086415:50302978_rerun:scan:1750	0.79	7	NoID
0.0	mzspec:MSV000088137:2159:scan:1760	0.79	6	NoID
0.0	mzspec:MSV000088640:6034860:scan:1636	0.79	6	NoID
0.0	mzspec:MSV000087948:CMI_YB6_05ul:scan:1763	0.79	6	NoID
0.04	mzspec:MSV000083559:11713.22.S.22G:scan:1357	0.79	6	NoID
0.0	mzspec:MSV000088137:mars00049:scan:1804	0.78	7	NoID
-0.0	mzspec:MSV000088137:2236:scan:1767	0.78	7	NoID
-0.05	mzspec:MSV000086415:Wash_Blank_20201029184819:scan:1663	0.78	7	NoID
0.0	mzspec:MSV000082433:M-347:scan:2087	0.78	7	NoID
-0.05	mzspec:MSV000086415:50102376:scan:1738	0.78	7	NoID
0.0	mzspec:MSV000087087:5556816:scan:1814	0.78	7	NoID
0.0	mzspec:MSV000088137:2094:scan:1784	0.78	7	NoID
0.0	mzspec:MSV000079718:group2_P1_G2:scan:1662	0.78	6	NoID
-0.0	mzspec:MSV000087087:5556669:scan:1802	0.78	6	NoID
0.0	mzspec:MSV000079697:group2_P1_G2:scan:1662	0.78	6	NoID
0.04	mzspec:MSV000083559:11713.19.S.19B:scan:1339	0.78	6	NoID
-0.04	mzspec:MSV000089558:ME_C6-B14:scan:2499	0.78	5	NoID
-0.04	mzspec:MSV000083995:TH_S2_DREADD_9_Post_09_BF2_01_44477:scan:1576	0.78	5	NoID
-0.05	mzspec:MSV000086415:Wash_Blank_20201029044335:scan:1670	0.77	8	NoID
0.0	mzspec:MSV000088137:2198:scan:1777	0.77	7	NoID
0.0	mzspec:MSV000086415:61142759:scan:1741	0.77	7	NoID
0.0	mzspec:MSV000088137:mars00045:scan:1764	0.77	7	NoID
0.0	mzspec:MSV000088137:2146:scan:1779	0.77	7	NoID
0.0	mzspec:MSV000088137:2149:scan:1773	0.77	7	NoID
0.0	mzspec:MSV000088137:2007:scan:1770	0.77	7	NoID
0.0	mzspec:MSV000086415:58006501:scan:1758	0.77	7	NoID
0.04	mzspec:MSV000079697:group1_P2_C4:scan:1590	0.77	6	NoID
0.0	mzspec:MSV000087087:5556874:scan:1809	0.77	6	NoID
-0.0	mzspec:MSV000083462:11712.SUBJECT43.SKIN.1061:scan:1294	0.77	6	NoID
-0.0	mzspec:MSV000083462:11712.SUBJECT17.SKIN.224:scan:1293	0.77	6	NoID
0.0	mzspec:MSV000088137:2131:scan:1593	0.77	6	NoID
0.04	mzspec:MSV000079709:group1_P2_C4:scan:1590	0.77	6	NoID
0.04	mzspec:MSV000079710:group1_P2_C4:scan:1590	0.77	6	NoID
0.0	mzspec:MSV000080905:P3_EMP_3:scan:1593	0.76	7	NoID
0.0	mzspec:MSV000087087:5556861:scan:1805	0.76	7	NoID
0.0	mzspec:MSV000088137:2269:scan:1786	0.76	7	NoID
-0.0	mzspec:MSV000088137:mars00104:scan:1757	0.76	7	NoID
0.0	mzspec:MSV000086415:20965598:scan:1765	0.76	7	NoID
-0.05	mzspec:MSV000086415:12788806:scan:1746	0.76	7	NoID
0.0	mzspec:MSV000086415:50410021:scan:1770	0.76	7	NoID
0.0	mzspec:MSV000088137:mars00015:scan:1800	0.76	6	NoID
0.0	mzspec:MSV000083462:11712.SUBJECT8.SKIN.1139:scan:1299	0.76	6	NoID
0.0	mzspec:MSV000088137:2076:scan:1737	0.76	6	NoID
0.04	mzspec:MSV000088640:6035096:scan:1354	0.76	6	NoID
0.0	mzspec:MSV000088137:2206:scan:1776	0.76	6	NoID
0.04	mzspec:MSV000079709:group1_P2_F8:scan:1577	0.76	6	NoID
0.04	mzspec:MSV000079697:group1_P2_F8:scan:1577	0.76	6	NoID
0.0	mzspec:MSV000084314:MSV000081357:scan:16780	0.76	6	NoID
-0.0	mzspec:MSV000088640:6034736:scan:1794	0.76	6	NoID
-0.04	mzspec:MSV000088137:mars000114:scan:2427	0.76	5	NoID
-0.04	mzspec:MSV000089558:ME_C3-B21:scan:1912	0.76	5	NoID
-0.04	mzspec:MSV000089558:ME_C8-E17:scan:2830	0.76	5	NoID
0.0	mzspec:MSV000088137:2212:scan:1789	0.75	7	NoID
0.0	mzspec:MSV000086415:20376029:scan:1726	0.75	7	NoID
0.04	mzspec:MSV000088842:45D:scan:1517	0.75	7	NoID
0.0	mzspec:MSV000088137:2046:scan:1780	0.75	7	NoID
-0.05	mzspec:MSV000086415:11392518:scan:1732	0.75	7	NoID
-0.05	mzspec:MSV000086415:35170130:scan:1742	0.75	7	NoID
0.0	mzspec:MSV000086415:Wash_Blank:scan:1544	0.75	7	NoID
0.0	mzspec:MSV000088137:2019:scan:1761	0.75	7	NoID
0.0	mzspec:MSV000088137:mars00101:scan:1789	0.75	7	NoID
0.0	mzspec:MSV000088137:2151:scan:1789	0.75	7	NoID
0.0	mzspec:MSV000088137:mars00019:scan:1776	0.75	6	NoID
-0.0	mzspec:MSV000083462:11712.SUBJECT26.STOOL.567:scan:1305	0.75	6	NoID
0.0	mzspec:MSV000087087:5556877:scan:1804	0.75	6	NoID
0.0	mzspec:MSV000088137:2187:scan:1746	0.75	6	NoID
0.0	mzspec:MSV000088137:2262:scan:1765	0.75	6	NoID
-0.0	mzspec:MSV000083462:11712.SUBJECT4.SKIN.859:scan:1296	0.75	6	NoID
-0.01	mzspec:MSV000083462:11712.SUBJECT7.ORAL.1106:scan:1305	0.75	6	NoID
-0.0	mzspec:MSV000083462:11712.SUBJECT4.STOOL.867:scan:1311	0.75	6	NoID
-0.0	mzspec:MSV000088137:2035:scan:1775	0.75	6	NoID
0.0	mzspec:MSV000088137:2138:scan:1754	0.75	6	NoID
0.01	mzspec:MSV000083462:11712.SUBJECT12.ORAL.1229.B:scan:1311	0.75	6	NoID
0.0	mzspec:MSV000083462:11712.SUBJECT8.ORAL.1128:scan:1310	0.75	6	NoID
0.0	mzspec:MSV000083462:11712.SUBJECT9.ORAL.1179:scan:1311	0.75	6	NoID
0.0	mzspec:MSV000083462:11712.SUBJECT28.STOOL.605:scan:1308	0.75	6	NoID
-0.04	mzspec:MSV000089558:ME_C8-E16:scan:1934	0.75	5	NoID
-0.04	mzspec:MSV000088137:mars00035:scan:2370	0.75	5	NoID
0.0	mzspec:MSV000079710:group1_P2_A8:scan:2059	0.75	5	NoID
0.0	mzspec:MSV000079697:group1_P2_A8:scan:2059	0.75	5	NoID
0.0	mzspec:MSV000084314:MSV000083559:scan:60640	0.75	5	NoID
0.0	mzspec:MSV000088137:2013:scan:1785	0.74	7	NoID
0.0	mzspec:MSV000088137:2216:scan:1739	0.74	7	NoID
0.0	mzspec:MSV000087612:27:scan:1757	0.74	7	NoID
0.0	mzspec:MSV000082433:M-471:scan:2116	0.74	7	NoID
0.0	mzspec:MSV000088137:2054:scan:1771	0.74	7	NoID
0.0	mzspec:MSV000088137:2181:scan:1803	0.74	7	NoID
0.0	mzspec:MSV000085944:skin_11_90_FH:scan:1906	0.74	7	NoID
-0.0	mzspec:MSV000082493:DM000077807_RG4_01_28688:scan:1672	0.74	7	NoID
0.0	mzspec:MSV000086415:10557081:scan:1762	0.74	7	NoID
-0.0	mzspec:MSV000083462:11712.SUBJECT1.STOOL.23:scan:1310	0.74	6	NoID
-0.0	mzspec:MSV000083462:11712.SUBJECT4.ORAL.841:scan:1311	0.74	6	NoID
0.01	mzspec:MSV000083462:11712.SUBJECT20.ORAL.404:scan:1306	0.74	6	NoID
0.01	mzspec:MSV000083462:11712.SUBJECT40.SKIN.902:scan:1299	0.74	6	NoID
0.0	mzspec:MSV000088137:mars00077:scan:1765	0.74	6	NoID
0.01	mzspec:MSV000082262:170191-NH019-St1-JJK_BD2_01_11562:scan:1288	0.74	6	NoID
0.0	mzspec:MSV000088137:2202:scan:1774	0.74	6	NoID
0.0	mzspec:MSV000088137:mars00028:scan:1798	0.74	6	NoID
-0.0	mzspec:MSV000088040:Clostridium_scindens_ATCC35704_CO-1:scan:1915	0.74	6	NoID
0.0	mzspec:MSV000083462:11712.SUBJECT26.STOOL.568:scan:1304	0.74	6	NoID
0.0	mzspec:MSV000082262:161997-NT1D014-St1-JJK_BF7_01_11597:scan:1294	0.74	6	NoID
-0.0	mzspec:MSV000083462:11712.SUBJECT41.SKIN.955:scan:1292	0.74	6	NoID
0.04	mzspec:MSV000082262:170168-OH014-St1-JJK_GH1_01_11682:scan:1156	0.74	6	NoID
0.0	mzspec:MSV000081357:161997-NT1D014-St1-JJK_BF7_01_11597:scan:1294	0.74	6	NoID
0.01	mzspec:MSV000081357:170191-NH019-St1-JJK_BD2_01_11562:scan:1288	0.74	6	NoID
0.0	mzspec:MSV000082262:161740-OH003-St1-JJK_GA3_01_11647:scan:1287	0.74	6	NoID
0.0	mzspec:MSV000081357:161740-OH003-St1-JJK_GA3_01_11647:scan:1287	0.74	6	NoID
0.0	mzspec:MSV000087948:CMI_YB7_05ul:scan:1772	0.74	6	NoID
0.04	mzspec:MSV000081357:170168-OH014-St1-JJK_GH1_01_11682:scan:1156	0.74	6	NoID
-0.04	mzspec:MSV000089558:ME_C3-E16:scan:1941	0.74	5	NoID
-0.04	mzspec:MSV000081486:FB01923263_RD3_01_14572:scan:2608	0.74	5	NoID
-0.04	mzspec:MSV000089558:ME_C10-B7:scan:2816	0.74	5	NoID
-0.04	mzspec:MSV000089558:ME_C6-B2:scan:2803	0.74	5	NoID
-0.04	mzspec:MSV000083689:G85250_BE5_01_35254:scan:1649	0.74	5	NoID
-0.04	mzspec:MSV000089558:ME_C2-E17:scan:1943	0.74	5	NoID
-0.04	mzspec:MSV000089313:14HM470:scan:1767	0.74	5	NoID
0.0	mzspec:MSV000088645:Blank_00_P06_no_inj:scan:1844	0.74	5	NoID
0.04	mzspec:MSV000088640:6035069:scan:1360	0.74	5	NoID
0.04	mzspec:MSV000079697:group1_P1_C5:scan:1632	0.74	5	NoID
0.04	mzspec:MSV000079709:group1_P1_C5:scan:1632	0.74	5	NoID
-0.0	mzspec:MSV000083559:11713.4.S.4D:scan:1625	0.74	5	NoID
0.0	mzspec:MSV000083462:11712.SUBJECT16.STOOL.201:scan:1311	0.74	5	NoID
-0.04	mzspec:MSV000089558:Blank_Solvent_5:scan:2751	0.74	5	NoID
-0.05	mzspec:MSV000086415:21000478:scan:1759	0.73	7	NoID
-0.05	mzspec:MSV000086415:50400835:scan:1736	0.73	7	NoID
-0.05	mzspec:MSV000086415:P6_Row_E_Blank:scan:1691	0.73	7	NoID
0.0	mzspec:MSV000088137:2173:scan:1781	0.73	7	NoID
0.0	mzspec:MSV000087087:5556800:scan:1809	0.73	7	NoID
0.0	mzspec:MSV000088137:mars00123:scan:1766	0.73	7	NoID
0.0	mzspec:MSV000088137:2254:scan:1787	0.73	7	NoID
-0.0	mzspec:MSV000086415:20656964:scan:1736	0.73	7	NoID
-0.0	mzspec:MSV000088137:2224:scan:1771	0.73	7	NoID
0.0	mzspec:MSV000088137:mars00080:scan:1779	0.73	7	NoID
0.0	mzspec:MSV000086415:Wash_Blank_20201028234821:scan:1546	0.73	7	NoID
0.0	mzspec:MSV000088137:2037:scan:1758	0.73	7	NoID
0.0	mzspec:MSV000079697:group4_P2_G7:scan:1664	0.73	6	NoID
0.0	mzspec:MSV000087087:5556667:scan:1784	0.73	6	NoID
0.0	mzspec:MSV000079714:group4_P2_G7:scan:1664	0.73	6	NoID
0.0	mzspec:MSV000079697:group2_P2_C1:scan:1667	0.73	6	NoID
0.04	mzspec:MSV000088640:6035062:scan:1357	0.73	6	NoID
-0.0	mzspec:MSV000082262:170210-OH023-St1-JJK_GE4_01_11670:scan:1288	0.73	6	NoID
0.03	mzspec:MSV000083462:11712.SUBJECT12.ORAL.64:scan:1167	0.73	6	NoID
-0.0	mzspec:MSV000083462:11712.SUBJECT4.SKIN.854:scan:1292	0.73	6	NoID
0.01	mzspec:MSV000081357:162069-OT1D012-St1-JJK_BC11_01_11557:scan:1290	0.73	6	NoID
0.04	mzspec:MSV000079697:group3_P2_G4:scan:1575	0.73	6	NoID
0.04	mzspec:MSV000079706:group3_P2_G4:scan:1575	0.73	6	NoID
-0.0	mzspec:MSV000083462:11712.SUBJECT9.ORAL.1176:scan:1310	0.73	6	NoID
0.01	mzspec:MSV000082262:162069-OT1D012-St1-JJK_BC11_01_11557:scan:1290	0.73	6	NoID
0.0	mzspec:MSV000083462:11712.SUBJECT14.SKIN.131:scan:1276	0.73	6	NoID
-0.0	mzspec:MSV000083462:11712.SUBJECT8.STOOL.1162:scan:1244	0.73	6	NoID
-0.05	mzspec:MSV000086415:92023910:scan:1744	0.73	6	NoID
-0.0	mzspec:MSV000081357:170210-OH023-St1-JJK_GE4_01_11670:scan:1288	0.73	6	NoID
0.0	mzspec:MSV000083320:99436:scan:1810	0.73	6	NoID
0.0	mzspec:MSV000079717:group2_P2_C1:scan:1667	0.73	6	NoID
-0.0	mzspec:MSV000083462:11712.SUBJECT25.ORAL.531:scan:1311	0.73	6	NoID
0.04	mzspec:MSV000085944:skin_10_600_FH:scan:1412	0.73	6	NoID
-0.01	mzspec:MSV000083462:11712.SUBJECT3.SKIN.632:scan:1287	0.73	6	NoID
0.0	mzspec:MSV000086415:31756046_rerun:scan:1743	0.73	6	NoID
0.0	mzspec:MSV000088137:2228:scan:1772	0.73	6	NoID
0.0	mzspec:MSV000088137:2222:scan:1739	0.73	6	NoID
-0.0	mzspec:MSV000088137:2171:scan:1714	0.73	6	NoID
0.0	mzspec:MSV000088137:2249:scan:1746	0.73	6	NoID
-0.0	mzspec:MSV000088137:2160:scan:1760	0.73	6	NoID
0.0	mzspec:MSV000088137:mars00053:scan:1793	0.73	6	NoID
0.0	mzspec:MSV000087087:5556620:scan:1808	0.73	6	NoID
0.0	mzspec:MSV000086415:20339740:scan:1735	0.73	6	NoID
0.0	mzspec:MSV000087087:4050195677:scan:1774	0.73	6	NoID
0.0	mzspec:MSV000084900:G73702_BH5_01_18759:scan:1372	0.73	5	NoID
-0.04	mzspec:MSV000089558:ME_C10-B21:scan:1954	0.73	5	NoID
0.0	mzspec:MSV000081936:G73702_BH5_01_18759:scan:1372	0.73	5	NoID
0.0	mzspec:MSV000083010:G73702_BH5_01_18759:scan:1372	0.73	5	NoID
0.0	mzspec:MSV000081673:G73702_BH5_01_18759:scan:1372	0.73	5	NoID
0.0	mzspec:MSV000082074:G73702_BH5_01_18759:scan:1372	0.73	5	NoID
0.0	mzspec:MSV000083559:11713.19.F.19A:scan:1604	0.73	5	NoID
0.0	mzspec:MSV000089313:14HM285:scan:1783	0.73	5	NoID
-0.05	mzspec:MSV000086415:Wash_Blank_20201022221836:scan:1693	0.72	8	NoID
-0.0	mzspec:MSV000083559:11713.21.S.21B:scan:1644	0.72	7	NoID
0.0	mzspec:MSV000088137:mars00116:scan:1772	0.72	7	NoID
0.0	mzspec:MSV000083300:BP000097047_p:scan:1914	0.72	7	NoID
0.0	mzspec:MSV000086415:11390174:scan:1770	0.72	7	NoID
0.04	mzspec:MSV000088842:44A:scan:1526	0.72	7	NoID
0.0	mzspec:MSV000086415:30544882:scan:1763	0.72	7	NoID
0.0	mzspec:MSV000080905:P2_EMP_1:scan:1595	0.72	7	NoID
-0.05	mzspec:MSV000086415:50300534:scan:1770	0.72	7	NoID
0.04	mzspec:MSV000079697:group3_P1_G4:scan:1594	0.72	6	NoID
-0.01	mzspec:MSV000083462:11712.SUBJECT18.ORAL.268:scan:1311	0.72	6	NoID
0.0	mzspec:MSV000088137:2036:scan:1748	0.72	6	NoID
0.0	mzspec:MSV000083462:11712.SUBJECT9.ORAL.1175:scan:1311	0.72	6	NoID
0.0	mzspec:MSV000083462:11712.SUBJECT19.SKIN.360:scan:1292	0.72	6	NoID
0.04	mzspec:MSV000079706:group3_P1_G4:scan:1594	0.72	6	NoID
0.04	mzspec:MSV000079706:group3_P2_G9:scan:1583	0.72	6	NoID
0.04	mzspec:MSV000079697:group3_P2_G9:scan:1583	0.72	6	NoID
0.04	mzspec:MSV000079706:group3_P2_E8:scan:1610	0.72	6	NoID
0.04	mzspec:MSV000079697:group3_P2_E8:scan:1610	0.72	6	NoID
0.0	mzspec:MSV000088137:mars00064:scan:1768	0.72	6	NoID
0.04	mzspec:MSV000088640:6035078:scan:1347	0.72	6	NoID
0.0	mzspec:MSV000086415:20260284:scan:1773	0.72	6	NoID
0.0	mzspec:MSV000088137:mars00094:scan:1795	0.72	6	NoID
0.0	mzspec:MSV000088137:2135:scan:1777	0.72	6	NoID
0.0	mzspec:MSV000083300:BP000096976_p:scan:1922	0.72	6	NoID
0.0	mzspec:MSV000086415:10253148:scan:1755	0.72	6	NoID
-0.0	mzspec:MSV000088594:M9-0708:scan:2310	0.72	6	NoID
-0.05	mzspec:MSV000086415:10203224:scan:1715	0.72	6	NoID
0.04	mzspec:MSV000083559:11713.24.S.24E:scan:1373	0.72	6	NoID
0.0	mzspec:MSV000089558:ME_C8-E18:scan:1822	0.72	5	NoID
-0.0	mzspec:MSV000083462:11712.SUBJECT19.STOOL.371:scan:1307	0.72	5	NoID
0.0	mzspec:MSV000086415:53389845:scan:1953	0.72	5	NoID
0.0	mzspec:MSV000089558:ME_C3-E17:scan:1888	0.72	5	NoID
0.0	mzspec:MSV000083462:11712.SUBJECT12.STOOL.106:scan:1298	0.72	5	NoID
0.0	mzspec:MSV000083462:11712.SUBJECT34.ORAL.735:scan:1307	0.72	5	NoID
0.04	mzspec:MSV000084314:MSV000082262:scan:11558	0.72	5	NoID
-0.0	mzspec:MSV000083462:11712.SUBJECT17.STOOL.258:scan:1298	0.72	5	NoID
0.0	mzspec:MSV000084010:PM31.VAGN.PST_RE9_01_43179:scan:1185	0.72	5	NoID
-0.04	mzspec:MSV000081171:Plate1_68073_GB11_01_10878:scan:2644	0.72	5	NoID
-0.0	mzspec:MSV000083462:11712.SUBJECT8.ORAL.1127:scan:1310	0.72	5	NoID
0.0	mzspec:MSV000083462:11712.SUBJECT21.ORAL.438.C:scan:1298	0.72	5	NoID
0.0	mzspec:MSV000083462:11712.SUBJECT6.STOOL.1097:scan:1308	0.72	5	NoID
0.01	mzspec:MSV000083462:11712.SUBJECT19.STOOL.365:scan:1306	0.72	5	NoID
0.0	mzspec:MSV000083462:11712.SUBJECT7.ORAL.1105:scan:1305	0.72	5	NoID
-0.03	mzspec:MSV000080627:ONR_Stool_30:scan:2184	0.72	5	NoID
-0.04	mzspec:MSV000089558:ME_C4-B1:scan:2763	0.72	5	NoID
-0.04	mzspec:MSV000088137:2016:scan:2400	0.72	5	NoID
-0.04	mzspec:MSV000089558:ME_C5_B14:scan:2448	0.72	5	NoID
0.0	mzspec:MSV000087612:60:scan:1544	0.71	7	NoID
0.0	mzspec:MSV000088137:mars00054:scan:1795	0.71	7	NoID
0.0	mzspec:MSV000088137:mars00106:scan:1755	0.71	7	NoID
-0.05	mzspec:MSV000086415:13485298:scan:1721	0.71	7	NoID
-0.05	mzspec:MSV000086415:79692387:scan:1738	0.71	7	NoID
0.0	mzspec:MSV000086415:50106154:scan:1737	0.71	7	NoID
0.0	mzspec:MSV000083300:BP000097065_p:scan:1913	0.71	7	NoID
0.0	mzspec:MSV000083559:11713.23.S.23A:scan:1591	0.71	7	NoID
0.0	mzspec:MSV000086415:20300213:scan:1766	0.71	7	NoID
0.0	mzspec:MSV000086415:81086436:scan:1758	0.71	7	NoID
0.0	mzspec:MSV000086415:72650337:scan:1760	0.71	6	NoID
0.0	mzspec:MSV000086415:20376029_rerun:scan:1746	0.71	6	NoID
-0.01	mzspec:MSV000081357:170192-NH020-St1-JJK_BG2_01_11606:scan:1300	0.71	6	NoID
0.0	mzspec:MSV000088137:2044:scan:1782	0.71	6	NoID
-0.01	mzspec:MSV000082262:170192-NH020-St1-JJK_BG2_01_11606:scan:1300	0.71	6	NoID
0.0	mzspec:MSV000087087:5556892:scan:1771	0.71	6	NoID
-0.05	mzspec:MSV000086415:Wash_Blank_20201028165300:scan:1718	0.71	6	NoID
0.0	mzspec:MSV000088137:mars00085:scan:1765	0.71	6	NoID
0.0	mzspec:MSV000088137:2264:scan:1719	0.71	6	NoID
0.0	mzspec:MSV000088137:2052:scan:1773	0.71	6	NoID
-0.05	mzspec:MSV000086415:Blank_20201030004907:scan:1678	0.71	6	NoID
0.0	mzspec:MSV000088137:2017:scan:1787	0.71	6	NoID
-0.0	mzspec:MSV000087087:5556762:scan:1812	0.71	6	NoID
0.0	mzspec:MSV000087087:5556732:scan:1822	0.71	6	NoID
0.0	mzspec:MSV000088137:2238:scan:1760	0.71	6	NoID
0.0	mzspec:MSV000083462:11712.SUBJECT8.SKIN.1135:scan:1298	0.71	6	NoID
0.0	mzspec:MSV000088137:mars00038:scan:1774	0.71	6	NoID
-0.0	mzspec:MSV000083462:11712.SUBJECT4.SKIN.857:scan:1298	0.71	6	NoID
0.0	mzspec:MSV000086270:ADNI_Go2_P07_A02:scan:1772	0.71	6	NoID
0.0	mzspec:MSV000086415:Wash_Blank_20201023135602:scan:1560	0.71	6	NoID
0.0	mzspec:MSV000086415:22868024:scan:1755	0.71	6	NoID
-0.0	mzspec:MSV000089313:14HM395:scan:1772	0.71	6	NoID
0.0	mzspec:MSV000083462:11712.SUBJECT21.ORAL.441:scan:1311	0.71	6	NoID
0.0	mzspec:MSV000083462:11712.SUBJECT4.STOOL.862:scan:1312	0.71	6	NoID
0.0	mzspec:MSV000083462:11712.SUBJECT8.STOOL.1158:scan:1308	0.71	6	NoID
