file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G95788_5x_BA5_01_32028	-0.0	mzspec:MSV000084900:G95788_5x_BA5_01_32028:scan:269	1	1.0	8	MSV000084900	NoID	MSV000084900	G95788_5x_BA5_01_32028.mzXML	Green tea
mzspec:MSV000084900:G75088_RE5_01_17588	-0.0	mzspec:MSV000084900:G75088_RE5_01_17588:scan:282	1	1.0	7	MSV000084900	NoID	MSV000084900	G75088_RE5_01_17588.mzXML	pine nut
mzspec:MSV000084900:G79694_5x_rerun_BA2_01_20072	-0.0	mzspec:MSV000084900:G79694_5x_rerun_BA2_01_20072:scan:190	1	0.99	8	MSV000084900	NoID	MSV000084900	G79694_5x_rerun_BA2_01_20072.mzXML	cowpea
mzspec:MSV000084900:18NAVY28_v2_snk_1_BA5_01_39784	-0.0	mzspec:MSV000084900:18NAVY28_v2_snk_1_BA5_01_39784:scan:598	1	0.99	8	MSV000084900	NoID	MSV000084900	18NAVY28_v2_snk_1_BA5_01_39784.mzXML	complex
mzspec:MSV000084900:G79177_5x_rerun_RC4_01_19491	0.0	mzspec:MSV000084900:G79177_5x_rerun_RC4_01_19491:scan:241	1	0.99	7	MSV000084900	NoID	MSV000084900	G79177_5x_rerun_RC4_01_19491.mzXML	lentil
mzspec:MSV000084900:G83396_5x_RD6_01_21445	0.0	mzspec:MSV000084900:G83396_5x_RD6_01_21445:scan:187	1	0.99	7	MSV000084900	NoID	MSV000084900	G83396_5x_RD6_01_21445.mzXML	almond
mzspec:MSV000084900:G78836_5x_BD4_01_19989	-0.0	mzspec:MSV000084900:G78836_5x_BD4_01_19989:scan:493	1	0.99	7	MSV000084900	NoID	MSV000084900	G78836_5x_BD4_01_19989.mzXML	bean
mzspec:MSV000084900:CW_2.S_P1.T0_BA2_01_13087	-0.0	mzspec:MSV000084900:CW_2.S_P1.T0_BA2_01_13087:scan:293	1	0.99	7	MSV000084900	NoID	MSV000084900	CW_2.S_P1.T0_BA2_01_13087.mzXML	apple
mzspec:MSV000084900:G83197_10ul_rerun_GC3_01_20487	-0.0	mzspec:MSV000084900:G83197_10ul_rerun_GC3_01_20487:scan:419	1	0.99	7	MSV000084900	NoID	MSV000084900	G83197_10ul_rerun_GC3_01_20487.mzXML	cowpea
mzspec:MSV000084900:G73965_2x_2ul_RD10_01_19442	0.0	mzspec:MSV000084900:G73965_2x_2ul_RD10_01_19442:scan:530	1	0.98	8	MSV000084900	NoID	MSV000084900	G73965_2x_2ul_RD10_01_19442.mzXML	plum
mzspec:MSV000084900:G73979_1x_BF5_01_20217	-0.0	mzspec:MSV000084900:G73979_1x_BF5_01_20217:scan:501	1	0.98	8	MSV000084900	NoID	MSV000084900	G73979_1x_BF5_01_20217.mzXML	plant
mzspec:MSV000084900:G79693_5x_rerun_BB2_01_20074	-0.0	mzspec:MSV000084900:G79693_5x_rerun_BB2_01_20074:scan:189	1	0.98	7	MSV000084900	NoID	MSV000084900	G79693_5x_rerun_BB2_01_20074.mzXML	cowpea
mzspec:MSV000084900:G83397_5x_RB6_01_21420	-0.0	mzspec:MSV000084900:G83397_5x_RB6_01_21420:scan:172	1	0.98	7	MSV000084900	NoID	MSV000084900	G83397_5x_RB6_01_21420.mzXML	cashew
mzspec:MSV000084900:G75589_rerun_5ul_RF7_01_17721	-0.0	mzspec:MSV000084900:G75589_rerun_5ul_RF7_01_17721:scan:192	1	0.98	7	MSV000084900	NoID	MSV000084900	G75589_rerun_5ul_RF7_01_17721.mzXML	adzuki bean
mzspec:MSV000084900:G78997_1x_RD12_01_18844	-0.0	mzspec:MSV000084900:G78997_1x_RD12_01_18844:scan:489	1	0.98	7	MSV000084900	NoID	MSV000084900	G78997_1x_RD12_01_18844.mzXML	passionfruit
mzspec:MSV000084900:G75702_RC7_01_17563	0.0	mzspec:MSV000084900:G75702_RC7_01_17563:scan:134	1	0.98	7	MSV000084900	NoID	MSV000084900	G75702_RC7_01_17563.mzXML	pinto bean
mzspec:MSV000084900:G87572_1x_BH8_01_26654	-0.0	mzspec:MSV000084900:G87572_1x_BH8_01_26654:scan:375	1	0.98	7	MSV000084900	NoID	MSV000084900	G87572_1x_BH8_01_26654.mzXML	complex
mzspec:MSV000084900:G83182_5x_RB5_01_21418	0.0	mzspec:MSV000084900:G83182_5x_RB5_01_21418:scan:260	1	0.98	7	MSV000084900	NoID	MSV000084900	G83182_5x_RB5_01_21418.mzXML	timothy grass
mzspec:MSV000084900:G83211_5x_rerun_RG8_01_21538	0.0	mzspec:MSV000084900:G83211_5x_rerun_RG8_01_21538:scan:231	1	0.98	7	MSV000084900	NoID	MSV000084900	G83211_5x_rerun_RG8_01_21538.mzXML	buckwheat
mzspec:MSV000084900:G72658_rerun_5ul_RE10_01_17712	-0.0	mzspec:MSV000084900:G72658_rerun_5ul_RE10_01_17712:scan:340	1	0.98	7	MSV000084900	NoID	MSV000084900	G72658_rerun_5ul_RE10_01_17712.mzXML	peanut butter
mzspec:MSV000084900:CW_42.S_G2.T2_BC7_01_13116	0.0	mzspec:MSV000084900:CW_42.S_G2.T2_BC7_01_13116:scan:347	1	0.98	7	MSV000084900	NoID	MSV000084900	CW_42.S_G2.T2_BC7_01_13116.mzXML	apple_cider
mzspec:MSV000084900:18NAVY30_v1_sup_2_BA8_01_39754	0.0	mzspec:MSV000084900:18NAVY30_v1_sup_2_BA8_01_39754:scan:371	1	0.98	6	MSV000084900	NoID	MSV000084900	18NAVY30_v1_sup_2_BA8_01_39754.mzXML	black bean
mzspec:MSV000084900:G86740_1x_BG7_01_23219	-0.0	mzspec:MSV000084900:G86740_1x_BG7_01_23219:scan:424	1	0.98	6	MSV000084900	NoID	MSV000084900	G86740_1x_BG7_01_23219.mzXML	complex
mzspec:MSV000084900:G86971_1x_rerun_RH11_01_26531	-0.0	mzspec:MSV000084900:G86971_1x_rerun_RH11_01_26531:scan:310	1	0.97	8	MSV000084900	NoID	MSV000084900	G86971_1x_rerun_RH11_01_26531.mzXML	plant
mzspec:MSV000084900:G72800_rerun_5ul_RD11_01_17681	0.0	mzspec:MSV000084900:G72800_rerun_5ul_RD11_01_17681:scan:367	1	0.97	8	MSV000084900	NoID	MSV000084900	G72800_rerun_5ul_RD11_01_17681.mzXML	peanut
mzspec:MSV000084900:G78963_2x_rerun_RA4_01_19451	0.0	mzspec:MSV000084900:G78963_2x_rerun_RA4_01_19451:scan:287	1	0.97	7	MSV000084900	NoID	MSV000084900	G78963_2x_rerun_RA4_01_19451.mzXML	plant
mzspec:MSV000084900:G83208_5x_5ul_RB8_01_21527	-0.0	mzspec:MSV000084900:G83208_5x_5ul_RB8_01_21527:scan:282	1	0.97	7	MSV000084900	NoID	MSV000084900	G83208_5x_5ul_RB8_01_21527.mzXML	green lentil
mzspec:MSV000084900:75262_1x_rerun_BA6_01_21393	-0.0	mzspec:MSV000084900:75262_1x_rerun_BA6_01_21393:scan:425	1	0.97	7	MSV000084900	NoID	MSV000084900	75262_1x_rerun_BA6_01_21393.mzXML	grain_fermented
mzspec:MSV000084900:72500_1x_BG3_01_17471	0.0	mzspec:MSV000084900:72500_1x_BG3_01_17471:scan:275	1	0.97	7	MSV000084900	NoID	MSV000084900	72500_1x_BG3_01_17471.mzXML	apple
mzspec:MSV000084900:G78967_RG4_01_17626	-0.0	mzspec:MSV000084900:G78967_RG4_01_17626:scan:176	1	0.97	7	MSV000084900	NoID	MSV000084900	G78967_RG4_01_17626.mzXML	barley
mzspec:MSV000084900:G73643_2x_RE3_01_19165	-0.0	mzspec:MSV000084900:G73643_2x_RE3_01_19165:scan:136	1	0.97	7	MSV000084900	NoID	MSV000084900	G73643_2x_RE3_01_19165.mzXML	pinto bean
mzspec:MSV000084900:AMZ_28_RC9_01_48951	-0.0	mzspec:MSV000084900:AMZ_28_RC9_01_48951:scan:213	1	0.97	7	MSV000084900	NoID	MSV000084900	AMZ_28_RC9_01_48951.mzXML	plant
mzspec:MSV000084900:G78863_rerun_5ul_RE2_01_17697	-0.0	mzspec:MSV000084900:G78863_rerun_5ul_RE2_01_17697:scan:186	1	0.97	7	MSV000084900	NoID	MSV000084900	G78863_rerun_5ul_RE2_01_17697.mzXML	adzuki bean
mzspec:MSV000084900:G75649_RH10_01_17787	-0.0	mzspec:MSV000084900:G75649_RH10_01_17787:scan:200	1	0.97	7	MSV000084900	NoID	MSV000084900	G75649_RH10_01_17787.mzXML	cranberry bean
mzspec:MSV000084900:G79173_5x_RD3_01_19505	0.0	mzspec:MSV000084900:G79173_5x_RD3_01_19505:scan:696	1	0.97	7	MSV000084900	NoID	MSV000084900	G79173_5x_RD3_01_19505.mzXML	lentil
mzspec:MSV000084900:G87417_1x_BC6_01_26018	0.0	mzspec:MSV000084900:G87417_1x_BC6_01_26018:scan:173	1	0.97	7	MSV000084900	NoID	MSV000084900	G87417_1x_BC6_01_26018.mzXML	hemp
mzspec:MSV000084900:G87322_RB6_01_26086	0.0	mzspec:MSV000084900:G87322_RB6_01_26086:scan:183	1	0.97	6	MSV000084900	NoID	MSV000084900	G87322_RB6_01_26086.mzXML	almond
mzspec:MSV000084900:G86902_1x_BB3_01_23135	-0.0	mzspec:MSV000084900:G86902_1x_BB3_01_23135:scan:423	1	0.96	8	MSV000084900	NoID	MSV000084900	G86902_1x_BB3_01_23135.mzXML	complex
mzspec:MSV000084900:G87383_RA6_01_26071	-0.0	mzspec:MSV000084900:G87383_RA6_01_26071:scan:295	1	0.96	8	MSV000084900	NoID	MSV000084900	G87383_RA6_01_26071.mzXML	laurel
mzspec:MSV000084900:78845_1x_BG6_01_20772	0.0	mzspec:MSV000084900:78845_1x_BG6_01_20772:scan:454	1	0.96	7	MSV000084900	NoID	MSV000084900	78845_1x_BG6_01_20772.mzXML	merlot, red
mzspec:MSV000084900:G87513_1x_RG5_01_26457	-0.0	mzspec:MSV000084900:G87513_1x_RG5_01_26457:scan:176	1	0.96	7	MSV000084900	NoID	MSV000084900	G87513_1x_RG5_01_26457.mzXML	ale
mzspec:MSV000084900:G86885_1x_BG3_01_23214	-0.0	mzspec:MSV000084900:G86885_1x_BG3_01_23214:scan:434	1	0.96	7	MSV000084900	NoID	MSV000084900	G86885_1x_BG3_01_23214.mzXML	fruit
mzspec:MSV000084900:73974_1x_BC4_01_17413	-0.0	mzspec:MSV000084900:73974_1x_BC4_01_17413:scan:519	1	0.96	7	MSV000084900	NoID	MSV000084900	73974_1x_BC4_01_17413.mzXML	bean
mzspec:MSV000084900:CW_3.S_P1.T1_BA3_01_13088	-0.0	mzspec:MSV000084900:CW_3.S_P1.T1_BA3_01_13088:scan:358	1	0.96	7	MSV000084900	NoID	MSV000084900	CW_3.S_P1.T1_BA3_01_13088.mzXML	apple_cider
mzspec:MSV000084900:G86873_1x_RG7_01_23380	-0.0	mzspec:MSV000084900:G86873_1x_RG7_01_23380:scan:326	1	0.96	7	MSV000084900	NoID	MSV000084900	G86873_1x_RG7_01_23380.mzXML	black mung bean
mzspec:MSV000084900:sample_16_RB6_01_49360	-0.0	mzspec:MSV000084900:sample_16_RB6_01_49360:scan:176	1	0.96	7	MSV000084900	NoID	MSV000084900	sample_16_RB6_01_49360.mzXML	cowpea
mzspec:MSV000084900:G78996_1x_RD3_01_18828	-0.0	mzspec:MSV000084900:G78996_1x_RD3_01_18828:scan:471	1	0.96	7	MSV000084900	NoID	MSV000084900	G78996_1x_RD3_01_18828.mzXML	passionfruit
