file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G86892_1x_BC6_01_23152	0.0	mzspec:MSV000084900:G86892_1x_BC6_01_23152:scan:1543	1	0.89	6	MSV000084900	NoID	MSV000084900	G86892_1x_BC6_01_23152.mzXML	complex
mzspec:MSV000084900:G79494_1x_10ul_RF8_01_19883	0.0	mzspec:MSV000084900:G79494_1x_10ul_RF8_01_19883:scan:1594	1	0.87	7	MSV000084900	NoID	MSV000084900	G79494_1x_10ul_RF8_01_19883.mzXML	complex
mzspec:MSV000084900:G74010_5x_BE3_01_20004	-0.0	mzspec:MSV000084900:G74010_5x_BE3_01_20004:scan:1580	1	0.87	5	MSV000084900	NoID	MSV000084900	G74010_5x_BE3_01_20004.mzXML	soybean
mzspec:MSV000084900:G75756_1x_10ul_RA3_01_19684	-0.0	mzspec:MSV000084900:G75756_1x_10ul_RA3_01_19684:scan:1586	1	0.86	5	MSV000084900	NoID	MSV000084900	G75756_1x_10ul_RA3_01_19684.mzXML	milk_goat
mzspec:MSV000084900:G72471_1x_BD6_01_17298	-0.0	mzspec:MSV000084900:G72471_1x_BD6_01_17298:scan:1596	1	0.86	5	MSV000084900	NoID	MSV000084900	G72471_1x_BD6_01_17298.mzXML	english pea
mzspec:MSV000084900:G79513_1x_RG4_01_20557	-0.0	mzspec:MSV000084900:G79513_1x_RG4_01_20557:scan:1592	1	0.83	5	MSV000084900	NoID	MSV000084900	G79513_1x_RG4_01_20557.mzXML	king oyster mushroom
mzspec:MSV000084900:G72493_1x_BA7_01_17275	0.0	mzspec:MSV000084900:G72493_1x_BA7_01_17275:scan:1588	1	0.82	5	MSV000084900	NoID	MSV000084900	G72493_1x_BA7_01_17275.mzXML	brussel sprout
mzspec:MSV000084900:72799_1x_BF7_01_17460	-0.0	mzspec:MSV000084900:72799_1x_BF7_01_17460:scan:1578	1	0.82	5	MSV000084900	NoID	MSV000084900	72799_1x_BF7_01_17460.mzXML	kale
mzspec:MSV000084900:G79496_1x_10ul_RE4_01_19831	-0.0	mzspec:MSV000084900:G79496_1x_10ul_RE4_01_19831:scan:1607	1	0.79	5	MSV000084900	NoID	MSV000084900	G79496_1x_10ul_RE4_01_19831.mzXML	complex
mzspec:MSV000084900:G73454_2x_rerun_RA7_01_19433	-0.0	mzspec:MSV000084900:G73454_2x_rerun_RA7_01_19433:scan:1593	1	0.79	5	MSV000084900	NoID	MSV000084900	G73454_2x_rerun_RA7_01_19433.mzXML	complex
mzspec:MSV000084900:G86704_1x_RF6_01_21832	0.0	mzspec:MSV000084900:G86704_1x_RF6_01_21832:scan:1591	1	0.71	5	MSV000084900	NoID	MSV000084900	G86704_1x_RF6_01_21832.mzXML	complex
