Dataset	Frequency
MSV000079485	3
MSV000079697	587
MSV000079706	51
MSV000079707	42
MSV000079709	74
MSV000079710	71
MSV000079712	41
MSV000079714	55
MSV000079717	77
MSV000079718	49
MSV000079719	17
MSV000079720	117
MSV000080015	1
MSV000080178	1
MSV000080562	6
MSV000080627	32
MSV000080629	1
MSV000080905	23
MSV000081463	11
MSV000082331	21
MSV000082433	191
MSV000082582	3
MSV000082629	40
MSV000082952	2
MSV000082953	196
MSV000083300	5
MSV000083320	435
MSV000083475	18
MSV000083541	2
MSV000083559	349
MSV000084314	16
MSV000084753	1
MSV000085480	4
MSV000085786	4
MSV000085844	1
MSV000085944	31
MSV000086209	4
MSV000087728	1
MSV000088021	2
MSV000088137	1
MSV000088842	180
MSV000089313	6
