file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G000073460_170522180710	0.0	mzspec:MSV000084900:G000073460_170522180710:scan:3546	1	0.87	5	MSV000084900	NoID	MSV000084900	G000073460_170522180710.mzXML	plant
mzspec:MSV000084900:G87567_1x_BD8_01_26586	-0.0	mzspec:MSV000084900:G87567_1x_BD8_01_26586:scan:2072	1	0.82	5	MSV000084900	NoID	MSV000084900	G87567_1x_BD8_01_26586.mzXML	plant
mzspec:MSV000084900:G72808_rerun_5ul_RB10_01_17648	0.0	mzspec:MSV000084900:G72808_rerun_5ul_RB10_01_17648:scan:2126	1	0.81	5	MSV000084900	NoID	MSV000084900	G72808_rerun_5ul_RB10_01_17648.mzXML	peanut
mzspec:MSV000084900:G87554_1x_RD8_01_26280	0.0	mzspec:MSV000084900:G87554_1x_RD8_01_26280:scan:2109	1	0.8	6	MSV000084900	NoID	MSV000084900	G87554_1x_RD8_01_26280.mzXML	lime
mzspec:MSV000084900:G87459_1x_BF6_01_26626	-0.0	mzspec:MSV000084900:G87459_1x_BF6_01_26626:scan:2099	1	0.8	5	MSV000084900	NoID	MSV000084900	G87459_1x_BF6_01_26626.mzXML	complex
mzspec:MSV000084900:G86977_1x_BA5_01_26368	-0.0	mzspec:MSV000084900:G86977_1x_BA5_01_26368:scan:2092	1	0.8	5	MSV000084900	NoID	MSV000084900	G86977_1x_BA5_01_26368.mzXML	plant
mzspec:MSV000084900:G87601_1x_rerun_10ul_RA11_01_26238	-0.0	mzspec:MSV000084900:G87601_1x_rerun_10ul_RA11_01_26238:scan:2097	1	0.8	5	MSV000084900	NoID	MSV000084900	G87601_1x_rerun_10ul_RA11_01_26238.mzXML	honey_macadamia
mzspec:MSV000084900:G87564_1x_rerun_BC9_01_26616	-0.0	mzspec:MSV000084900:G87564_1x_rerun_BC9_01_26616:scan:2121	1	0.8	5	MSV000084900	NoID	MSV000084900	G87564_1x_rerun_BC9_01_26616.mzXML	complex
mzspec:MSV000084900:G87501_1x_10ul_RC2_01_26517	-0.0	mzspec:MSV000084900:G87501_1x_10ul_RC2_01_26517:scan:2105	1	0.8	5	MSV000084900	NoID	MSV000084900	G87501_1x_10ul_RC2_01_26517.mzXML	fleshy fruit
mzspec:MSV000084900:G87461_1x_RC7_01_26264	-0.0	mzspec:MSV000084900:G87461_1x_RC7_01_26264:scan:2029	1	0.8	5	MSV000084900	NoID	MSV000084900	G87461_1x_RC7_01_26264.mzXML	banana
mzspec:MSV000084900:G87535_1x_RB4_01_26245	0.0	mzspec:MSV000084900:G87535_1x_RB4_01_26245:scan:2123	1	0.8	5	MSV000084900	NoID	MSV000084900	G87535_1x_RB4_01_26245.mzXML	lemon
mzspec:MSV000084900:G87537_1x_RE4_01_26295	0.0	mzspec:MSV000084900:G87537_1x_RE4_01_26295:scan:2106	1	0.8	5	MSV000084900	NoID	MSV000084900	G87537_1x_RE4_01_26295.mzXML	betel nut leaf
mzspec:MSV000084900:G87460_1x_BG6_01_26637	0.0	mzspec:MSV000084900:G87460_1x_BG6_01_26637:scan:2112	1	0.79	5	MSV000084900	NoID	MSV000084900	G87460_1x_BG6_01_26637.mzXML	complex
