file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	Filepath	Filename	MassIVE	Taxaname_file	Taxa_NCBI	ReDU_Availability	Blank	QC
mzspec:MSV000087872:Dryopteris-celsa-x-cristata-stem-nBuOH	0.0	mzspec:MSV000087872:Dryopteris-celsa-x-cristata-stem-nBuOH:scan:2055	1	0.97	9	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Dryopteris-celsa-x-cristata-stem-nBuOH.mzML	MSV000087872/Dryopteris-celsa-x-cristata-stem-nBuOH.mzML	MSV000087872	Dryopteris	3287	No	No	No
mzspec:MSV000087872:Picea-glauca-leaf-nBuOH	0.0	mzspec:MSV000087872:Picea-glauca-leaf-nBuOH:scan:2309	1	0.95	8	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Picea-glauca-leaf-nBuOH.mzML	MSV000087872/Picea-glauca-leaf-nBuOH.mzML	MSV000087872	Picea glauca	3330	No	No	No
mzspec:MSV000087872:Sequoiadendron-giganteum-leaf-nBuOH	0.0	mzspec:MSV000087872:Sequoiadendron-giganteum-leaf-nBuOH:scan:2297	1	0.95	8	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Sequoiadendron-giganteum-leaf-nBuOH.mzML	MSV000087872/Sequoiadendron-giganteum-leaf-nBuOH.mzML	MSV000087872	Sequoiadendron giganteum	99814	No	No	No
mzspec:MSV000087872:Mangifera-indica-leaf-nBuOH	0.0	mzspec:MSV000087872:Mangifera-indica-leaf-nBuOH:scan:2273	1	0.94	9	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Mangifera-indica-leaf-nBuOH.mzML	MSV000087872/Mangifera-indica-leaf-nBuOH.mzML	MSV000087872	Mangifera indica	29780	No	No	No
mzspec:MSV000087872:Manihot-esculenta-stem-nBuOH	0.0	mzspec:MSV000087872:Manihot-esculenta-stem-nBuOH:scan:2089	1	0.93	8	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Manihot-esculenta-stem-nBuOH.mzML	MSV000087872/Manihot-esculenta-stem-nBuOH.mzML	MSV000087872	Manihot esculenta	3983	No	No	No
mzspec:MSV000087872:Encephalartos-altensteinii-stem-nBuOH	0.0	mzspec:MSV000087872:Encephalartos-altensteinii-stem-nBuOH:scan:2089	1	0.9	8	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Encephalartos-altensteinii-stem-nBuOH.mzML	MSV000087872/Encephalartos-altensteinii-stem-nBuOH.mzML	MSV000087872	Encephalartos altensteinii	3300	No	No	No
mzspec:MSV000087872:Cinnamomum-zeylanicum-leaf-nBuOH	0.0	mzspec:MSV000087872:Cinnamomum-zeylanicum-leaf-nBuOH:scan:2186	1	0.86	7	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Cinnamomum-zeylanicum-leaf-nBuOH.mzML	MSV000087872/Cinnamomum-zeylanicum-leaf-nBuOH.mzML	MSV000087872	Cinnamomum verum	128608	No	No	No
mzspec:MSV000084900:G83249_1x_RG11_01_20356	-0.05	mzspec:MSV000084900:G83249_1x_RG11_01_20356:scan:811	1	0.81	5	MSV000084900	NoID	MSV000084900/peak/Global_Foodomics_composite_data_2020/MSV000083010_core/G83249_1x_RG11_01_20356.mzXML	MSV000084900/G83249_1x_RG11_01_20356.mzXML	MSV000084900	Daucus carota	4039	No	No	No
mzspec:MSV000087872:Phlox-paniculata-leaf-nBuOH	0.0	mzspec:MSV000087872:Phlox-paniculata-leaf-nBuOH:scan:2118	1	0.73	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Phlox-paniculata-leaf-nBuOH.mzML	MSV000087872/Phlox-paniculata-leaf-nBuOH.mzML	MSV000087872	Phlox paniculata	103537	No	No	No
mzspec:MSV000087872:Myrica-pensylvanica-leaf-nBuOH	0.0	mzspec:MSV000087872:Myrica-pensylvanica-leaf-nBuOH:scan:2164	1	0.72	5	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Myrica-pensylvanica-leaf-nBuOH.mzML	MSV000087872/Myrica-pensylvanica-leaf-nBuOH.mzML	MSV000087872	Morella pensylvanica	1155552	No	No	No
