file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	Filepath	Filename	MassIVE	Taxaname_file	Taxa_NCBI	ReDU_Availability	Blank	QC
mzspec:MSV000087872:Cinnamomum-zeylanicum-leaf-nBuOH	-0.0	mzspec:MSV000087872:Cinnamomum-zeylanicum-leaf-nBuOH:scan:2202	1	0.96	11	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Cinnamomum-zeylanicum-leaf-nBuOH.mzML	MSV000087872/Cinnamomum-zeylanicum-leaf-nBuOH.mzML	MSV000087872	Cinnamomum verum	128608	No	No	No
mzspec:MSV000087872:Cinnamomum-zeylanicum-stem-nBuOH	0.0	mzspec:MSV000087872:Cinnamomum-zeylanicum-stem-nBuOH:scan:2200	1	0.95	11	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Cinnamomum-zeylanicum-stem-nBuOH.mzML	MSV000087872/Cinnamomum-zeylanicum-stem-nBuOH.mzML	MSV000087872	Cinnamomum verum	128608	No	No	No
mzspec:MSV000087872:Notocactus-leninghausii-stem-nBuOH	0.0	mzspec:MSV000087872:Notocactus-leninghausii-stem-nBuOH:scan:2133	1	0.95	11	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Notocactus-leninghausii-stem-nBuOH.mzML	MSV000087872/Notocactus-leninghausii-stem-nBuOH.mzML	MSV000087872	Notocactus	1001077	No	No	No
mzspec:MSV000087872:Illicium-verum-leaf-nBuOH	0.0	mzspec:MSV000087872:Illicium-verum-leaf-nBuOH:scan:2158	1	0.94	11	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Illicium-verum-leaf-nBuOH.mzML	MSV000087872/Illicium-verum-leaf-nBuOH.mzML	MSV000087872	Illicium verum	124778	No	No	No
mzspec:MSV000087872:Notocactus-leninghausii-leaf-nBuOH	-0.0	mzspec:MSV000087872:Notocactus-leninghausii-leaf-nBuOH:scan:2136	1	0.94	10	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Notocactus-leninghausii-leaf-nBuOH.mzML	MSV000087872/Notocactus-leninghausii-leaf-nBuOH.mzML	MSV000087872	Notocactus	1001077	No	No	No
mzspec:MSV000087872:Potentilla-anserina-leaf-nBuOH	0.0	mzspec:MSV000087872:Potentilla-anserina-leaf-nBuOH:scan:1983	1	0.93	11	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Potentilla-anserina-leaf-nBuOH.mzML	MSV000087872/Potentilla-anserina-leaf-nBuOH.mzML	MSV000087872	Potentilla anserina	57926	No	No	No
mzspec:MSV000087872:Sequoiadendron-giganteum-leaf-nBuOH	-0.0	mzspec:MSV000087872:Sequoiadendron-giganteum-leaf-nBuOH:scan:2178	1	0.93	11	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Sequoiadendron-giganteum-leaf-nBuOH.mzML	MSV000087872/Sequoiadendron-giganteum-leaf-nBuOH.mzML	MSV000087872	Sequoiadendron giganteum	99814	No	No	No
mzspec:MSV000087872:Helianthus-tuberosus-leaf-nBuOH	0.0	mzspec:MSV000087872:Helianthus-tuberosus-leaf-nBuOH:scan:1956	1	0.93	11	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Helianthus-tuberosus-leaf-nBuOH.mzML	MSV000087872/Helianthus-tuberosus-leaf-nBuOH.mzML	MSV000087872	Helianthus tuberosus	4233	No	No	No
mzspec:MSV000087872:Licuala-grandis-leaf-nBuOH	-0.0	mzspec:MSV000087872:Licuala-grandis-leaf-nBuOH:scan:2239	1	0.93	10	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Licuala-grandis-leaf-nBuOH.mzML	MSV000087872/Licuala-grandis-leaf-nBuOH.mzML	MSV000087872	Licuala grandis	145694	No	No	No
mzspec:MSV000087872:Illicium-verum-stem-nBuOH	0.0	mzspec:MSV000087872:Illicium-verum-stem-nBuOH:scan:2199	1	0.92	11	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Illicium-verum-stem-nBuOH.mzML	MSV000087872/Illicium-verum-stem-nBuOH.mzML	MSV000087872	Illicium verum	124778	No	No	No
mzspec:MSV000087872:Juniperus-horizontalis-leaf-nBuOH	0.0	mzspec:MSV000087872:Juniperus-horizontalis-leaf-nBuOH:scan:2199	1	0.92	11	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Juniperus-horizontalis-leaf-nBuOH.mzML	MSV000087872/Juniperus-horizontalis-leaf-nBuOH.mzML	MSV000087872	Juniperus horizontalis	669713	No	No	No
mzspec:MSV000087872:Potentilla-anserina-stem-nBuOH	0.0	mzspec:MSV000087872:Potentilla-anserina-stem-nBuOH:scan:1871	1	0.92	11	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Potentilla-anserina-stem-nBuOH.mzML	MSV000087872/Potentilla-anserina-stem-nBuOH.mzML	MSV000087872	Potentilla anserina	57926	No	No	No
mzspec:MSV000087872:Valeriana-officinalis-stem-nBuOH	0.0	mzspec:MSV000087872:Valeriana-officinalis-stem-nBuOH:scan:2062	1	0.92	10	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Valeriana-officinalis-stem-nBuOH.mzML	MSV000087872/Valeriana-officinalis-stem-nBuOH.mzML	MSV000087872	Valeriana officinalis	19953	No	No	No
mzspec:MSV000087872:Arisaema-triphyllum-stem-nBuOH	0.0	mzspec:MSV000087872:Arisaema-triphyllum-stem-nBuOH:scan:2113	1	0.92	10	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Arisaema-triphyllum-stem-nBuOH.mzML	MSV000087872/Arisaema-triphyllum-stem-nBuOH.mzML	MSV000087872	Arisaema triphyllum	78371	No	No	No
mzspec:MSV000087872:Potentilla-anserina-flower-nBuOH	0.0	mzspec:MSV000087872:Potentilla-anserina-flower-nBuOH:scan:1856	1	0.91	11	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Potentilla-anserina-flower-nBuOH.mzML	MSV000087872/Potentilla-anserina-flower-nBuOH.mzML	MSV000087872	Potentilla anserina	57926	No	No	No
mzspec:MSV000087872:Larix-laricina-leaf-nBuOH	0.0	mzspec:MSV000087872:Larix-laricina-leaf-nBuOH:scan:2046	1	0.91	10	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Larix-laricina-leaf-nBuOH.mzML	MSV000087872/Larix-laricina-leaf-nBuOH.mzML	MSV000087872	Larix laricina	3326	No	No	No
mzspec:MSV000087872:Cercis-canadensis-pod	0.0	mzspec:MSV000087872:Cercis-canadensis-pod:scan:2190	1	0.91	10	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Cercis-canadensis-pod.mzML	MSV000087872/Cercis-canadensis-pod.mzML	MSV000087872	Cercis canadensis	49801	No	No	No
mzspec:MSV000087872:Acer-saccharum-root-nBuOH	0.0	mzspec:MSV000087872:Acer-saccharum-root-nBuOH:scan:2066	1	0.9	10	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Acer-saccharum-root-nBuOH.mzML	MSV000087872/Acer-saccharum-root-nBuOH.mzML	MSV000087872	Acer saccharum	4024	No	No	No
mzspec:MSV000087872:Cercis-canadensis-stem	0.0	mzspec:MSV000087872:Cercis-canadensis-stem:scan:2162	1	0.9	10	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Cercis-canadensis-stem.mzML	MSV000087872/Cercis-canadensis-stem.mzML	MSV000087872	Cercis canadensis	49801	No	No	No
mzspec:MSV000087872:Neolitsea-sericea-leaf-nBuOH	-0.0	mzspec:MSV000087872:Neolitsea-sericea-leaf-nBuOH:scan:2179	1	0.9	10	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Neolitsea-sericea-leaf-nBuOH.mzML	MSV000087872/Neolitsea-sericea-leaf-nBuOH.mzML	MSV000087872	Neolitsea sericea	128655	No	No	No
mzspec:MSV000087872:Cercis-canadensis-leaf	-0.0	mzspec:MSV000087872:Cercis-canadensis-leaf:scan:2098	1	0.9	9	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Cercis-canadensis-leaf.mzML	MSV000087872/Cercis-canadensis-leaf.mzML	MSV000087872	Cercis canadensis	49801	No	No	No
