Dataset	Frequency
MSV000079329	8
MSV000079598	74
MSV000079697	148
MSV000079706	44
MSV000079707	2
MSV000079709	1
MSV000079710	6
MSV000079712	15
MSV000079714	49
MSV000079717	10
MSV000079718	11
MSV000079720	11
MSV000079773	18
MSV000079813	1
MSV000080015	8
MSV000080176	38
MSV000080177	1
MSV000080178	1
MSV000080183	2
MSV000080188	2
MSV000080335	4
MSV000080469	18
MSV000080507	47
MSV000080559	5
MSV000080562	15
MSV000080574	43
MSV000080616	2
MSV000080627	1
MSV000080628	2
MSV000080629	33
MSV000080905	3
MSV000080961	9
MSV000081065	6
MSV000081116	1
MSV000081151	2
MSV000081176	5
MSV000081343	17
MSV000081351	44
MSV000081354	6
MSV000081456	2
MSV000081492	18
MSV000081544	4
MSV000081731	1
MSV000081949	6
MSV000081952	148
MSV000082048	2
MSV000082049	3
MSV000082083	32
MSV000082085	48
MSV000082157	2
MSV000082261	4
MSV000082312	11
MSV000082331	4
MSV000082377	1
MSV000082379	105
MSV000082384	17
MSV000082402	105
MSV000082428	2
MSV000082433	15
MSV000082480	2
MSV000082582	11
MSV000082602	2
MSV000082608	10
MSV000082629	4
MSV000082630	14
MSV000082633	3
MSV000082647	38
MSV000082649	1
MSV000082813	2
MSV000082869	16
MSV000082952	3
MSV000082972	2
MSV000082973	25
MSV000083077	254
MSV000083094	3
MSV000083134	1
MSV000083300	55
MSV000083320	49
MSV000083365	5
MSV000083372	12
MSV000083383	4
MSV000083482	25
MSV000083521	4
MSV000083541	6
MSV000083559	26
MSV000083772	7
MSV000083791	1
MSV000083889	10
MSV000084112	2
MSV000084116	44
MSV000084118	3
MSV000084143	7
MSV000084152	2
MSV000084158	3
MSV000084278	1
MSV000084314	8
MSV000084556	1
MSV000084738	9
MSV000084744	5
MSV000084783	1
MSV000084955	1
MSV000085025	1
MSV000085129	1
MSV000085256	93
MSV000085480	25
MSV000085779	1
MSV000085843	1
MSV000085844	1
MSV000085852	8
MSV000085944	6
MSV000086236	2
MSV000086287	1
MSV000086415	39
MSV000086483	5
MSV000087005	1
MSV000087087	27
MSV000087135	1
MSV000087364	1
MSV000087612	7
MSV000087650	1
MSV000087685	1
MSV000088021	149
MSV000088087	4
MSV000088137	148
MSV000088164	3
MSV000088640	16
MSV000088646	77
MSV000088842	9
MSV000089313	3
MSV000089459	1
