Dataset	Frequency
MSV000079034	4
MSV000079069	9
MSV000079356	4
MSV000079389	157
MSV000079421	2
MSV000079447	17
MSV000079448	1
MSV000079697	636
MSV000079706	47
MSV000079707	43
MSV000079709	81
MSV000079710	73
MSV000079712	42
MSV000079714	57
MSV000079717	83
MSV000079718	58
MSV000079719	32
MSV000079720	127
MSV000080030	7
MSV000080031	1
MSV000080214	4
MSV000080442	33
MSV000080443	30
MSV000080444	26
MSV000080492	2
MSV000080554	3
MSV000080628	1
MSV000080905	15
MSV000081171	5
MSV000081347	1
MSV000081350	101
MSV000081379	23
MSV000081659	5
MSV000081669	2
MSV000081670	2
MSV000081676	2
MSV000081681	1
MSV000081682	9
MSV000081683	2
MSV000081694	113
MSV000081750	3
MSV000081753	1
MSV000081936	5
MSV000082068	2
MSV000082069	1
MSV000082071	2
MSV000082072	1
MSV000082073	1
MSV000082074	83
MSV000082321	5
MSV000082388	1
MSV000082406	1
MSV000082433	110
MSV000082490	131
MSV000082493	1
MSV000082635	45
MSV000082674	30
MSV000082924	100
MSV000082944	2
MSV000082953	151
MSV000082969	1
MSV000083010	25
MSV000083014	1
MSV000083024	11
MSV000083040	4
MSV000083055	1
MSV000083274	2
MSV000083320	2
MSV000083462	10
MSV000083559	27
MSV000083760	1
MSV000083789	1
MSV000084078	2
MSV000084101	11
MSV000084218	8
MSV000084219	4
MSV000084314	61
MSV000084463	2
MSV000084590	6
MSV000084591	2
MSV000084734	16
MSV000084900	75
MSV000085119	27
MSV000085226	5
MSV000085467	112
MSV000085608	1
MSV000086208	1
MSV000086221	1
MSV000086415	3
MSV000086427	1
MSV000086644	2
MSV000087087	12
MSV000087685	6
MSV000087711	1
MSV000087728	6
MSV000087872	41
MSV000088137	8
MSV000088640	3
MSV000089210	2
