Dataset	Frequency
MSV000079034	3
MSV000079069	40
MSV000079568	2
MSV000079697	498
MSV000079706	40
MSV000079707	3
MSV000079709	76
MSV000079710	79
MSV000079712	62
MSV000079714	87
MSV000079717	14
MSV000079718	27
MSV000079719	14
MSV000079720	120
MSV000079813	2
MSV000080016	6
MSV000080167	325
MSV000080180	70
MSV000080181	51
MSV000080182	51
MSV000080183	644
MSV000080627	2
MSV000081482	207
MSV000081952	10
MSV000082261	5
MSV000082433	10
MSV000082480	25
MSV000082614	1
MSV000082813	39
MSV000082953	310
MSV000082972	39
MSV000083077	5
MSV000083106	25
MSV000083411	4
MSV000083541	5
MSV000083665	14
MSV000083705	6
MSV000084016	2
MSV000084112	5
MSV000084355	25
MSV000084556	20
MSV000084574	1
MSV000084904	9
MSV000085389	7
MSV000085467	31
MSV000085480	3
MSV000086124	2
MSV000086131	90
MSV000086270	1180
MSV000086415	267
MSV000086427	2
MSV000086989	125
MSV000087087	343
MSV000087359	178
MSV000087612	196
MSV000087728	8
MSV000087948	12
MSV000087996	3
MSV000088040	491
MSV000088087	148
MSV000088137	451
MSV000088335	6
MSV000088546	395
MSV000088570	290
MSV000088594	178
MSV000088640	112
MSV000088645	639
MSV000088646	929
MSV000088732	1
MSV000088843	176
MSV000089313	98
MSV000089540	260
MSV000089558	228
MSV000089638	1
MSV000089715	1
