Dataset	Frequency
MSV000078668	1
MSV000078669	3
MSV000078891	8
MSV000079329	1
MSV000079598	1
MSV000079697	193
MSV000079706	16
MSV000079707	6
MSV000079709	24
MSV000079710	34
MSV000079712	50
MSV000079714	35
MSV000079717	20
MSV000079718	11
MSV000079719	3
MSV000079720	30
MSV000079813	1
MSV000080016	6
MSV000080142	23
MSV000080176	10
MSV000080177	3
MSV000080178	2
MSV000080180	1
MSV000080183	13
MSV000080188	35
MSV000080299	77
MSV000080335	2
MSV000080507	96
MSV000080518	1
MSV000080533	22
MSV000080559	11
MSV000080562	4
MSV000080574	71
MSV000080604	1
MSV000080616	1
MSV000080627	9
MSV000080628	33
MSV000080629	77
MSV000080630	23
MSV000080905	86
MSV000080912	7
MSV000080961	37
MSV000081064	2
MSV000081068	15
MSV000081082	1
MSV000081108	4
MSV000081318	2
MSV000081343	3
MSV000081351	2
MSV000081354	33
MSV000081364	6
MSV000081456	61
MSV000081463	3
MSV000081492	28
MSV000081580	2
MSV000081582	5
MSV000081949	1
MSV000081955	119
MSV000082081	1
MSV000082082	1
MSV000082084	1
MSV000082085	95
MSV000082086	1
MSV000082312	1
MSV000082383	1
MSV000082433	251
MSV000082480	1
MSV000082608	1
MSV000082612	12
MSV000082614	4
MSV000082616	38
MSV000082618	12
MSV000082647	2
MSV000082649	1
MSV000082685	1
MSV000082710	1
MSV000082813	1
MSV000082891	51
MSV000082944	2
MSV000082952	15
MSV000082953	4
MSV000082972	1
MSV000083010	3
MSV000083055	1
MSV000083094	1
MSV000083102	1
MSV000083134	1
MSV000083264	1
MSV000083383	1
MSV000083475	11
MSV000083541	1
MSV000083559	44
MSV000084062	76
MSV000084092	1
MSV000084107	76
MSV000084116	28
MSV000084117	1
MSV000084165	1
MSV000084312	7
MSV000084314	68
MSV000084447	1
MSV000084453	1
MSV000084738	1
MSV000084783	1
MSV000084884	12
MSV000084900	3
MSV000085018	1
MSV000085141	2
MSV000085326	1
MSV000085359	1
MSV000085360	2
MSV000085389	1
MSV000085467	6
MSV000085480	3
MSV000085657	7
MSV000085713	31
MSV000085862	16
MSV000085864	2
MSV000085882	8
MSV000085917	1
MSV000086063	18
MSV000086064	19
MSV000086107	7
MSV000086251	1
MSV000086270	18
MSV000086415	131
MSV000086879	20
MSV000086882	45
MSV000086896	5
MSV000086993	1
MSV000087135	1
MSV000087359	1
MSV000087368	5
MSV000087904	18
MSV000088164	28
MSV000088519	1
MSV000088534	2
MSV000088535	1
MSV000088586	5
MSV000088594	1
MSV000088697	46
MSV000088719	3
MSV000088732	65
MSV000088790	3
MSV000088821	242
MSV000088829	3
MSV000088830	3
MSV000088843	25
MSV000088872	3
MSV000089061	16
MSV000089210	2
MSV000089552	59
MSV000089558	1
MSV000089740	1
MSV000089925	8
MSV000089937	2
MSV000090006	2
MSV000090012	2
