Delta Mass	USI	Cosine	Matching Peaks	Status
-0.0	mzspec:MSV000088646:256330_Y1:scan:1406	1.0	13	NoID
0.0	mzspec:MSV000083300:BP000097031_p:scan:1422	1.0	13	NoID
0.0	mzspec:MSV000082048:Std_MIx_01:scan:1534	1.0	13	NoID
0.0	mzspec:MSV000083300:BP000096975_p:scan:1419	1.0	13	NoID
-0.0	mzspec:MSV000083300:BP000096847_p:scan:1426	1.0	13	NoID
0.0	mzspec:MSV000083300:BP000098453_p:scan:1427	1.0	13	NoID
0.0	mzspec:MSV000083300:BP000097007_p:scan:1427	1.0	13	NoID
-0.0	mzspec:MSV000083482:A34_135_plasma:scan:1240	1.0	13	NoID
-0.0	mzspec:MSV000083300:BP000096984_p:scan:1435	1.0	13	NoID
0.0	mzspec:MSV000083300:BP000096967_p:scan:1419	1.0	13	NoID
0.0	mzspec:MSV000083300:BP000098405_p:scan:1438	1.0	13	NoID
0.0	mzspec:MSV000080961:Mix_NIH21-24_Standard_MS1_17K_TOP8_C3:scan:2201	1.0	13	NoID
0.0	mzspec:MSV000082647:81923:scan:1572	1.0	13	NoID
0.0	mzspec:MSV000088640:6034639:scan:1258	1.0	13	NoID
0.0	mzspec:MSV000081952:PHT_20_098_Cort_1900:scan:1572	1.0	13	NoID
0.0	mzspec:MSV000081952:PHT_20_046_Cort_1900:scan:1626	1.0	13	NoID
0.0	mzspec:MSV000082647:TPpos_Solv_blnk_02:scan:1566	1.0	13	NoID
0.0	mzspec:MSV000081351:38729:scan:1741	1.0	13	NoID
0.0	mzspec:MSV000081952:PHT_20_018_Cort_1000:scan:1607	1.0	13	NoID
0.0	mzspec:MSV000081952:PHT_20_046_Cort_1600:scan:1618	1.0	13	NoID
0.0	mzspec:MSV000081952:PHT_20_023_Cort_1600:scan:1606	1.0	13	NoID
0.0	mzspec:MSV000088137:2208:scan:1350	1.0	13	NoID
0.0	mzspec:MSV000088137:2004:scan:1262	1.0	13	NoID
0.0	mzspec:MSV000082433:M-164:scan:1434	1.0	13	NoID
0.0	mzspec:MSV000082261:11129_NT1D026_JJK_Ur:scan:1691	1.0	13	NoID
-0.0	mzspec:MSV000083300:BP000098499_p:scan:1433	1.0	13	NoID
0.0	mzspec:MSV000088137:2022:scan:1256	1.0	13	NoID
0.0	mzspec:MSV000087612:X00176541:scan:1226	1.0	13	NoID
0.0	mzspec:MSV000081952:PHT_20_023_Cort_1000:scan:1599	1.0	13	NoID
0.0	mzspec:MSV000081952:PHT_20_105_Cort_1200:scan:1597	1.0	13	NoID
-0.0	mzspec:MSV000085256:433_CSF:scan:1341	1.0	13	NoID
0.0	mzspec:MSV000081351:38925:scan:1688	1.0	13	NoID
0.0	mzspec:MSV000081351:38948:scan:1729	1.0	13	NoID
0.0	mzspec:MSV000085256:487_Plasma:scan:1301	1.0	13	NoID
-0.0	mzspec:MSV000088646:285012_Y2:scan:1232	1.0	13	NoID
0.0	mzspec:MSV000083077:PHT_20_023_Cort_1000:scan:1599	1.0	13	NoID
0.0	mzspec:MSV000083077:PHT_20_107_Cort_1900:scan:1613	1.0	13	NoID
-0.0	mzspec:MSV000088646:285012_BL:scan:1247	1.0	13	NoID
0.0	mzspec:MSV000083077:PHT_20_123_Cort_1900:scan:1573	1.0	13	NoID
0.0	mzspec:MSV000083077:PHT_20_123_Cort_1000:scan:1558	1.0	13	NoID
-0.0	mzspec:MSV000088646:220564_Y1:scan:1258	1.0	13	NoID
0.0	mzspec:MSV000083077:PHT_20_101_Cort_1200:scan:1611	1.0	13	NoID
0.0	mzspec:MSV000083077:PHT_20_046_Cort_1600:scan:1618	1.0	13	NoID
0.0	mzspec:MSV000087087:5556775:scan:1271	1.0	13	NoID
0.0	mzspec:MSV000083077:PHT_20_023_Cort_1600:scan:1606	1.0	13	NoID
-0.0	mzspec:MSV000088646:228683_Y1:scan:1250	1.0	13	NoID
0.0	mzspec:MSV000081952:PHT_20_098_Cort_1600:scan:1636	1.0	13	NoID
0.0	mzspec:MSV000083300:BP000096959_p:scan:1421	1.0	13	NoID
0.0	mzspec:MSV000081952:PHT_20_092_Cort_1900:scan:1622	1.0	13	NoID
0.0	mzspec:MSV000083300:BP000098469_p:scan:1426	1.0	13	NoID
-0.0	mzspec:MSV000085256:414_Plasma:scan:1286	1.0	13	NoID
0.0	mzspec:MSV000081492:QC_02:scan:1705	1.0	13	NoID
0.0	mzspec:MSV000081492:dhmc_2_10:scan:1623	1.0	13	NoID
-0.0	mzspec:MSV000083300:BP000096849_p:scan:1425	1.0	13	NoID
0.0	mzspec:MSV000081492:dhmc_7_10:scan:1647	1.0	13	NoID
0.0	mzspec:MSV000081492:72849:scan:1640	1.0	13	NoID
0.0	mzspec:MSV000081952:PHT_20_107_Cort_1900:scan:1613	1.0	13	NoID
0.0	mzspec:MSV000081952:PHT_20_101_Cort_1200:scan:1611	1.0	13	NoID
0.0	mzspec:MSV000081952:PHT_20_100_Cort_1200:scan:1641	1.0	13	NoID
-0.0	mzspec:MSV000081492:mayo_1_1:scan:1592	1.0	13	NoID
0.0	mzspec:MSV000081952:PHT_20_092_Cort_1200:scan:1611	1.0	13	NoID
-0.0	mzspec:MSV000085256:457_CSF:scan:1345	1.0	13	NoID
-0.01	mzspec:MSV000083559:11713.9.O.9A:scan:1189	1.0	13	NoID
-0.0	mzspec:MSV000083077:PHT_20_163_Cort_1000:scan:1560	1.0	13	NoID
0.0	mzspec:MSV000084112:11129_NT1D026_JJK_Ur:scan:1691	1.0	13	NoID
0.0	mzspec:MSV000083077:PHT_20_130_Cort_1900:scan:1602	1.0	13	NoID
0.0	mzspec:MSV000083077:PHT_20_098_Cort_1900:scan:1572	1.0	13	NoID
0.0	mzspec:MSV000083077:PHT_20_018_Cort_1000:scan:1607	1.0	13	NoID
0.0	mzspec:MSV000083077:PHT_20_100_Cort_1200:scan:1641	1.0	13	NoID
-0.0	mzspec:MSV000083077:PHT_20_156_Cort_Waking:scan:1588	1.0	13	NoID
0.0	mzspec:MSV000083077:PHT_20_127_Cort_1200:scan:1580	1.0	13	NoID
0.0	mzspec:MSV000083077:PHT_20_123_Cort_Waking:scan:1585	1.0	13	NoID
0.0	mzspec:MSV000083077:PHT_20_098_Cort_1600:scan:1636	1.0	13	NoID
0.0	mzspec:MSV000083077:PHT_20_092_Cort_1200:scan:1611	1.0	13	NoID
-0.0	mzspec:MSV000083077:PHT_20_096_Cort_1200:scan:1581	1.0	13	NoID
0.0	mzspec:MSV000083559:11713.18.S.18F:scan:1205	1.0	13	NoID
0.0	mzspec:MSV000083077:PHT_20_092_Cort_1900:scan:1622	1.0	13	NoID
0.0	mzspec:MSV000083077:PHT_20_046_Cort_1900:scan:1626	1.0	13	NoID
-0.0	mzspec:MSV000083559:11713.18.S.18B:scan:1200	1.0	13	NoID
0.0	mzspec:MSV000083077:PHT_20_105_Cort_1200:scan:1597	1.0	13	NoID
0.0	mzspec:MSV000081952:PHT_20_047_Cort_1900:scan:1596	1.0	12	NoID
0.0	mzspec:MSV000081952:PHT_20_086_Cort_1600:scan:1618	1.0	12	NoID
0.0	mzspec:MSV000081952:PHT_20_079_Cort_1200:scan:1580	1.0	12	NoID
0.0	mzspec:MSV000081952:PHT_20_086_Cort_Waking:scan:1590	1.0	12	NoID
0.0	mzspec:MSV000081952:PHT_20_023_Cort_1900:scan:1625	1.0	12	NoID
0.0	mzspec:MSV000082647:81985:scan:1580	1.0	12	NoID
0.0	mzspec:MSV000088137:2240:scan:1252	1.0	12	NoID
0.0	mzspec:MSV000083559:11713.12.F.12C:scan:1261	1.0	12	NoID
0.0	mzspec:MSV000082647:81933:scan:1584	1.0	12	NoID
-0.0	mzspec:MSV000082647:81913:scan:1586	1.0	12	NoID
-0.0	mzspec:MSV000088646:285012_Y1:scan:1234	1.0	12	NoID
0.0	mzspec:MSV000082629:16NAVY04_V1_20160128:scan:1585	1.0	12	NoID
0.0	mzspec:MSV000082647:TPpos_Solv_blnk_04:scan:1572	1.0	12	NoID
0.0	mzspec:MSV000087087:5556830:scan:1274	1.0	12	NoID
0.0	mzspec:MSV000087087:5556656:scan:1261	1.0	12	NoID
-0.0	mzspec:MSV000088646:260172_Y2:scan:1232	1.0	12	NoID
0.0	mzspec:MSV000079329:P91_24:scan:1573	1.0	12	NoID
0.0	mzspec:MSV000081351:38710:scan:1781	1.0	12	NoID
0.0	mzspec:MSV000081351:38727:scan:1613	1.0	12	NoID
0.0	mzspec:MSV000083077:PHT_20_047_Cort_1900:scan:1596	1.0	12	NoID
0.0	mzspec:MSV000083077:PHT_20_109_Cort_Waking:scan:1597	1.0	12	NoID
0.0	mzspec:MSV000083077:PHT_20_120_Cort_Waking:scan:1557	1.0	12	NoID
-0.0	mzspec:MSV000083077:PHT_20_127_Cort_1900:scan:1609	1.0	12	NoID
-0.0	mzspec:MSV000088646:283732_Y2:scan:1248	1.0	12	NoID
0.0	mzspec:MSV000087087:5556682:scan:1269	1.0	12	NoID
0.0	mzspec:MSV000082629:16NAVY11_V2_20160712:scan:1568	1.0	12	NoID
-0.0	mzspec:MSV000083482:A41_164_plasma:scan:1236	1.0	12	NoID
-0.0	mzspec:MSV000085256:497_CSF:scan:1338	1.0	12	NoID
0.0	mzspec:MSV000083300:BP000096823_p:scan:1439	1.0	12	NoID
0.0	mzspec:MSV000081952:PHT_20_096_Cort_1600:scan:1617	1.0	12	NoID
0.0	mzspec:MSV000085256:411_CSF:scan:1352	1.0	12	NoID
0.0	mzspec:MSV000081952:PHT_20_090_Cort_1600:scan:1615	1.0	12	NoID
0.0	mzspec:MSV000081351:38855:scan:1791	1.0	12	NoID
0.0	mzspec:MSV000081351:38692:scan:1605	1.0	12	NoID
-0.0	mzspec:MSV000088646:249240_Y3:scan:1241	1.0	12	NoID
0.0	mzspec:MSV000083077:PHT_20_109_Cort_1000:scan:1599	1.0	12	NoID
0.0	mzspec:MSV000083077:PHT_20_086_Cort_Waking:scan:1590	1.0	12	NoID
0.0	mzspec:MSV000083077:PHT_20_129_Cort_1000:scan:1566	1.0	12	NoID
0.0	mzspec:MSV000085256:424_Plasma:scan:1297	1.0	12	NoID
0.0	mzspec:MSV000083077:PHT_20_090_Cort_1600:scan:1615	1.0	12	NoID
0.0	mzspec:MSV000083077:PHT_20_086_Cort_1600:scan:1618	1.0	12	NoID
0.0	mzspec:MSV000088640:6035028:scan:1270	1.0	12	NoID
0.0	mzspec:MSV000083077:PHT_20_130_Cort_Waking:scan:1570	1.0	12	NoID
-0.0	mzspec:MSV000088842:33B:scan:1360	1.0	12	NoID
-0.0	mzspec:MSV000088646:250785_Y3:scan:1249	1.0	12	NoID
0.0	mzspec:MSV000083077:PHT_20_023_Cort_1900:scan:1625	1.0	12	NoID
-0.0	mzspec:MSV000088646:244976_BL:scan:1256	1.0	12	NoID
0.0	mzspec:MSV000083077:PHT_20_127_Cort_Waking:scan:1570	1.0	12	NoID
0.0	mzspec:MSV000083077:PHT_20_096_Cort_1600:scan:1617	1.0	12	NoID
-0.0	mzspec:MSV000083077:PHT_20_010_Cort_1600:scan:1554	1.0	12	NoID
0.0	mzspec:MSV000083077:PHT_20_079_Cort_1200:scan:1580	1.0	12	NoID
-0.0	mzspec:MSV000085256:399_CSF:scan:1344	1.0	12	NoID
-0.0	mzspec:MSV000083077:PHT_20_155_Cort_1200:scan:1613	1.0	12	NoID
-0.0	mzspec:MSV000088646:259202_BL:scan:1250	1.0	12	NoID
-0.01	mzspec:MSV000083559:11713.13.F.13E:scan:1193	1.0	12	NoID
0.0	mzspec:MSV000083077:PHT_20_110_Cort_1900:scan:1588	1.0	12	NoID
-0.0	mzspec:MSV000088646:263311_Y1:scan:1235	1.0	12	NoID
-0.0	mzspec:MSV000088646:258692_Y1:scan:1225	1.0	12	NoID
0.0	mzspec:MSV000083077:PHT_20_122_Cort_Waking:scan:1554	1.0	12	NoID
-0.0	mzspec:MSV000088646:260172_Y3:scan:1269	1.0	12	NoID
0.0	mzspec:MSV000083077:PHT_20_043_Cort_1000:scan:1594	0.99	13	NoID
0.0	mzspec:MSV000083077:PHT_20_046_Cort_1000:scan:1585	0.99	13	NoID
-0.0	mzspec:MSV000081343:EZ171:scan:1620	0.99	13	NoID
0.0	mzspec:MSV000081151:NCD_C1_Ob8:scan:1622	0.99	13	NoID
0.0	mzspec:MSV000088137:2093:scan:1241	0.99	13	NoID
0.0	mzspec:MSV000080574:ZA6:scan:1505	0.99	13	NoID
0.0	mzspec:MSV000088137:mars00044:scan:1273	0.99	13	NoID
-0.0	mzspec:MSV000088646:278013_Y2:scan:1390	0.99	13	NoID
0.0	mzspec:MSV000081952:PHT_20_046_Cort_1000:scan:1585	0.99	13	NoID
0.0	mzspec:MSV000081354:X3079261:scan:1622	0.99	13	NoID
0.0	mzspec:MSV000081343:ms_ileum_8d_exp1_u4GOOD:scan:1595	0.99	13	NoID
0.0	mzspec:MSV000081952:PHT_20_072_Cort_1200:scan:1623	0.99	13	NoID
0.0	mzspec:MSV000081343:EZ34:scan:1595	0.99	13	NoID
-0.0	mzspec:MSV000082973:A34_135_plasma:scan:1240	0.99	13	NoID
0.0	mzspec:MSV000083300:BP000096943_p:scan:1424	0.99	13	NoID
-0.0	mzspec:MSV000085256:437_CSF:scan:1365	0.99	13	NoID
-0.0	mzspec:MSV000085256:480_CSF:scan:1353	0.99	13	NoID
-0.0	mzspec:MSV000085256:468_CSF:scan:1366	0.99	13	NoID
-0.0	mzspec:MSV000088137:2194:scan:1278	0.99	13	NoID
0.0	mzspec:MSV000085256:439_CSF:scan:1321	0.99	13	NoID
0.0	mzspec:MSV000088087:5751564:scan:1244	0.99	13	NoID
-0.0	mzspec:MSV000085256:516_CSF:scan:1271	0.99	13	NoID
-0.0	mzspec:MSV000085256:455_CSF:scan:1337	0.99	13	NoID
0.0	mzspec:MSV000080905:P4_EMP_9:scan:1130	0.99	13	NoID
0.0	mzspec:MSV000081952:PHT_20_043_Cort_1000:scan:1594	0.99	13	NoID
0.0	mzspec:MSV000083077:PHT_20_072_Cort_1200:scan:1623	0.99	13	NoID
0.0	mzspec:MSV000083077:PHT_20_118_Cort_1200:scan:1584	0.99	13	NoID
0.0	mzspec:MSV000082973:A38_152_plasma:scan:1240	0.99	12	NoID
0.0	mzspec:MSV000083077:PHT_20_046_Cort_1200:scan:1581	0.99	12	NoID
0.0	mzspec:MSV000081952:PHT_20_083_Cort_1900:scan:1608	0.99	12	NoID
-0.0	mzspec:MSV000081544:20170728_DDA_plasmaspikedswab_1:scan:1479	0.99	12	NoID
-0.0	mzspec:MSV000083077:PHT_20_153_Cort_1000:scan:1552	0.99	12	NoID
0.0	mzspec:MSV000081952:PHT_20_101_Cort_1600:scan:1567	0.99	12	NoID
0.0	mzspec:MSV000081952:PHT_20_108_Cort_Waking:scan:1578	0.99	12	NoID
0.0	mzspec:MSV000083077:PHT_20_101_Cort_1600:scan:1567	0.99	12	NoID
0.0	mzspec:MSV000083077:PHT_20_101_Cort_1900:scan:1614	0.99	12	NoID
-0.0	mzspec:MSV000083077:PHT_20_155_Cort_Waking:scan:1536	0.99	12	NoID
-0.0	mzspec:MSV000088646:261921_Y2:scan:1243	0.99	12	NoID
0.0	mzspec:MSV000083077:PHT_20_100_Cort_1000:scan:1635	0.99	12	NoID
0.0	mzspec:MSV000083077:PHT_20_129_Cort_1600:scan:1567	0.99	12	NoID
-0.0	mzspec:MSV000088842:37A:scan:1369	0.99	12	NoID
0.0	mzspec:MSV000081952:PHT_20_085_Cort_1200:scan:1589	0.99	12	NoID
-0.0	mzspec:MSV000081952:PHT_20_100_Cort_1900:scan:1641	0.99	12	NoID
0.0	mzspec:MSV000081952:PHT_20_087_Cort_1900:scan:1576	0.99	12	NoID
0.0	mzspec:MSV000083077:PHT_20_067_Cort_1600:scan:1583	0.99	12	NoID
0.0	mzspec:MSV000083077:PHT_20_128_Cort_1200:scan:1588	0.99	12	NoID
0.0	mzspec:MSV000083077:PHT_20_085_Cort_1200:scan:1589	0.99	12	NoID
0.0	mzspec:MSV000082973:A35_139_plasma:scan:1236	0.99	12	NoID
0.0	mzspec:MSV000083077:PHT_20_101_Cort_1000:scan:1605	0.99	12	NoID
-0.0	mzspec:MSV000083077:PHT_20_155_Cort_1900:scan:1596	0.99	12	NoID
0.0	mzspec:MSV000081952:PHT_20_083_Cort_1200:scan:1606	0.99	12	NoID
0.0	mzspec:MSV000083077:PHT_20_071_Cort_Waking:scan:1678	0.99	12	NoID
0.0	mzspec:MSV000081492:QC_01_170626113747:scan:1709	0.99	12	NoID
0.0	mzspec:MSV000081952:PHT_20_092_Cort_1600:scan:1626	0.99	12	NoID
-0.0	mzspec:MSV000083077:PHT_20_130_Cort_1600:scan:1582	0.99	12	NoID
0.0	mzspec:MSV000082647:TPpos_Solv_blnk_03:scan:1561	0.99	12	NoID
0.0	mzspec:MSV000083077:PHT_20_084_Cort_Waking:scan:1608	0.99	12	NoID
0.0	mzspec:MSV000083077:PHT_20_096_Cort_1900:scan:1620	0.99	12	NoID
0.0	mzspec:MSV000081351:38777:scan:1764	0.99	12	NoID
0.0	mzspec:MSV000081351:38913:scan:1784	0.99	12	NoID
0.0	mzspec:MSV000081351:38802:scan:1701	0.99	12	NoID
-0.0	mzspec:MSV000081351:38719:scan:1692	0.99	12	NoID
0.0	mzspec:MSV000081343:EZ172:scan:1607	0.99	12	NoID
0.0	mzspec:MSV000081351:39095:scan:1675	0.99	12	NoID
0.0	mzspec:MSV000083077:PHT_20_109_Cort_1600:scan:1585	0.99	12	NoID
0.0	mzspec:MSV000081351:39050:scan:1638	0.99	12	NoID
-0.0	mzspec:MSV000081351:38905:scan:1643	0.99	12	NoID
-0.0	mzspec:MSV000083077:PHT_20_155_Cort_1000:scan:1590	0.99	12	NoID
-0.0	mzspec:MSV000088137:2016:scan:1269	0.99	12	NoID
0.0	mzspec:MSV000083077:PHT_20_123_Cort_1200:scan:1562	0.99	12	NoID
0.0	mzspec:MSV000083077:PHT_20_103_Cort_1200:scan:1611	0.99	12	NoID
0.0	mzspec:MSV000083077:PHT_20_118_Cort_1000:scan:1622	0.99	12	NoID
0.0	mzspec:MSV000081952:PHT_20_096_Cort_1900:scan:1620	0.99	12	NoID
0.0	mzspec:MSV000083077:PHT_20_091_Cort_1200:scan:1606	0.99	12	NoID
0.0	mzspec:MSV000081351:38694:scan:1723	0.99	12	NoID
0.0	mzspec:MSV000081351:39119:scan:1647	0.99	12	NoID
0.0	mzspec:MSV000083077:PHT_20_104_Cort_1200:scan:1630	0.99	12	NoID
-0.0	mzspec:MSV000083077:PHT_20_088_Cort_1600:scan:1583	0.99	12	NoID
0.0	mzspec:MSV000081351:38815:scan:1682	0.99	12	NoID
0.0	mzspec:MSV000083077:PHT_20_108_Cort_Waking:scan:1578	0.99	12	NoID
-0.0	mzspec:MSV000083077:PHT_20_129_Cort_Waking:scan:1564	0.99	12	NoID
