Dataset	Frequency
MSV000079329	15
MSV000079598	10
MSV000079697	171
MSV000079706	6
MSV000079707	18
MSV000079709	6
MSV000079710	17
MSV000079712	15
MSV000079714	55
MSV000079717	35
MSV000079718	8
MSV000079719	1
MSV000079720	10
MSV000079773	8
MSV000079813	3
MSV000080299	9
MSV000080469	6
MSV000080507	1
MSV000080559	2
MSV000080628	3
MSV000080630	1
MSV000080905	7
MSV000081064	1
MSV000081065	20
MSV000081067	1
MSV000081108	1
MSV000081151	3
MSV000081176	1
MSV000081351	145
MSV000081354	6
MSV000081456	4
MSV000081731	2
MSV000081952	38
MSV000082048	1
MSV000082049	1
MSV000082083	5
MSV000082084	1
MSV000082085	1
MSV000082331	13
MSV000082382	6
MSV000082433	45
MSV000082582	3
MSV000082608	12
MSV000082629	6
MSV000082647	1
MSV000082869	5
MSV000082953	141
MSV000082973	2
MSV000083010	1
MSV000083077	48
MSV000083083	1
MSV000083098	3
MSV000083300	20
MSV000083320	201
MSV000083383	8
MSV000083475	6
MSV000083541	2
MSV000083559	148
MSV000083647	1
MSV000083835	30
MSV000084016	3
MSV000084143	9
MSV000084314	7
MSV000084753	3
MSV000084900	1
MSV000085389	1
MSV000085480	3
MSV000085779	1
MSV000085864	2
MSV000085891	1
MSV000085917	10
MSV000085925	7
MSV000085944	22
MSV000086251	10
MSV000086415	52
MSV000086666	3
MSV000086676	19
MSV000087087	15
MSV000087093	2
MSV000087141	1
MSV000087449	25
MSV000087612	2
MSV000087628	2
MSV000087629	1
MSV000087630	1
MSV000087747	2
MSV000087948	1
MSV000088040	3
MSV000088087	2
MSV000088137	9
MSV000088546	1
MSV000088646	4
MSV000088823	2
MSV000088827	14
MSV000088842	58
MSV000089540	1
